[[0, -0.1403787, -0.2383422, 2.730167, 1], [1, -0.1275768, 0.01809674, 2.704137, 1], [2, -0.1156096, 0.267987, 2.664986, 1], [3, -0.1037587, 0.3997345, 2.644616, 1], [4, -0.2585324, 0.151727, 2.622272, 1], [5, -0.2897108, -0.06534595, 2.605869, 1], [6, -0.1961307, -0.1848415, 2.512104, 1], [7, -0.1374833, -0.2081553, 2.48287, 1], [8, 0.03868478, 0.15718, 2.666308, 1], [9, 0.08092344, -0.04701527, 2.643594, 1], [10, -0.04879443, -0.1919664, 2.503735, 1], [11, -0.1010945, -0.2049383, 2.482401, 1], [12, -0.2028249, -0.2330496, 2.689523, 1], [13, -0.1647345, -0.3485574, 2.385519, 1], [14, -0.1615531, -0.6772163, 2.415884, 1], [15, -0.1448891, -0.7419258, 2.333342, 1], [16, -0.07484356, -0.2378607, 2.70509, 1], [17, -0.007849851, -0.3279389, 2.411176, 1], [18, -0.04073518, -0.660571, 2.462234, 1], [19, -0.04564762, -0.7244573, 2.376238, 1], [20, -0.1190094, 0.2063352, 2.677023, 1], [21, -0.08117728, -0.2326594, 2.471741, 1], [22, -0.09155692, -0.1851129, 2.473779, 1], [23, -0.1615061, -0.244785, 2.427168, 1], [24, -0.07808767, -0.2343654, 2.468545, 1]]
[[0, -0.1405219, -0.2384419, 2.730125, 1], [1, -0.1276191, 0.01796639, 2.703986, 1], [2, -0.1154518, 0.267884, 2.664808, 1], [3, -0.1027944, 0.3989044, 2.644395, 1], [4, -0.2584786, 0.1517179, 2.622267, 1], [5, -0.290205, -0.06463984, 2.60617, 1], [6, -0.1967738, -0.1844817, 2.512716, 1], [7, -0.1393159, -0.2057495, 2.484275, 1], [8, 0.03926296, 0.157425, 2.666415, 1], [9, 0.08083548, -0.0469195, 2.643698, 1], [10, -0.04889011, -0.1922036, 2.5042, 1], [11, -0.1009337, -0.2044452, 2.48293, 1], [12, -0.2028842, -0.2331356, 2.689464, 1], [13, -0.1656271, -0.3484514, 2.385325, 1], [14, -0.1614406, -0.677377, 2.416202, 1], [15, -0.1450852, -0.7417952, 2.333164, 1], [16, -0.07508152, -0.2379772, 2.705083, 1], [17, -0.008096769, -0.3266414, 2.411245, 1], [18, -0.04163475, -0.6609527, 2.461722, 1], [19, -0.04538102, -0.7247156, 2.375472, 1], [20, -0.1188801, 0.20622, 2.676841, 1], [21, -0.08989827, -0.2270968, 2.468397, 1], [22, -0.09750377, -0.1826074, 2.478333, 1], [23, -0.1614673, -0.2469344, 2.426634, 1], [24, -0.08419572, -0.2352306, 2.467409, 1]]
[[0, -0.1393076, -0.238705, 2.730043, 1], [1, -0.1268173, 0.01755171, 2.703827, 1], [2, -0.1148027, 0.267439, 2.664766, 1], [3, -0.1022477, 0.3987963, 2.64416, 1], [4, -0.2580948, 0.1519217, 2.622065, 1], [5, -0.2909396, -0.06292762, 2.606949, 1], [6, -0.2030309, -0.1868405, 2.513497, 1], [7, -0.1406929, -0.2058055, 2.486228, 1], [8, 0.03982749, 0.1570929, 2.66629, 1], [9, 0.08079726, -0.04691712, 2.643692, 1], [10, 0.009317007, -0.1946185, 2.54272, 1], [11, -0.04277951, -0.2034447, 2.50923, 1], [12, -0.2015319, -0.233489, 2.689401, 1], [13, -0.1695504, -0.3466579, 2.384963, 1], [14, -0.1630133, -0.6780533, 2.413646, 1], [15, -0.1575153, -0.7368826, 2.321972, 1], [16, -0.07393784, -0.2381662, 2.704994, 1], [17, -0.008162598, -0.32475, 2.410538, 1], [18, -0.04109357, -0.6611784, 2.461076, 1], [19, -0.04587711, -0.7253255, 2.37543, 1], [20, -0.1181223, 0.2057579, 2.676753, 1], [21, -0.08700296, -0.2270277, 2.47123, 1], [22, -0.1075009, -0.1813032, 2.486857, 1], [23, -0.1026011, -0.2254394, 2.465364, 1], [24, -0.01972877, -0.2317901, 2.4635, 1]]
[[0, -0.1391823, -0.2389058, 2.729915, 1], [1, -0.126564, 0.01746318, 2.703776, 1], [2, -0.114072, 0.2675737, 2.664968, 1], [3, -0.1008679, 0.3985387, 2.643666, 1], [4, -0.2566603, 0.1522156, 2.621381, 1], [5, -0.2911692, -0.06237953, 2.607315, 1], [6, -0.20382, -0.1866318, 2.513773, 1], [7, -0.1444337, -0.204139, 2.485135, 1], [8, 0.04091356, 0.1567442, 2.666144, 1], [9, 0.08149868, -0.04753204, 2.643928, 1], [10, 0.008900726, -0.1946656, 2.542533, 1], [11, -0.04611064, -0.2029734, 2.510165, 1], [12, -0.2011949, -0.2336783, 2.689132, 1], [13, -0.1835247, -0.3278512, 2.384394, 1], [14, -0.2049058, -0.6734042, 2.428368, 1], [15, -0.2163954, -0.717559, 2.324785, 1], [16, -0.07392915, -0.2384148, 2.704947, 1], [17, -0.006949469, -0.3239231, 2.410387, 1], [18, -0.04029934, -0.6623414, 2.461344, 1], [19, -0.03476276, -0.7258333, 2.374832, 1], [20, -0.1175013, 0.205815, 2.67686, 1], [21, -0.09193465, -0.2227502, 2.469152, 1], [22, -0.1020483, -0.1823882, 2.485103, 1], [23, -0.1080452, -0.2235488, 2.466171, 1], [24, -0.007402232, -0.2234334, 2.470222, 1]]
[[0, -0.1385672, -0.238889, 2.730202, 1], [1, -0.1261755, 0.01735972, 2.703814, 1], [2, -0.1137508, 0.2674253, 2.664926, 1], [3, -0.09949721, 0.3982425, 2.643914, 1], [4, -0.255702, 0.1529203, 2.621196, 1], [5, -0.2922071, -0.06006672, 2.608415, 1], [6, -0.1669871, -0.1895276, 2.497366, 1], [7, -0.1336337, -0.2005083, 2.486562, 1], [8, 0.04163394, 0.1571934, 2.666899, 1], [9, 0.08255256, -0.04866173, 2.644551, 1], [10, 0.007261075, -0.1921438, 2.544105, 1], [11, -0.04736171, -0.2022603, 2.5135, 1], [12, -0.2003948, -0.2336555, 2.689248, 1], [13, -0.1860618, -0.3290371, 2.383858, 1], [14, -0.2751361, -0.6728844, 2.491798, 1], [15, -0.2402486, -0.703785, 2.348703, 1], [16, -0.07341436, -0.2383997, 2.70545, 1], [17, -0.005882628, -0.3239154, 2.410279, 1], [18, -0.04029144, -0.6625576, 2.461302, 1], [19, -0.03089488, -0.7258936, 2.375078, 1], [20, -0.1171276, 0.2056721, 2.67683, 1], [21, -0.08028666, -0.2053883, 2.468508, 1], [22, -0.08709332, -0.1732343, 2.4701, 1], [23, -0.1090143, -0.2202815, 2.468163, 1], [24, -0.01800811, -0.2281257, 2.470572, 1]]
[[0, -0.1331911, -0.2392788, 2.725331, 1], [1, -0.1234398, 0.01713635, 2.701689, 1], [2, -0.1127301, 0.2674066, 2.664574, 1], [3, -0.09795164, 0.3980736, 2.643792, 1], [4, -0.2545932, 0.1536517, 2.620701, 1], [5, -0.2924463, -0.05950064, 2.608381, 1], [6, -0.2049559, -0.1935997, 2.506297, 1], [7, -0.1462369, -0.2028955, 2.483328, 1], [8, 0.04242818, 0.1577966, 2.666372, 1], [9, 0.08368126, -0.05172474, 2.643764, 1], [10, -0.0389332, -0.1851558, 2.517331, 1], [11, -0.09735191, -0.2042092, 2.488879, 1], [12, -0.1937453, -0.2342847, 2.682694, 1], [13, -0.1906195, -0.3295149, 2.383337, 1], [14, -0.2793005, -0.6684635, 2.457604, 1], [15, -0.2836914, -0.7094727, 2.339844, 1], [16, -0.06929827, -0.2385719, 2.70205, 1], [17, -0.004416966, -0.3239089, 2.40945, 1], [18, -0.04165172, -0.6634415, 2.462332, 1], [19, 0.02131168, -0.7207372, 2.438682, 1], [20, -0.115704, 0.2056215, 2.676141, 1], [21, -0.09233978, -0.2199198, 2.469999, 1], [22, -0.1028105, -0.1769482, 2.478204, 1], [23, -0.1629996, -0.2391516, 2.437096, 1], [24, -0.0881009, -0.2405511, 2.47625, 1]]
[[0, -0.1317067, -0.2394415, 2.724681, 1], [1, -0.1225375, 0.01697936, 2.701435, 1], [2, -0.112327, 0.2673257, 2.664747, 1], [3, -0.09704622, 0.3980463, 2.644259, 1], [4, -0.2545443, 0.153612, 2.62076, 1], [5, -0.2930914, -0.05843871, 2.608982, 1], [6, -0.2059653, -0.1921737, 2.5084, 1], [7, -0.1463518, -0.2027683, 2.485711, 1], [8, 0.04343751, 0.157667, 2.666499, 1], [9, 0.08418367, -0.05211015, 2.644209, 1], [10, -0.03949099, -0.1858753, 2.517902, 1], [11, -0.09997582, -0.2049546, 2.490387, 1], [12, -0.1925745, -0.2345685, 2.682335, 1], [13, -0.1976927, -0.3264634, 2.382869, 1], [14, -0.2866556, -0.6475102, 2.390198, 1], [15, -0.3012139, -0.7190863, 2.320098, 1], [16, -0.06753978, -0.2385581, 2.701115, 1], [17, -0.003725573, -0.3237829, 2.409711, 1], [18, -0.04190433, -0.6636013, 2.461994, 1], [19, -0.02015678, -0.7255489, 2.377387, 1], [20, -0.1151789, 0.2055254, 2.676217, 1], [21, -0.09547507, -0.2209599, 2.468057, 1], [22, -0.10225, -0.1783375, 2.479397, 1], [23, -0.1635235, -0.2404909, 2.443608, 1], [24, -0.08955027, -0.2401264, 2.478761, 1]]
[[0, -0.1196012, -0.2390229, 2.723855, 1], [1, -0.1175141, 0.01672122, 2.70113, 1], [2, -0.111428, 0.267046, 2.664978, 1], [3, -0.09582913, 0.3980607, 2.644551, 1], [4, -0.2538323, 0.1538592, 2.620439, 1], [5, -0.294889, -0.05589734, 2.610268, 1], [6, -0.1608552, -0.1866796, 2.494258, 1], [7, -0.1280914, -0.1972269, 2.486593, 1], [8, 0.04407415, 0.1576615, 2.66712, 1], [9, 0.08438161, -0.05371679, 2.643713, 1], [10, -0.04290224, -0.1841286, 2.514628, 1], [11, -0.09748287, -0.2028238, 2.490271, 1], [12, -0.1808874, -0.2350601, 2.68197, 1], [13, -0.2248368, -0.3285991, 2.380858, 1], [14, -0.3548972, -0.6370837, 2.395989, 1], [15, -0.3796439, -0.6965729, 2.312068, 1], [16, -0.05536338, -0.2372084, 2.699947, 1], [17, -0.001213555, -0.3230502, 2.408783, 1], [18, -0.04223511, -0.6638855, 2.461873, 1], [19, -0.01840293, -0.729723, 2.383779, 1], [20, -0.1135177, 0.2052094, 2.676369, 1], [21, -0.08192538, -0.207341, 2.474578, 1], [22, -0.07963076, -0.1717762, 2.4684, 1], [23, -0.1635569, -0.240585, 2.444031, 1], [24, -0.08723231, -0.2390181, 2.480464, 1]]
[[0, -0.1169209, -0.2376681, 2.724761, 1], [1, -0.1147956, 0.01735464, 2.701738, 1], [2, -0.1098614, 0.266999, 2.665596, 1], [3, -0.09412212, 0.3979206, 2.645644, 1], [4, -0.2522384, 0.1549965, 2.62039, 1], [5, -0.2949525, -0.05498837, 2.610241, 1], [6, -0.1716803, -0.1874565, 2.49827, 1], [7, -0.1355456, -0.1975708, 2.487763, 1], [8, 0.04472118, 0.1579945, 2.667379, 1], [9, 0.08503708, -0.05385177, 2.643912, 1], [10, -0.04670459, -0.1854358, 2.511033, 1], [11, -0.09798473, -0.2003441, 2.489509, 1], [12, -0.1788913, -0.2340238, 2.682538, 1], [13, -0.2309941, -0.326936, 2.381289, 1], [14, -0.3930772, -0.6366502, 2.390804, 1], [15, -0.4366129, -0.6952185, 2.322043, 1], [16, -0.05199293, -0.2355356, 2.701296, 1], [17, 0.002484997, -0.3204941, 2.40726, 1], [18, -0.04203163, -0.6640077, 2.461792, 1], [19, -0.01621615, -0.7277752, 2.381556, 1], [20, -0.1115389, 0.205312, 2.676965, 1], [21, -0.08432782, -0.2071159, 2.466895, 1], [22, -0.09034765, -0.1708124, 2.474023, 1], [23, -0.1649871, -0.2419984, 2.449347, 1], [24, -0.08877479, -0.2388162, 2.479382, 1]]
[[0, -0.1158561, -0.2370608, 2.725115, 1], [1, -0.1121819, 0.01801105, 2.702599, 1], [2, -0.1060883, 0.2674406, 2.667533, 1], [3, -0.09268135, 0.3980661, 2.646241, 1], [4, -0.2505653, 0.1555153, 2.620354, 1], [5, -0.2952874, -0.05346714, 2.610555, 1], [6, -0.2003452, -0.1890315, 2.510117, 1], [7, -0.1516833, -0.2016394, 2.492316, 1], [8, 0.04529652, 0.1580701, 2.667838, 1], [9, 0.08571832, -0.05498336, 2.644155, 1], [10, -0.04765371, -0.1858627, 2.510504, 1], [11, -0.09780701, -0.1995628, 2.490953, 1], [12, -0.1780247, -0.2334592, 2.682687, 1], [13, -0.24767, -0.3297851, 2.383986, 1], [14, -0.4269845, -0.6258479, 2.403655, 1], [15, -0.4057705, -0.6724289, 2.282373, 1], [16, -0.05075848, -0.2349103, 2.7019, 1], [17, 0.00631736, -0.3184308, 2.407392, 1], [18, -0.04198389, -0.6640301, 2.461753, 1], [19, -0.01310175, -0.7270418, 2.382091, 1], [20, -0.1079208, 0.2058428, 2.678564, 1], [21, -0.09191544, -0.2213378, 2.474133, 1], [22, -0.1122683, -0.171814, 2.473778, 1], [23, -0.166387, -0.2436724, 2.454369, 1], [24, -0.08880309, -0.2368501, 2.48417, 1]]
[[0, -0.1155894, -0.2367222, 2.724855, 1], [1, -0.111154, 0.01831681, 2.702395, 1], [2, -0.1043745, 0.2675956, 2.667689, 1], [3, -0.09074492, 0.3980024, 2.646801, 1], [4, -0.2487409, 0.1556294, 2.619093, 1], [5, -0.2951544, -0.05336303, 2.610138, 1], [6, -0.2007826, -0.1892613, 2.510786, 1], [7, -0.1518484, -0.2027933, 2.492674, 1], [8, 0.04642472, 0.1584202, 2.668746, 1], [9, 0.08605944, -0.05449387, 2.644534, 1], [10, -0.0495737, -0.1856608, 2.509916, 1], [11, -0.0959948, -0.2002143, 2.491176, 1], [12, -0.1776678, -0.2330038, 2.682302, 1], [13, -0.2612243, -0.3335197, 2.387084, 1], [14, -0.4564328, -0.6111497, 2.416778, 1], [15, -0.4341348, -0.6579452, 2.295621, 1], [16, -0.05059034, -0.2346866, 2.701744, 1], [17, 0.01068906, -0.316826, 2.406291, 1], [18, -0.0411109, -0.6636344, 2.461882, 1], [19, -0.01181951, -0.7267458, 2.382606, 1], [20, -0.1063262, 0.2060513, 2.678589, 1], [21, -0.09098481, -0.2221636, 2.475864, 1], [22, -0.120131, -0.1686611, 2.472, 1], [23, -0.1298059, -0.2086304, 2.467496, 1], [24, -0.07307278, -0.2290407, 2.495584, 1]]
