[['2, k, 0', [-0.0016432, -0.380836, 1.0]], ['2, k, 1', [-0.00261711, -0.0626114, 1.0]], ['2, k, 2', [-0.00354747, 0.247347, 1.0]], ['2, k, 3', [0.0126207, 0.377531, 1.0]], ['2, k, 4', [-0.160074, 0.118054, 1.0]], ['2, k, 5', [-0.206734, -0.133193, 1.0]], ['2, k, 6', [-0.206712, -0.39295, 1.0]], ['2, k, 7', [-0.202497, -0.430505, 1.0]], ['2, k, 8', [0.177323, 0.104543, 1.0]], ['2, k, 9', [0.212179, -0.161831, 1.0]], ['2, k, 10', [0.198716, -0.392005, 1.0]], ['2, k, 11', [0.18847, -0.453459, 1.0]], ['2, k, 12', [-0.0786408, -0.37185, 1.0]], ['2, k, 13', [-0.134871, -0.715164, 1.0]], ['2, k, 14', [-0.152636, -1.04792, 1.0]], ['2, k, 15', [-0.166626, -1.10645, 1.0]], ['2, k, 16', [0.0754067, -0.378023, 1.0]], ['2, k, 17', [0.116654, -0.702784, 1.0]], ['2, k, 18', [0.133232, -1.02825, 1.0]], ['2, k, 19', [0.149902, -1.09082, 1.0]], ['2, k, 20', [-0.00332163, 0.171038, 1.0]], ['2, k, 21', [-0.198904, -0.495429, 1.0]], ['2, k, 22', [-0.16979, -0.42912, 1.0]], ['2, k, 23', [0.186483, -0.511397, 1.0]], ['2, k, 24', [0.212943, -0.471612, 1.0]]]
[['2, k, 0', [-0.00172883, -0.380825, 1.0]], ['2, k, 1', [-0.00267836, -0.062586, 1.0]], ['2, k, 2', [-0.003595, 0.247386, 1.0]], ['2, k, 3', [0.0124444, 0.377626, 1.0]], ['2, k, 4', [-0.160068, 0.118057, 1.0]], ['2, k, 5', [-0.206691, -0.132995, 1.0]], ['2, k, 6', [-0.206712, -0.39283, 1.0]], ['2, k, 7', [-0.202132, -0.430976, 1.0]], ['2, k, 8', [0.177356, 0.104459, 1.0]], ['2, k, 9', [0.212149, -0.161945, 1.0]], ['2, k, 10', [0.198716, -0.392025, 1.0]], ['2, k, 11', [0.188903, -0.453146, 1.0]], ['2, k, 12', [-0.0787186, -0.371824, 1.0]], ['2, k, 13', [-0.134745, -0.715463, 1.0]], ['2, k, 14', [-0.152614, -1.04796, 1.0]], ['2, k, 15', [-0.166734, -1.10645, 1.0]], ['2, k, 16', [0.0752984, -0.378033, 1.0]], ['2, k, 17', [0.116701, -0.702784, 1.0]], ['2, k, 18', [0.13393, -1.02713, 1.0]], ['2, k, 19', [0.149077, -1.08385, 1.0]], ['2, k, 20', [-0.00337174, 0.171073, 1.0]], ['2, k, 21', [-0.203104, -0.491108, 1.0]], ['2, k, 22', [-0.168883, -0.426894, 1.0]], ['2, k, 23', [0.186599, -0.510834, 1.0]], ['2, k, 24', [0.218366, -0.443019, 1.0]]]
[['2, k, 0', [-0.00171341, -0.380838, 1.0]], ['2, k, 1', [-0.00268325, -0.0625812, 1.0]], ['2, k, 2', [-0.00363802, 0.247425, 1.0]], ['2, k, 3', [0.0124355, 0.377617, 1.0]], ['2, k, 4', [-0.160025, 0.118057, 1.0]], ['2, k, 5', [-0.206668, -0.133023, 1.0]], ['2, k, 6', [-0.206663, -0.393001, 1.0]], ['2, k, 7', [-0.202365, -0.431055, 1.0]], ['2, k, 8', [0.177379, 0.10445, 1.0]], ['2, k, 9', [0.212111, -0.162084, 1.0]], ['2, k, 10', [0.198793, -0.392371, 1.0]], ['2, k, 11', [0.189807, -0.453908, 1.0]], ['2, k, 12', [-0.0787096, -0.371831, 1.0]], ['2, k, 13', [-0.134597, -0.715605, 1.0]], ['2, k, 14', [-0.152569, -1.04801, 1.0]], ['2, k, 15', [-0.166847, -1.10667, 1.0]], ['2, k, 16', [0.0753246, -0.378056, 1.0]], ['2, k, 17', [0.116726, -0.702764, 1.0]], ['2, k, 18', [0.134186, -1.02735, 1.0]], ['2, k, 19', [0.148536, -1.08434, 1.0]], ['2, k, 20', [-0.00340263, 0.171101, 1.0]], ['2, k, 21', [-0.198604, -0.495603, 1.0]], ['2, k, 22', [-0.169181, -0.429096, 1.0]], ['2, k, 23', [0.189306, -0.510744, 1.0]], ['2, k, 24', [0.215856, -0.464922, 1.0]]]
[['2, k, 0', [-0.00163927, -0.380882, 1.0]], ['2, k, 1', [-0.00269078, -0.0625161, 1.0]], ['2, k, 2', [-0.00375207, 0.247703, 1.0]], ['2, k, 3', [0.0124304, 0.377788, 1.0]], ['2, k, 4', [-0.160015, 0.118078, 1.0]], ['2, k, 5', [-0.206519, -0.133204, 1.0]], ['2, k, 6', [-0.206722, -0.393175, 1.0]], ['2, k, 7', [-0.202899, -0.433523, 1.0]], ['2, k, 8', [0.177479, 0.104155, 1.0]], ['2, k, 9', [0.212113, -0.161196, 1.0]], ['2, k, 10', [0.199104, -0.394929, 1.0]], ['2, k, 11', [0.192086, -0.458004, 1.0]], ['2, k, 12', [-0.0786284, -0.371843, 1.0]], ['2, k, 13', [-0.134397, -0.71645, 1.0]], ['2, k, 14', [-0.152469, -1.04727, 1.0]], ['2, k, 15', [-0.166677, -1.10633, 1.0]], ['2, k, 16', [0.0754108, -0.378145, 1.0]], ['2, k, 17', [0.116761, -0.702186, 1.0]], ['2, k, 18', [0.133916, -1.0263, 1.0]], ['2, k, 19', [0.14841, -1.08202, 1.0]], ['2, k, 20', [-0.00348102, 0.171311, 1.0]], ['2, k, 21', [-0.200558, -0.495604, 1.0]], ['2, k, 22', [-0.168571, -0.427589, 1.0]], ['2, k, 23', [0.195355, -0.517449, 1.0]], ['2, k, 24', [0.220225, -0.455522, 1.0]]]
[['2, k, 0', [-0.00152122, -0.380907, 1.0]], ['2, k, 1', [-0.00263395, -0.0625153, 1.0]], ['2, k, 2', [-0.00372718, 0.247712, 1.0]], ['2, k, 3', [0.0121995, 0.378032, 1.0]], ['2, k, 4', [-0.160005, 0.118092, 1.0]], ['2, k, 5', [-0.206529, -0.133243, 1.0]], ['2, k, 6', [-0.206648, -0.393667, 1.0]], ['2, k, 7', [-0.202892, -0.434457, 1.0]], ['2, k, 8', [0.177495, 0.104078, 1.0]], ['2, k, 9', [0.212012, -0.161459, 1.0]], ['2, k, 10', [0.199269, -0.395974, 1.0]], ['2, k, 11', [0.192664, -0.457875, 1.0]], ['2, k, 12', [-0.0785222, -0.371838, 1.0]], ['2, k, 13', [-0.134314, -0.716522, 1.0]], ['2, k, 14', [-0.15213, -1.04798, 1.0]], ['2, k, 15', [-0.166795, -1.10634, 1.0]], ['2, k, 16', [0.0755502, -0.378208, 1.0]], ['2, k, 17', [0.116793, -0.702162, 1.0]], ['2, k, 18', [0.133428, -1.02545, 1.0]], ['2, k, 19', [0.148926, -1.0853, 1.0]], ['2, k, 20', [-0.00345091, 0.171319, 1.0]], ['2, k, 21', [-0.199233, -0.496905, 1.0]], ['2, k, 22', [-0.1688, -0.42674, 1.0]], ['2, k, 23', [0.196944, -0.517097, 1.0]], ['2, k, 24', [0.219533, -0.464095, 1.0]]]
[['2, k, 0', [-0.00141005, -0.380911, 1.0]], ['2, k, 1', [-0.00258588, -0.0625064, 1.0]], ['2, k, 2', [-0.00371307, 0.247722, 1.0]], ['2, k, 3', [0.0118305, 0.378115, 1.0]], ['2, k, 4', [-0.159993, 0.118164, 1.0]], ['2, k, 5', [-0.206498, -0.133027, 1.0]], ['2, k, 6', [-0.20669, -0.39368, 1.0]], ['2, k, 7', [-0.20307, -0.434243, 1.0]], ['2, k, 8', [0.177552, 0.103731, 1.0]], ['2, k, 9', [0.211932, -0.16166, 1.0]], ['2, k, 10', [0.1994, -0.396521, 1.0]], ['2, k, 11', [0.192642, -0.458208, 1.0]], ['2, k, 12', [-0.0783782, -0.371764, 1.0]], ['2, k, 13', [-0.134291, -0.716526, 1.0]], ['2, k, 14', [-0.15207, -1.04804, 1.0]], ['2, k, 15', [-0.166901, -1.10648, 1.0]], ['2, k, 16', [0.0756587, -0.378273, 1.0]], ['2, k, 17', [0.116795, -0.702095, 1.0]], ['2, k, 18', [0.133578, -1.02544, 1.0]], ['2, k, 19', [0.14823, -1.08793, 1.0]], ['2, k, 20', [-0.00343089, 0.17133, 1.0]], ['2, k, 21', [-0.198712, -0.495624, 1.0]], ['2, k, 22', [-0.165207, -0.415683, 1.0]], ['2, k, 23', [0.196851, -0.516869, 1.0]], ['2, k, 24', [0.219763, -0.459504, 1.0]]]
[['2, k, 0', [-0.00140581, -0.380917, 1.0]], ['2, k, 1', [-0.00259469, -0.0624418, 1.0]], ['2, k, 2', [-0.00376127, 0.247945, 1.0]], ['2, k, 3', [0.0115958, 0.378348, 1.0]], ['2, k, 4', [-0.160075, 0.118223, 1.0]], ['2, k, 5', [-0.206507, -0.13302, 1.0]], ['2, k, 6', [-0.206737, -0.393714, 1.0]], ['2, k, 7', [-0.202229, -0.433706, 1.0]], ['2, k, 8', [0.177553, 0.103728, 1.0]], ['2, k, 9', [0.211815, -0.161737, 1.0]], ['2, k, 10', [0.199568, -0.397505, 1.0]], ['2, k, 11', [0.193442, -0.459217, 1.0]], ['2, k, 12', [-0.0783756, -0.371762, 1.0]], ['2, k, 13', [-0.13437, -0.71656, 1.0]], ['2, k, 14', [-0.151955, -1.04804, 1.0]], ['2, k, 15', [-0.166973, -1.10728, 1.0]], ['2, k, 16', [0.0756689, -0.378303, 1.0]], ['2, k, 17', [0.116863, -0.70177, 1.0]], ['2, k, 18', [0.133589, -1.02521, 1.0]], ['2, k, 19', [0.148244, -1.08995, 1.0]], ['2, k, 20', [-0.00346753, 0.171507, 1.0]], ['2, k, 21', [-0.203008, -0.494833, 1.0]], ['2, k, 22', [-0.166248, -0.41992, 1.0]], ['2, k, 23', [0.196951, -0.517096, 1.0]], ['2, k, 24', [0.220264, -0.457753, 1.0]]]
[['2, k, 0', [-0.00121505, -0.380986, 1.0]], ['2, k, 1', [-0.00259013, -0.0624438, 1.0]], ['2, k, 2', [-0.00385218, 0.247969, 1.0]], ['2, k, 3', [0.0112851, 0.37856, 1.0]], ['2, k, 4', [-0.160117, 0.11826, 1.0]], ['2, k, 5', [-0.206446, -0.133196, 1.0]], ['2, k, 6', [-0.206745, -0.393727, 1.0]], ['2, k, 7', [-0.203648, -0.433515, 1.0]], ['2, k, 8', [0.17752, 0.103636, 1.0]], ['2, k, 9', [0.211781, -0.161826, 1.0]], ['2, k, 10', [0.199623, -0.397839, 1.0]], ['2, k, 11', [0.193444, -0.459108, 1.0]], ['2, k, 12', [-0.0781994, -0.371786, 1.0]], ['2, k, 13', [-0.134413, -0.716365, 1.0]], ['2, k, 14', [-0.151926, -1.04812, 1.0]], ['2, k, 15', [-0.167354, -1.10883, 1.0]], ['2, k, 16', [0.07587, -0.378419, 1.0]], ['2, k, 17', [0.116959, -0.701772, 1.0]], ['2, k, 18', [0.133675, -1.02517, 1.0]], ['2, k, 19', [0.148123, -1.09165, 1.0]], ['2, k, 20', [-0.00351322, 0.171519, 1.0]], ['2, k, 21', [-0.202665, -0.496615, 1.0]], ['2, k, 22', [-0.170294, -0.437758, 1.0]], ['2, k, 23', [0.195679, -0.517344, 1.0]], ['2, k, 24', [0.219367, -0.461719, 1.0]]]
[['2, k, 0', [-0.00122113, -0.380988, 1.0]], ['2, k, 1', [-0.00265484, -0.0623844, 1.0]], ['2, k, 2', [-0.0040424, 0.248171, 1.0]], ['2, k, 3', [0.0110917, 0.378776, 1.0]], ['2, k, 4', [-0.160131, 0.118291, 1.0]], ['2, k, 5', [-0.206453, -0.13317, 1.0]], ['2, k, 6', [-0.20689, -0.393485, 1.0]], ['2, k, 7', [-0.203365, -0.434425, 1.0]], ['2, k, 8', [0.177508, 0.103705, 1.0]], ['2, k, 9', [0.211753, -0.162088, 1.0]], ['2, k, 10', [0.199662, -0.397874, 1.0]], ['2, k, 11', [0.193474, -0.459396, 1.0]], ['2, k, 12', [-0.0782323, -0.371901, 1.0]], ['2, k, 13', [-0.134336, -0.71622, 1.0]], ['2, k, 14', [-0.151985, -1.04817, 1.0]], ['2, k, 15', [-0.167533, -1.11003, 1.0]], ['2, k, 16', [0.0758448, -0.378312, 1.0]], ['2, k, 17', [0.116967, -0.70173, 1.0]], ['2, k, 18', [0.133734, -1.02518, 1.0]], ['2, k, 19', [0.148211, -1.09296, 1.0]], ['2, k, 20', [-0.00367032, 0.171682, 1.0]], ['2, k, 21', [-0.199295, -0.50015, 1.0]], ['2, k, 22', [-0.168367, -0.427461, 1.0]], ['2, k, 23', [0.193886, -0.517192, 1.0]], ['2, k, 24', [0.221423, -0.45171, 1.0]]]
[['2, k, 0', [-0.00126356, -0.381015, 1.0]], ['2, k, 1', [-0.0026847, -0.062353, 1.0]], ['2, k, 2', [-0.00404274, 0.248305, 1.0]], ['2, k, 3', [0.0109711, 0.37888, 1.0]], ['2, k, 4', [-0.160117, 0.118404, 1.0]], ['2, k, 5', [-0.20657, -0.134797, 1.0]], ['2, k, 6', [-0.207016, -0.393497, 1.0]], ['2, k, 7', [-0.204505, -0.434917, 1.0]], ['2, k, 8', [0.177496, 0.103699, 1.0]], ['2, k, 9', [0.21175, -0.162085, 1.0]], ['2, k, 10', [0.19971, -0.397934, 1.0]], ['2, k, 11', [0.193177, -0.459886, 1.0]], ['2, k, 12', [-0.0783051, -0.372044, 1.0]], ['2, k, 13', [-0.134316, -0.716196, 1.0]], ['2, k, 14', [-0.152065, -1.04809, 1.0]], ['2, k, 15', [-0.167084, -1.10826, 1.0]], ['2, k, 16', [0.0758012, -0.378275, 1.0]], ['2, k, 17', [0.117218, -0.701433, 1.0]], ['2, k, 18', [0.133482, -1.02464, 1.0]], ['2, k, 19', [0.147757, -1.09088, 1.0]], ['2, k, 20', [-0.00368338, 0.171788, 1.0]], ['2, k, 21', [-0.202769, -0.502156, 1.0]], ['2, k, 22', [-0.165455, -0.417025, 1.0]], ['2, k, 23', [0.193954, -0.517368, 1.0]], ['2, k, 24', [0.223122, -0.440735, 1.0]]]
[['2, k, 0', [-0.0012692, -0.381012, 1.0]], ['2, k, 1', [-0.00267656, -0.0622912, 1.0]], ['2, k, 2', [-0.00398175, 0.248482, 1.0]], ['2, k, 3', [0.0109262, 0.378988, 1.0]], ['2, k, 4', [-0.160085, 0.118546, 1.0]], ['2, k, 5', [-0.206404, -0.135764, 1.0]], ['2, k, 6', [-0.207303, -0.393971, 1.0]], ['2, k, 7', [-0.206489, -0.436401, 1.0]], ['2, k, 8', [0.177495, 0.103718, 1.0]], ['2, k, 9', [0.212063, -0.160857, 1.0]], ['2, k, 10', [0.199782, -0.398482, 1.0]], ['2, k, 11', [0.193508, -0.460433, 1.0]], ['2, k, 12', [-0.0783189, -0.372145, 1.0]], ['2, k, 13', [-0.134305, -0.716205, 1.0]], ['2, k, 14', [-0.152145, -1.04789, 1.0]], ['2, k, 15', [-0.167235, -1.10916, 1.0]], ['2, k, 16', [0.0757694, -0.378077, 1.0]], ['2, k, 17', [0.117318, -0.701845, 1.0]], ['2, k, 18', [0.13374, -1.02514, 1.0]], ['2, k, 19', [0.148192, -1.09222, 1.0]], ['2, k, 20', [-0.00364108, 0.171935, 1.0]], ['2, k, 21', [-0.207469, -0.504189, 1.0]], ['2, k, 22', [-0.168252, -0.425727, 1.0]], ['2, k, 23', [0.193761, -0.51689, 1.0]], ['2, k, 24', [0.221166, -0.452602, 1.0]]]
