[[0, -0.234681, -0.295525, 2.3539, 1.0], [1, -0.190297, 0.00885693, 2.30561, 1.0], [2, -0.145877, 0.305038, 2.2438, 1.0], [3, -0.165451, 0.437653, 2.25203, 1.0], [4, -0.327527, 0.257379, 2.37657, 1.0], [5, -0.548191, 0.227008, 2.30775, 1.0], [6, -0.769145, 0.239868, 2.25579, 1.0], [7, -0.824887, 0.254398, 2.24415, 1.0], [8, -0.0708958, 0.163317, 2.15453, 1.0], [9, -0.285466, 0.114882, 1.92366, 1.0], [10, -0.447742, 0.0834919, 1.75711, 1.0], [11, -0.510471, 0.0836005, 1.703, 1.0], [12, -0.289449, -0.269089, 2.39317, 1.0], [13, -0.305731, -0.645791, 2.43789, 1.0], [14, -0.342795, -1.05955, 2.51482, 1.0], [15, -0.354248, -1.12793, 2.44336, 1.0], [16, -0.172628, -0.31303, 2.24285, 1.0], [17, -0.0974793, -0.617991, 2.34249, 1.0], [18, -0.0128168, -1.06369, 2.49744, 1.0], [19, -0.0296631, -1.12109, 2.43164, 1.0], [20, -0.157021, 0.23218, 2.26161, 1.0], [21, -0.881527, 0.25262, 2.23212, 1.0], [22, -0.840641, 0.301312, 2.26147, 1.0], [23, -0.553178, 0.0731325, 1.68447, 1.0], [24, -0.492637, 0.112879, 1.65079, 1.0]]
[[0, -0.234681, -0.295371, 2.35391, 1.0], [1, -0.190329, 0.00894111, 2.30543, 1.0], [2, -0.146011, 0.305068, 2.24308, 1.0], [3, -0.165324, 0.437654, 2.25188, 1.0], [4, -0.327402, 0.257526, 2.37726, 1.0], [5, -0.617927, 0.247208, 2.328, 1.0], [6, -0.841475, 0.253363, 2.28739, 1.0], [7, -0.855, 0.281265, 2.29797, 1.0], [8, -0.0722936, 0.163673, 2.1534, 1.0], [9, -0.255263, 0.120672, 1.97549, 1.0], [10, -0.456891, 0.0933044, 1.79363, 1.0], [11, -0.547798, 0.0909339, 1.73783, 1.0], [12, -0.289002, -0.268584, 2.39514, 1.0], [13, -0.305104, -0.648509, 2.43933, 1.0], [14, -0.342545, -1.05966, 2.51554, 1.0], [15, -0.354306, -1.12793, 2.44336, 1.0], [16, -0.173017, -0.312533, 2.24148, 1.0], [17, -0.0975827, -0.617987, 2.34248, 1.0], [18, -0.014163, -1.06462, 2.49669, 1.0], [19, -0.0298865, -1.12283, 2.42991, 1.0], [20, -0.157123, 0.232236, 2.26108, 1.0], [21, -0.891521, 0.266208, 2.29681, 1.0], [22, -0.850526, 0.322613, 2.30827, 1.0], [23, -0.609892, 0.0821008, 1.72948, 1.0], [24, -0.541312, 0.119346, 1.68053, 1.0]]
[[0, -0.234432, -0.295348, 2.35351, 1.0], [1, -0.190051, 0.00891795, 2.3042, 1.0], [2, -0.14579, 0.304957, 2.24062, 1.0], [3, -0.164795, 0.437696, 2.25085, 1.0], [4, -0.327087, 0.257541, 2.3797, 1.0], [5, -0.552962, 0.250592, 2.35851, 1.0], [6, -0.768162, 0.271806, 2.34903, 1.0], [7, -0.825116, 0.29297, 2.33708, 1.0], [8, -0.0806422, 0.169134, 2.14232, 1.0], [9, -0.27072, 0.122359, 1.97762, 1.0], [10, -0.480219, 0.101188, 1.82696, 1.0], [11, -0.579493, 0.099744, 1.76818, 1.0], [12, -0.287121, -0.269279, 2.39755, 1.0], [13, -0.304051, -0.651198, 2.43989, 1.0], [14, -0.342611, -1.05955, 2.5156, 1.0], [15, -0.35419, -1.12749, 2.44292, 1.0], [16, -0.173917, -0.311598, 2.23473, 1.0], [17, -0.0973312, -0.6218, 2.34245, 1.0], [18, -0.0144707, -1.0647, 2.49658, 1.0], [19, -0.0294383, -1.12287, 2.42787, 1.0], [20, -0.156879, 0.232148, 2.25895, 1.0], [21, -0.867112, 0.314451, 2.35209, 1.0], [22, -0.833727, 0.345314, 2.36215, 1.0], [23, -0.624062, 0.0994319, 1.73657, 1.0], [24, -0.587196, 0.128177, 1.70326, 1.0]]
[[0, -0.234458, -0.294499, 2.35292, 1.0], [1, -0.190136, 0.00946695, 2.30228, 1.0], [2, -0.145929, 0.304845, 2.2364, 1.0], [3, -0.163526, 0.43738, 2.24924, 1.0], [4, -0.326955, 0.259075, 2.38521, 1.0], [5, -0.607777, 0.27293, 2.39346, 1.0], [6, -0.822759, 0.303703, 2.3843, 1.0], [7, -0.843551, 0.321816, 2.39529, 1.0], [8, -0.0854225, 0.170236, 2.13737, 1.0], [9, -0.281184, 0.121995, 1.98143, 1.0], [10, -0.497903, 0.111026, 1.86408, 1.0], [11, -0.603525, 0.108716, 1.80889, 1.0], [12, -0.285596, -0.267866, 2.40137, 1.0], [13, -0.303389, -0.659192, 2.44301, 1.0], [14, -0.342447, -1.05918, 2.51568, 1.0], [15, -0.354226, -1.12719, 2.44227, 1.0], [16, -0.176305, -0.309126, 2.22796, 1.0], [17, -0.0977292, -0.622433, 2.34216, 1.0], [18, -0.0145648, -1.06455, 2.49557, 1.0], [19, -0.030136, -1.12273, 2.4292, 1.0], [20, -0.157009, 0.232251, 2.25537, 1.0], [21, -0.877532, 0.310149, 2.39437, 1.0], [22, -0.8291, 0.361531, 2.40731, 1.0], [23, -0.655809, 0.113156, 1.76276, 1.0], [24, -0.627753, 0.140133, 1.73436, 1.0]]
[[0, -0.234186, -0.293793, 2.35259, 1.0], [1, -0.189832, 0.0102675, 2.29969, 1.0], [2, -0.145694, 0.305486, 2.22979, 1.0], [3, -0.162114, 0.43752, 2.24749, 1.0], [4, -0.325153, 0.262631, 2.39439, 1.0], [5, -0.549036, 0.275261, 2.42002, 1.0], [6, -0.758332, 0.318477, 2.44375, 1.0], [7, -0.810543, 0.330542, 2.43105, 1.0], [8, -0.0893134, 0.170713, 2.13407, 1.0], [9, -0.334056, 0.119393, 1.98601, 1.0], [10, -0.533806, 0.116936, 1.88586, 1.0], [11, -0.621333, 0.119235, 1.85296, 1.0], [12, -0.282396, -0.266037, 2.40796, 1.0], [13, -0.303024, -0.66622, 2.44544, 1.0], [14, -0.342956, -1.06068, 2.5162, 1.0], [15, -0.354272, -1.12715, 2.44076, 1.0], [16, -0.177585, -0.307984, 2.22224, 1.0], [17, -0.0973711, -0.622837, 2.3417, 1.0], [18, -0.0149352, -1.06396, 2.4953, 1.0], [19, -0.030326, -1.12237, 2.43009, 1.0], [20, -0.156744, 0.232955, 2.24987, 1.0], [21, -0.853845, 0.327207, 2.42366, 1.0], [22, -0.803794, 0.376324, 2.45172, 1.0], [23, -0.677696, 0.129837, 1.80252, 1.0], [24, -0.664498, 0.155339, 1.76986, 1.0]]
[[0, -0.203969, -0.275229, 2.32711, 1.0], [1, -0.178381, 0.0163433, 2.2823, 1.0], [2, -0.144426, 0.305184, 2.22029, 1.0], [3, -0.160935, 0.436912, 2.2448, 1.0], [4, -0.323575, 0.265212, 2.40195, 1.0], [5, -0.537766, 0.276711, 2.44291, 1.0], [6, -0.741613, 0.336231, 2.46782, 1.0], [7, -0.765503, 0.335437, 2.46708, 1.0], [8, -0.0931869, 0.17156, 2.12932, 1.0], [9, -0.338723, 0.126245, 1.99016, 1.0], [10, -0.54653, 0.126109, 1.9152, 1.0], [11, -0.62898, 0.128286, 1.89178, 1.0], [12, -0.251626, -0.251422, 2.39934, 1.0], [13, -0.30272, -0.665347, 2.44493, 1.0], [14, -0.343037, -1.06063, 2.51593, 1.0], [15, -0.354992, -1.12692, 2.43896, 1.0], [16, -0.151089, -0.290518, 2.18075, 1.0], [17, -0.0982723, -0.621107, 2.33852, 1.0], [18, -0.0152879, -1.06403, 2.49493, 1.0], [19, -0.0303634, -1.12251, 2.43007, 1.0], [20, -0.153633, 0.233764, 2.2387, 1.0], [21, -0.828467, 0.344804, 2.46968, 1.0], [22, -0.786504, 0.379489, 2.48889, 1.0], [23, -0.696703, 0.142588, 1.8661, 1.0], [24, -0.680258, 0.159277, 1.82273, 1.0]]
[[0, -0.214909, -0.276183, 2.33573, 1.0], [1, -0.179103, 0.0165426, 2.28167, 1.0], [2, -0.144137, 0.305134, 2.21361, 1.0], [3, -0.159931, 0.43596, 2.2424, 1.0], [4, -0.307614, 0.271641, 2.41416, 1.0], [5, -0.537626, 0.304705, 2.48516, 1.0], [6, -0.749078, 0.34737, 2.50685, 1.0], [7, -0.772192, 0.356595, 2.50355, 1.0], [8, -0.097117, 0.172611, 2.12577, 1.0], [9, -0.380189, 0.139429, 2.01183, 1.0], [10, -0.593288, 0.13602, 1.94693, 1.0], [11, -0.684985, 0.142694, 1.91584, 1.0], [12, -0.258118, -0.250817, 2.41335, 1.0], [13, -0.299084, -0.685589, 2.44985, 1.0], [14, -0.343168, -1.06057, 2.51599, 1.0], [15, -0.35499, -1.12614, 2.43997, 1.0], [16, -0.168044, -0.293521, 2.18743, 1.0], [17, -0.0989306, -0.621155, 2.33833, 1.0], [18, -0.0153288, -1.06365, 2.49446, 1.0], [19, -0.0302807, -1.12243, 2.42993, 1.0], [20, -0.153687, 0.233951, 2.23416, 1.0], [21, -0.822052, 0.358566, 2.52738, 1.0], [22, -0.762485, 0.401641, 2.53408, 1.0], [23, -0.750809, 0.152307, 1.88196, 1.0], [24, -0.717477, 0.172754, 1.85182, 1.0]]
[[0, -0.213022, -0.274906, 2.33269, 1.0], [1, -0.177325, 0.0183341, 2.27509, 1.0], [2, -0.142432, 0.305704, 2.20252, 1.0], [3, -0.158028, 0.433577, 2.23796, 1.0], [4, -0.326157, 0.284606, 2.43441, 1.0], [5, -0.540523, 0.309518, 2.51317, 1.0], [6, -0.74469, 0.368265, 2.55543, 1.0], [7, -0.761976, 0.379056, 2.55668, 1.0], [8, -0.101137, 0.17367, 2.12202, 1.0], [9, -0.387578, 0.139163, 2.01417, 1.0], [10, -0.603971, 0.139156, 1.95943, 1.0], [11, -0.704692, 0.153189, 1.95136, 1.0], [12, -0.255918, -0.249269, 2.41235, 1.0], [13, -0.299038, -0.687681, 2.44978, 1.0], [14, -0.343444, -1.06062, 2.51635, 1.0], [15, -0.355167, -1.12577, 2.43993, 1.0], [16, -0.165098, -0.292348, 2.1803, 1.0], [17, -0.100011, -0.621909, 2.33706, 1.0], [18, -0.0163303, -1.06482, 2.49414, 1.0], [19, -0.0303073, -1.12244, 2.42992, 1.0], [20, -0.151496, 0.235039, 2.22321, 1.0], [21, -0.800629, 0.375784, 2.57389, 1.0], [22, -0.744681, 0.416627, 2.57637, 1.0], [23, -0.772951, 0.163592, 1.92319, 1.0], [24, -0.744923, 0.18776, 1.88833, 1.0]]
[[0, -0.219491, -0.276441, 2.33547, 1.0], [1, -0.178638, 0.017934, 2.27385, 1.0], [2, -0.140969, 0.30492, 2.19566, 1.0], [3, -0.157066, 0.432555, 2.23555, 1.0], [4, -0.322535, 0.282772, 2.43673, 1.0], [5, -0.546014, 0.325526, 2.55515, 1.0], [6, -0.750858, 0.396392, 2.58819, 1.0], [7, -0.758811, 0.391236, 2.6007, 1.0], [8, -0.102691, 0.17372, 2.12091, 1.0], [9, -0.39389, 0.141735, 2.02665, 1.0], [10, -0.628993, 0.154163, 1.99757, 1.0], [11, -0.725922, 0.164695, 1.98401, 1.0], [12, -0.262855, -0.250897, 2.42421, 1.0], [13, -0.298428, -0.686443, 2.44885, 1.0], [14, -0.34386, -1.06116, 2.51654, 1.0], [15, -0.35517, -1.12567, 2.43978, 1.0], [16, -0.172783, -0.294358, 2.17816, 1.0], [17, -0.102089, -0.6222, 2.33591, 1.0], [18, -0.0163458, -1.06507, 2.49401, 1.0], [19, -0.030517, -1.12265, 2.42913, 1.0], [20, -0.151038, 0.234373, 2.21834, 1.0], [21, -0.772525, 0.398693, 2.60841, 1.0], [22, -0.747252, 0.401742, 2.582, 1.0], [23, -0.801054, 0.180724, 1.96676, 1.0], [24, -0.757754, 0.195308, 1.93009, 1.0]]
[[0, -0.218846, -0.276015, 2.33738, 1.0], [1, -0.178633, 0.0180042, 2.27317, 1.0], [2, -0.140861, 0.304559, 2.18966, 1.0], [3, -0.155954, 0.431631, 2.23252, 1.0], [4, -0.31883, 0.283195, 2.44471, 1.0], [5, -0.498573, 0.331746, 2.54597, 1.0], [6, -0.699109, 0.379204, 2.61214, 1.0], [7, -0.715533, 0.392145, 2.61262, 1.0], [8, -0.11116, 0.172612, 2.11195, 1.0], [9, -0.399527, 0.145282, 2.03719, 1.0], [10, -0.632276, 0.15874, 2.01242, 1.0], [11, -0.731641, 0.174336, 2.01379, 1.0], [12, -0.258097, -0.255134, 2.43475, 1.0], [13, -0.298509, -0.685692, 2.44881, 1.0], [14, -0.344334, -1.06321, 2.51685, 1.0], [15, -0.355424, -1.12614, 2.43889, 1.0], [16, -0.172807, -0.290855, 2.17699, 1.0], [17, -0.110864, -0.614848, 2.32884, 1.0], [18, -0.017586, -1.0668, 2.49336, 1.0], [19, -0.0306816, -1.12301, 2.42801, 1.0], [20, -0.150787, 0.234168, 2.21371, 1.0], [21, -0.754022, 0.404004, 2.64244, 1.0], [22, -0.696318, 0.436325, 2.641, 1.0], [23, -0.811647, 0.18775, 2.00173, 1.0], [24, -0.777261, 0.209786, 1.96136, 1.0]]
[[0, -0.247883, -0.32139, 2.36, 1.0], [1, -0.188397, 0.0043299, 2.27461, 1.0], [2, -0.141669, 0.303661, 2.18636, 1.0], [3, -0.154443, 0.430947, 2.23022, 1.0], [4, -0.314577, 0.285872, 2.45642, 1.0], [5, -0.483384, 0.325404, 2.57116, 1.0], [6, -0.681469, 0.385895, 2.62636, 1.0], [7, -0.691694, 0.395959, 2.64195, 1.0], [8, -0.113437, 0.172481, 2.11, 1.0], [9, -0.409873, 0.149737, 2.05259, 1.0], [10, -0.628648, 0.1648, 2.03072, 1.0], [11, -0.730576, 0.181681, 2.04021, 1.0], [12, -0.291713, -0.312902, 2.33179, 1.0], [13, -0.298552, -0.685858, 2.449, 1.0], [14, -0.344302, -1.06282, 2.51701, 1.0], [15, -0.356028, -1.12611, 2.43771, 1.0], [16, -0.196586, -0.320219, 2.31728, 1.0], [17, -0.106443, -0.634957, 2.33248, 1.0], [18, -0.0181638, -1.06815, 2.49384, 1.0], [19, -0.0307343, -1.12306, 2.42789, 1.0], [20, -0.152548, 0.231701, 2.21115, 1.0], [21, -0.739222, 0.404462, 2.69256, 1.0], [22, -0.681807, 0.419342, 2.6373, 1.0], [23, -0.807652, 0.196807, 2.02327, 1.0], [24, -0.784272, 0.219565, 1.9927, 1.0]]
