[[0, -0.0160082, 0.0578253, 3.21054, 1.0], [1, 0.0058356, 0.139811, 3.21056, 1.0], [2, 0.027265, 0.219857, 3.20009, 1.0], [3, 0.0261897, 0.361568, 3.17868, 1.0], [4, -0.126971, 0.179617, 3.2009, 1.0], [5, -0.197344, 0.0756692, 3.01739, 1.0], [6, -0.242877, 0.0147664, 2.84401, 1.0], [7, -0.261423, 0.0370566, 2.75779, 1.0], [8, 0.158425, 0.178987, 3.2126, 1.0], [9, 0.241984, 0.0810931, 3.02517, 1.0], [10, 0.0990437, 0.275809, 3.05478, 1.0], [11, 0.0381168, 0.345928, 3.0801, 1.0], [12, -0.0807076, 0.0573947, 3.16981, 1.0], [13, -0.156443, 0.253323, 3.24288, 1.0], [14, -0.186615, 0.162649, 2.85005, 1.0], [15, -0.0774407, 0.131716, 2.78413, 1.0], [16, 0.0490011, 0.0571056, 3.18741, 1.0], [17, 0.101744, 0.00503741, 2.84233, 1.0], [18, 0.32822, 0.0912893, 2.99632, 1.0], [19, 0.375307, 0.0583064, 2.86551, 1.0], [20, 0.0219648, 0.200135, 3.20474, 1.0], [21, -0.296607, 0.0156546, 2.68811, 1.0], [22, -0.275182, 0.0385872, 2.73475, 1.0], [23, 0.00349865, 0.397671, 3.05791, 1.0], [24, 0.0739701, 0.348441, 3.0836, 1.0]]
[[0, -0.0457336, 0.0715284, 3.2147, 1.0], [1, 0.00259316, 0.143572, 3.21231, 1.0], [2, 0.0328293, 0.222205, 3.20126, 1.0], [3, 0.0260629, 0.360211, 3.1793, 1.0], [4, -0.12687, 0.179612, 3.20103, 1.0], [5, -0.167435, 0.0529834, 3.10087, 1.0], [6, -0.212318, 0.0940563, 2.94673, 1.0], [7, -0.231859, 0.0769901, 2.83476, 1.0], [8, 0.154894, 0.177496, 3.21072, 1.0], [9, 0.057679, 0.0285929, 3.12324, 1.0], [10, 0.0257116, 0.237944, 3.098, 1.0], [11, 0.0140079, 0.306735, 3.08814, 1.0], [12, -0.112562, 0.0730371, 3.15707, 1.0], [13, -0.00342368, 0.205943, 3.33463, 1.0], [14, -0.170505, 0.145604, 2.92493, 1.0], [15, -0.166149, 0.094319, 2.80967, 1.0], [16, 0.015307, 0.0716028, 3.20957, 1.0], [17, 0.24392, 0.0906266, 3.02159, 1.0], [18, 0.267818, 0.0227261, 2.69671, 1.0], [19, 0.267238, -0.0272618, 2.58152, 1.0], [20, 0.0243363, 0.202156, 3.20589, 1.0], [21, -0.239388, 0.0622375, 2.79325, 1.0], [22, -0.242319, 0.0620078, 2.783, 1.0], [23, -0.00251674, 0.368281, 3.07053, 1.0], [24, 0.056271, 0.303649, 3.07193, 1.0]]
[[0, -0.0987052, -0.203378, 3.21712, 1.0], [1, -0.0361115, 0.0147684, 3.21465, 1.0], [2, 0.0312696, 0.223511, 3.1992, 1.0], [3, 0.0260151, 0.358468, 3.17501, 1.0], [4, -0.124767, 0.181107, 3.20006, 1.0], [5, -0.164076, 0.0648808, 3.10622, 1.0], [6, -0.207219, 0.0936259, 2.96138, 1.0], [7, -0.224314, 0.096219, 2.89817, 1.0], [8, 0.149815, 0.1627, 3.19918, 1.0], [9, 0.051016, 0.0443521, 3.12869, 1.0], [10, 0.0400603, 0.237931, 3.08641, 1.0], [11, 0.0401718, 0.302223, 3.09098, 1.0], [12, -0.161643, -0.19344, 3.15633, 1.0], [13, -0.0924626, 0.146976, 3.17636, 1.0], [14, -0.307278, 0.0910189, 2.93772, 1.0], [15, -0.278604, 0.0603573, 2.80166, 1.0], [16, -0.0339244, -0.20946, 3.21695, 1.0], [17, 0.00128286, 0.0566624, 3.10805, 1.0], [18, 0.243546, 0.04711, 2.74216, 1.0], [19, 0.240485, -0.00215162, 2.62674, 1.0], [20, 0.0160826, 0.186805, 3.20513, 1.0], [21, -0.231147, 0.101975, 2.83313, 1.0], [22, -0.23495, 0.0811474, 2.8475, 1.0], [23, 0.0613061, 0.353045, 3.08199, 1.0], [24, 0.0680353, 0.293894, 3.09078, 1.0]]
[[0, -0.0929452, -0.188554, 3.21668, 1.0], [1, -0.0371773, 0.0210728, 3.21113, 1.0], [2, 0.0194096, 0.231545, 3.19363, 1.0], [3, 0.0263327, 0.360678, 3.17031, 1.0], [4, -0.12826, 0.186242, 3.19673, 1.0], [5, -0.160461, 0.0701402, 3.10649, 1.0], [6, -0.178229, 0.0537496, 2.90764, 1.0], [7, -0.225945, 0.0306446, 2.59791, 1.0], [8, 0.158932, 0.149095, 3.17795, 1.0], [9, -0.00879987, 0.219389, 3.18107, 1.0], [10, -0.00764392, 0.313226, 3.06621, 1.0], [11, 0.00636682, 0.356143, 3.07891, 1.0], [12, -0.154419, -0.175113, 3.15914, 1.0], [13, -0.127759, 0.213197, 3.1803, 1.0], [14, -0.0352606, -0.0739973, 3.09633, 1.0], [15, -0.0757044, -0.0565022, 2.96063, 1.0], [16, -0.0295834, -0.198028, 3.21571, 1.0], [17, 0.2206, 0.0758373, 3.05518, 1.0], [18, 0.311201, 0.086371, 2.7518, 1.0], [19, 0.288348, 0.0305255, 2.62335, 1.0], [20, 0.00881473, 0.186986, 3.20079, 1.0], [21, -0.218491, -0.00961393, 2.54926, 1.0], [22, -0.26903, 0.0315378, 2.57653, 1.0], [23, 0.0244567, 0.416565, 3.06037, 1.0], [24, 0.0386137, 0.324543, 3.05788, 1.0]]
[[0, 0.00469815, -0.188995, 3.24283, 1.0], [1, 0.0149208, 0.0191923, 3.22552, 1.0], [2, 0.0204971, 0.230124, 3.19579, 1.0], [3, 0.0273088, 0.366149, 3.1708, 1.0], [4, -0.126327, 0.185143, 3.19879, 1.0], [5, -0.154899, 0.112236, 3.06637, 1.0], [6, -0.190192, 0.0929879, 2.87045, 1.0], [7, -0.225838, 0.105109, 2.76766, 1.0], [8, 0.16955, 0.138078, 3.17832, 1.0], [9, -0.00305867, 0.22179, 3.1779, 1.0], [10, 0.0553146, 0.364628, 3.07624, 1.0], [11, 0.0444175, 0.400074, 3.07644, 1.0], [12, -0.0584959, -0.1762, 3.21234, 1.0], [13, -0.124202, 0.217805, 3.18216, 1.0], [14, -0.0403537, -0.0686807, 3.10131, 1.0], [15, -0.088268, -0.0440274, 2.96682, 1.0], [16, 0.0678031, -0.198234, 3.21231, 1.0], [17, 0.206912, 0.184182, 3.12994, 1.0], [18, 0.374038, 0.129873, 2.74818, 1.0], [19, 0.316371, 0.0655916, 2.63479, 1.0], [20, 0.0141509, 0.181644, 3.20432, 1.0], [21, -0.214087, 0.0902872, 2.71513, 1.0], [22, -0.226072, 0.10677, 2.75533, 1.0], [23, 0.0468093, 0.438424, 3.07636, 1.0], [24, 0.0851237, 0.390145, 3.07662, 1.0]]
[[0, 0.0634122, -0.148503, 3.41563, 1.0], [1, 0.0391462, 0.0484322, 3.31159, 1.0], [2, 0.0191186, 0.233268, 3.19696, 1.0], [3, 0.0267716, 0.369026, 3.17172, 1.0], [4, -0.127096, 0.189092, 3.19985, 1.0], [5, -0.174277, 0.0949757, 3.07858, 1.0], [6, -0.202314, 0.0819207, 2.86996, 1.0], [7, -0.185572, 0.058663, 2.59571, 1.0], [8, 0.169382, 0.139861, 3.17881, 1.0], [9, 0.0222538, 0.168602, 3.17667, 1.0], [10, 0.0453613, 0.289737, 3.08338, 1.0], [11, 0.0352538, 0.34188, 3.07717, 1.0], [12, -0.0010383, -0.136014, 3.37272, 1.0], [13, -0.124015, 0.209011, 3.16989, 1.0], [14, -0.0506924, -0.0807316, 3.09577, 1.0], [15, -0.0875873, -0.0512805, 2.9557, 1.0], [16, 0.126692, -0.158275, 3.39608, 1.0], [17, 0.19811, 0.15458, 3.14206, 1.0], [18, 0.230441, 0.0627425, 2.73464, 1.0], [19, 0.216846, -0.0067999, 2.62746, 1.0], [20, 0.0177732, 0.188213, 3.21715, 1.0], [21, -0.156686, 0.0501724, 2.56691, 1.0], [22, -0.22558, 0.0670577, 2.57395, 1.0], [23, 0.0333778, 0.407378, 3.06051, 1.0], [24, 0.0715749, 0.340891, 3.07081, 1.0]]
[[0, -0.289641, 0.0638025, 3.21831, 1.0], [1, -0.0859546, 0.141639, 3.23187, 1.0], [2, 0.114482, 0.217683, 3.235, 1.0], [3, 0.0450799, 0.343941, 3.18924, 1.0], [4, -0.0296913, 0.174775, 3.23804, 1.0], [5, -0.0929842, 0.150998, 3.09364, 1.0], [6, -0.145144, 0.119532, 2.89593, 1.0], [7, -0.165542, 0.106054, 2.81901, 1.0], [8, 0.26758, 0.12292, 3.21449, 1.0], [9, 0.0717176, 0.156698, 3.1766, 1.0], [10, 0.0450304, 0.288948, 3.08385, 1.0], [11, 0.0405197, 0.360955, 3.07719, 1.0], [12, -0.351414, 0.0744565, 3.16231, 1.0], [13, -0.0250022, 0.148839, 3.16666, 1.0], [14, -0.316988, 0.203972, 3.21538, 1.0], [15, -0.296226, 0.176925, 3.0693, 1.0], [16, -0.222403, 0.0519437, 3.21338, 1.0], [17, 0.172598, 0.198858, 3.14711, 1.0], [18, -0.128009, 0.154288, 3.13727, 1.0], [19, -0.0537976, 0.135705, 3.01321, 1.0], [20, 0.0647973, 0.198939, 3.23619, 1.0], [21, -0.13679, 0.0974443, 2.79039, 1.0], [22, -0.205833, 0.114163, 2.79767, 1.0], [23, 0.03993, 0.425304, 3.0665, 1.0], [24, 0.0812264, 0.360886, 3.07531, 1.0]]
[[0, -0.288573, 0.0717747, 3.21305, 1.0], [1, -0.0867618, 0.147807, 3.22785, 1.0], [2, 0.112154, 0.222647, 3.23215, 1.0], [3, 0.0429181, 0.344662, 3.18414, 1.0], [4, -0.0319799, 0.179747, 3.23527, 1.0], [5, -0.129379, 0.142641, 3.11964, 1.0], [6, -0.191395, 0.130871, 2.92491, 1.0], [7, -0.249921, 0.108147, 2.5962, 1.0], [8, 0.265222, 0.127904, 3.21172, 1.0], [9, 0.0707209, 0.158799, 3.17551, 1.0], [10, 0.0415639, 0.330756, 3.07643, 1.0], [11, 0.0393915, 0.390551, 3.07321, 1.0], [12, -0.350437, 0.0837863, 3.15366, 1.0], [13, -0.0211072, 0.374657, 3.10278, 1.0], [14, -0.188214, 0.152469, 3.03508, 1.0], [15, -0.200878, 0.13404, 2.88658, 1.0], [16, -0.22132, 0.059162, 3.21152, 1.0], [17, 0.189503, 0.211058, 3.14285, 1.0], [18, -0.101607, 0.166443, 3.15486, 1.0], [19, -0.0330712, 0.148322, 3.0262, 1.0], [20, 0.0628325, 0.20415, 3.23303, 1.0], [21, -0.270023, 0.0775202, 2.54193, 1.0], [22, -0.306685, 0.114025, 2.58013, 1.0], [23, 0.0391789, 0.459101, 3.07427, 1.0], [24, 0.0806271, 0.424466, 3.07067, 1.0]]
[[0, 0.0493455, -0.0245754, 3.37418, 1.0], [1, 0.0145848, 0.160434, 3.25977, 1.0], [2, -0.0197086, 0.342112, 3.13553, 1.0], [3, 0.0854805, 0.395755, 3.14736, 1.0], [4, -0.163664, 0.299017, 3.13869, 1.0], [5, -0.0815602, 0.204037, 3.05165, 1.0], [6, -0.152931, 0.179372, 2.86378, 1.0], [7, -0.25375, 0.126021, 2.58899, 1.0], [8, 0.133576, 0.247192, 3.11533, 1.0], [9, 0.0295664, 0.180382, 3.17651, 1.0], [10, 0.0383775, 0.347298, 3.06872, 1.0], [11, 0.0408997, 0.395542, 3.07368, 1.0], [12, -0.0161976, -0.0129992, 3.35245, 1.0], [13, 0.0344255, 0.377568, 3.12541, 1.0], [14, -0.18939, 0.153564, 3.03385, 1.0], [15, -0.196949, 0.137678, 2.88645, 1.0], [16, 0.11403, -0.035722, 3.33678, 1.0], [17, 0.254353, 0.217643, 3.15824, 1.0], [18, -0.0355156, 0.203848, 3.12927, 1.0], [19, 0.0206416, 0.181265, 2.99642, 1.0], [20, -0.0112022, 0.297204, 3.16847, 1.0], [21, -0.283781, 0.0983637, 2.54074, 1.0], [22, -0.192445, 0.118594, 2.57955, 1.0], [23, 0.0411386, 0.458241, 3.05369, 1.0], [24, 0.0811847, 0.393405, 3.06606, 1.0]]
[[0, 0.0891343, -0.027076, 3.31848, 1.0], [1, 0.0644419, 0.152046, 3.21175, 1.0], [2, 0.0398975, 0.32786, 3.09508, 1.0], [3, 0.0206392, 0.424434, 3.20848, 1.0], [4, -0.104202, 0.284763, 3.09822, 1.0], [5, 0.0394901, 0.200223, 3.13457, 1.0], [6, 0.0499895, 0.389045, 3.07937, 1.0], [7, 0.0461024, 0.41919, 3.07485, 1.0], [8, 0.193149, 0.232912, 3.07478, 1.0], [9, 0.05849, 0.217606, 3.17364, 1.0], [10, 0.0401158, 0.349419, 3.06909, 1.0], [11, 0.0424079, 0.390424, 3.07429, 1.0], [12, 0.0156754, -0.0248642, 3.24665, 1.0], [13, 0.0889423, 0.385051, 3.0678, 1.0], [14, -0.1948, 0.115259, 3.04704, 1.0], [15, -0.211209, 0.12078, 2.89961, 1.0], [16, 0.158036, -0.0292291, 3.33097, 1.0], [17, 0.310897, 0.19488, 3.11947, 1.0], [18, 0.0305259, 0.243842, 3.16259, 1.0], [19, 0.0781766, 0.220934, 3.02553, 1.0], [20, 0.0460208, 0.284413, 3.12615, 1.0], [21, 0.0272942, 0.454647, 3.06682, 1.0], [22, 0.00946241, 0.404547, 3.04924, 1.0], [23, 0.0454536, 0.448501, 3.06299, 1.0], [24, 0.08668, 0.397731, 3.06641, 1.0]]
[[0, -0.0537367, -0.0396241, 3.41412, 1.0], [1, -0.02644, 0.132502, 3.27333, 1.0], [2, 0.000501161, 0.301101, 3.12091, 1.0], [3, 0.0330329, 0.39952, 3.17402, 1.0], [4, -0.143868, 0.257868, 3.12321, 1.0], [5, -0.0268794, 0.126085, 3.23331, 1.0], [6, 0.0229371, 0.320202, 3.12533, 1.0], [7, 0.0311158, 0.366239, 3.07927, 1.0], [8, 0.154167, 0.205902, 3.09982, 1.0], [9, 0.0236273, 0.194947, 3.19518, 1.0], [10, 0.0709536, 0.360012, 3.043, 1.0], [11, 0.0572142, 0.400889, 3.07762, 1.0], [12, -0.118991, -0.027733, 3.38888, 1.0], [13, 0.0217679, 0.311934, 3.13273, 1.0], [14, -0.161896, 0.212523, 2.95976, 1.0], [15, -0.193578, 0.188301, 2.80471, 1.0], [16, 0.012629, -0.0507051, 3.3694, 1.0], [17, 0.26531, 0.0416125, 3.00209, 1.0], [18, -0.0454284, 0.115979, 3.22473, 1.0], [19, 0.0147143, 0.11907, 3.07804, 1.0], [20, -0.00618467, 0.2595, 3.16124, 1.0], [21, 0.0542057, 0.448693, 3.07266, 1.0], [22, -0.0200759, 0.392466, 3.06891, 1.0], [23, 0.0694681, 0.449354, 3.07366, 1.0], [24, 0.0931156, 0.38971, 3.07893, 1.0]]
