[[0, 510.073, 319.158, 0.172059, 1.0], [1, 514.519, 347.104, 0.861688, 1.0], [2, 491.044, 347.135, 0.813803, 1.0], [3, 466.083, 350.063, 0.740825, 1.0], [4, 452.842, 348.568, 0.84091, 1.0], [5, 538.02, 347.098, 0.812003, 1.0], [6, 560.081, 348.547, 0.790063, 1.0], [7, 580.609, 347.105, 0.916477, 1.0], [8, 513.089, 441.088, 0.758522, 1.0], [9, 496.907, 441.103, 0.741175, 1.0], [10, 498.368, 511.528, 0.826922, 1.0], [11, 0, 0, 0, 1.0], [12, 533.643, 441.091, 0.788668, 1.0], [13, 535.101, 510.152, 0.856331, 1.0], [14, 0, 0, 0, 1.0], [15, 507.151, 313.33, 0.147349, 1.0], [16, 513.066, 313.288, 0.170565, 1.0], [17, 501.281, 320.607, 0.129767, 1.0], [18, 523.306, 317.698, 0.200137, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 510.062, 319.163, 0.10683, 1.0], [1, 513.093, 347.12, 0.864265, 1.0], [2, 489.585, 347.161, 0.812754, 1.0], [3, 464.602, 351.478, 0.735955, 1.0], [4, 451.415, 348.576, 0.825361, 1.0], [5, 538.032, 347.117, 0.807364, 1.0], [6, 560.094, 348.533, 0.783323, 1.0], [7, 580.608, 347.106, 0.914495, 1.0], [8, 513.092, 441.104, 0.753844, 1.0], [9, 496.903, 441.123, 0.73878, 1.0], [10, 498.389, 511.567, 0.821304, 1.0], [11, 0, 0, 0, 1.0], [12, 533.65, 441.108, 0.784858, 1.0], [13, 535.099, 510.161, 0.855391, 1.0], [14, 0, 0, 0, 1.0], [15, 507.174, 314.783, 0.0855615, 1.0], [16, 513.039, 313.301, 0.106556, 1.0], [17, 501.325, 320.622, 0.095489, 1.0], [18, 521.825, 317.716, 0.134816, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 508.608, 319.176, 0.195176, 1.0], [1, 513.06, 347.116, 0.867217, 1.0], [2, 489.545, 347.169, 0.816072, 1.0], [3, 464.557, 351.518, 0.726156, 1.0], [4, 451.387, 348.576, 0.817116, 1.0], [5, 536.595, 347.092, 0.824676, 1.0], [6, 560.069, 348.53, 0.794881, 1.0], [7, 580.611, 347.113, 0.921589, 1.0], [8, 513.087, 441.07, 0.762696, 1.0], [9, 496.898, 441.09, 0.745084, 1.0], [10, 498.385, 511.552, 0.819727, 1.0], [11, 0, 0, 0, 1.0], [12, 533.648, 441.072, 0.791744, 1.0], [13, 535.1, 510.135, 0.854003, 1.0], [14, 0, 0, 0, 1.0], [15, 502.793, 313.324, 0.170416, 1.0], [16, 511.603, 311.908, 0.20102, 1.0], [17, 499.811, 320.625, 0.144398, 1.0], [18, 521.87, 316.258, 0.226871, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 505.711, 319.21, 0.0662939, 1.0], [1, 513.042, 348.541, 0.864978, 1.0], [2, 488.151, 350.009, 0.798224, 1.0], [3, 464.55, 351.506, 0.713976, 1.0], [4, 451.386, 348.574, 0.817712, 1.0], [5, 536.591, 347.148, 0.814811, 1.0], [6, 560.036, 347.175, 0.802204, 1.0], [7, 580.601, 347.131, 0.916503, 1.0], [8, 513.089, 441.095, 0.759176, 1.0], [9, 496.905, 441.115, 0.742014, 1.0], [10, 498.379, 511.546, 0.822464, 1.0], [11, 0, 0, 0, 1.0], [12, 533.643, 441.098, 0.785646, 1.0], [13, 535.081, 510.136, 0.865261, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 510.127, 313.361, 0.0706565, 1.0], [17, 501.338, 322.099, 0.0726414, 1.0], [18, 517.446, 320.615, 0.113768, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 511.624, 348.59, 0.862322, 1.0], [2, 488.088, 351.515, 0.787972, 1.0], [3, 463.108, 352.986, 0.687906, 1.0], [4, 451.352, 348.598, 0.778549, 1.0], [5, 535.144, 347.148, 0.830654, 1.0], [6, 558.644, 347.128, 0.838163, 1.0], [7, 580.618, 347.118, 0.93071, 1.0], [8, 513.095, 441.12, 0.74864, 1.0], [9, 496.911, 442.526, 0.733531, 1.0], [10, 498.353, 511.554, 0.827071, 1.0], [11, 0, 0, 0, 1.0], [12, 533.649, 441.121, 0.777851, 1.0], [13, 535.085, 510.164, 0.864186, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 511.636, 348.58, 0.862949, 1.0], [2, 488.108, 351.491, 0.788429, 1.0], [3, 463.144, 352.976, 0.696028, 1.0], [4, 451.38, 348.598, 0.786608, 1.0], [5, 536.517, 347.151, 0.828224, 1.0], [6, 558.643, 347.132, 0.835154, 1.0], [7, 580.615, 347.119, 0.930757, 1.0], [8, 513.092, 441.102, 0.756939, 1.0], [9, 496.908, 441.122, 0.740875, 1.0], [10, 498.355, 511.535, 0.826428, 1.0], [11, 0, 0, 0, 1.0], [12, 533.646, 441.108, 0.784054, 1.0], [13, 535.078, 510.161, 0.867319, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 511.644, 348.565, 0.863345, 1.0], [2, 488.11, 351.473, 0.789832, 1.0], [3, 463.146, 352.966, 0.697573, 1.0], [4, 451.381, 348.591, 0.789054, 1.0], [5, 536.54, 347.143, 0.830864, 1.0], [6, 560.067, 347.132, 0.825132, 1.0], [7, 580.644, 347.132, 0.92191, 1.0], [8, 513.087, 441.106, 0.757892, 1.0], [9, 496.898, 441.128, 0.737823, 1.0], [10, 498.351, 511.527, 0.830384, 1.0], [11, 0, 0, 0, 1.0], [12, 533.643, 441.11, 0.784263, 1.0], [13, 535.078, 510.16, 0.86773, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 0, 0, 0, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 507.143, 319.167, 0.0684645, 1.0], [1, 513.041, 347.171, 0.864354, 1.0], [2, 489.525, 348.614, 0.797598, 1.0], [3, 464.546, 352.958, 0.713091, 1.0], [4, 451.407, 348.6, 0.795328, 1.0], [5, 536.583, 347.133, 0.831458, 1.0], [6, 561.496, 347.115, 0.81403, 1.0], [7, 582.008, 347.124, 0.912809, 1.0], [8, 513.087, 441.104, 0.760849, 1.0], [9, 496.893, 441.124, 0.740082, 1.0], [10, 498.353, 511.526, 0.829189, 1.0], [11, 0, 0, 0, 1.0], [12, 533.649, 441.109, 0.786241, 1.0], [13, 535.081, 510.152, 0.866031, 1.0], [14, 0, 0, 0, 1.0], [15, 504.245, 314.799, 0.0539043, 1.0], [16, 510.141, 313.331, 0.0729738, 1.0], [17, 502.742, 322.055, 0.0784465, 1.0], [18, 517.445, 319.19, 0.11668, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 508.626, 320.612, 0.0506847, 1.0], [1, 513.053, 348.539, 0.859889, 1.0], [2, 489.544, 348.611, 0.797079, 1.0], [3, 464.561, 351.505, 0.721362, 1.0], [4, 452.777, 348.587, 0.801668, 1.0], [5, 536.599, 347.154, 0.816279, 1.0], [6, 561.492, 347.132, 0.811727, 1.0], [7, 582.007, 347.117, 0.9125, 1.0], [8, 513.083, 441.111, 0.759718, 1.0], [9, 496.887, 441.129, 0.737846, 1.0], [10, 498.357, 511.537, 0.827208, 1.0], [11, 0, 0, 0, 1.0], [12, 533.649, 441.116, 0.784468, 1.0], [13, 535.081, 510.155, 0.865499, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 511.574, 314.772, 0.0540684, 1.0], [17, 504.236, 322.096, 0.0731148, 1.0], [18, 518.899, 320.645, 0.100889, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 510.091, 320.629, 0.150925, 1.0], [1, 513.063, 347.148, 0.860163, 1.0], [2, 489.544, 348.58, 0.805454, 1.0], [3, 464.58, 351.481, 0.729501, 1.0], [4, 452.815, 348.579, 0.80123, 1.0], [5, 538.013, 347.124, 0.816473, 1.0], [6, 561.505, 347.14, 0.800182, 1.0], [7, 580.66, 347.098, 0.903938, 1.0], [8, 513.074, 441.091, 0.766594, 1.0], [9, 496.871, 441.109, 0.739657, 1.0], [10, 498.36, 511.527, 0.827926, 1.0], [11, 0, 0, 0, 1.0], [12, 533.649, 441.096, 0.789021, 1.0], [13, 535.083, 510.134, 0.862552, 1.0], [14, 0, 0, 0, 1.0], [15, 507.149, 314.803, 0.125799, 1.0], [16, 514.491, 313.346, 0.144241, 1.0], [17, 501.287, 320.669, 0.130233, 1.0], [18, 521.868, 319.157, 0.172571, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 508.644, 322.068, 0.21436, 1.0], [1, 513.045, 347.151, 0.858042, 1.0], [2, 489.527, 348.603, 0.802116, 1.0], [3, 464.537, 351.498, 0.717854, 1.0], [4, 452.803, 348.578, 0.795066, 1.0], [5, 536.587, 347.105, 0.825215, 1.0], [6, 560.094, 347.124, 0.803427, 1.0], [7, 580.658, 347.093, 0.903799, 1.0], [8, 513.094, 441.096, 0.759904, 1.0], [9, 496.89, 441.115, 0.741909, 1.0], [10, 498.366, 511.555, 0.815314, 1.0], [11, 0, 0, 0, 1.0], [12, 533.666, 441.1, 0.788255, 1.0], [13, 535.099, 510.137, 0.856001, 1.0], [14, 0, 0, 0, 1.0], [15, 504.235, 316.229, 0.18197, 1.0], [16, 513.022, 314.781, 0.207936, 1.0], [17, 499.856, 322.076, 0.159878, 1.0], [18, 521.877, 319.19, 0.237033, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
