[[0, 0.05864429, 0.02415981, 1.974406, 1], [1, 0.06171197, 0.3396224, 1.924804, 1], [2, 0.06388293, 0.6414365, 1.862725, 1], [3, 0.04747858, 0.7694126, 1.830512, 1], [4, -0.09566399, 0.5133358, 1.823456, 1], [5, -0.1382839, 0.2265587, 1.783621, 1], [6, -0.2368126, 0.03086316, 1.688362, 1], [7, -0.2983981, -0.0105276, 1.672985, 1], [8, 0.2267913, 0.5441616, 1.879905, 1], [9, 0.2615431, 0.2831888, 1.929044, 1], [10, 0.2998047, 0.05262705, 1.771371, 1], [11, 0.3026116, 0.01656139, 1.724668, 1], [12, -0.01282389, 0.02577315, 1.926133, 1], [13, -0.04534718, -0.3867646, 2.023701, 1], [14, -0.06520434, -0.7036676, 2.08442, 1], [15, -0.08861625, -0.7469619, 1.989703, 1], [16, 0.127744, 0.0216575, 1.947722, 1], [17, 0.1707566, -0.4360412, 2.038787, 1], [18, 0.2363428, -0.7087861, 2.038125, 1], [19, 0.2321705, -0.7497475, 1.941727, 1], [20, 0.06344336, 0.5679056, 1.880365, 1], [21, -0.3384332, -0.08233482, 1.66969, 1], [22, -0.34436, 0.0390281, 1.666286, 1], [23, 0.2900651, -0.06204615, 1.619825, 1], [24, 0.2791158, -0.02757417, 1.6155, 1]]
[[0, 0.05802445, 0.02422764, 1.974935, 1], [1, 0.06094108, 0.3396808, 1.925485, 1], [2, 0.06304023, 0.6414946, 1.863528, 1], [3, 0.04665329, 0.7694209, 1.831132, 1], [4, -0.0969822, 0.5136275, 1.823498, 1], [5, -0.141023, 0.2306061, 1.784715, 1], [6, -0.2436636, 0.04465583, 1.681395, 1], [7, -0.3096574, 0.003807128, 1.659443, 1], [8, 0.2264462, 0.544016, 1.879872, 1], [9, 0.2614634, 0.2831088, 1.929183, 1], [10, 0.2997802, 0.05267129, 1.77312, 1], [11, 0.3015511, 0.01154321, 1.726863, 1], [12, -0.01349127, 0.02586343, 1.926823, 1], [13, -0.0454836, -0.3867286, 2.023996, 1], [14, -0.05827006, -0.6982367, 2.085689, 1], [15, -0.08868654, -0.7468213, 1.989793, 1], [16, 0.1272138, 0.0216998, 1.94809, 1], [17, 0.1705931, -0.4362663, 2.039031, 1], [18, 0.2304686, -0.7094807, 2.041804, 1], [19, 0.2337872, -0.7473456, 1.94328, 1], [20, 0.06261279, 0.5679646, 1.881142, 1], [21, -0.3507507, -0.06686135, 1.649531, 1], [22, -0.3524863, 0.05190424, 1.659944, 1], [23, 0.3154822, -0.07557223, 1.619074, 1], [24, 0.302734, -0.01772819, 1.6125, 1]]
[[0, 0.05756037, 0.02452976, 1.975312, 1], [1, 0.06062631, 0.3398848, 1.925897, 1], [2, 0.06287446, 0.6416264, 1.863973, 1], [3, 0.0464644, 0.7694072, 1.831337, 1], [4, -0.09691542, 0.5134884, 1.824968, 1], [5, -0.1419047, 0.2378434, 1.787566, 1], [6, -0.2625473, 0.06414904, 1.667557, 1], [7, -0.3023962, 0.02623847, 1.642681, 1], [8, 0.2261012, 0.5441384, 1.879924, 1], [9, 0.2613975, 0.2830038, 1.929247, 1], [10, 0.2999423, 0.05114724, 1.776092, 1], [11, 0.3007127, 0.01278824, 1.720953, 1], [12, -0.01394662, 0.02621163, 1.927271, 1], [13, -0.04561381, -0.3864951, 2.024189, 1], [14, -0.0569851, -0.6983781, 2.085966, 1], [15, -0.09091493, -0.7461729, 1.996649, 1], [16, 0.1267761, 0.02194163, 1.948385, 1], [17, 0.1705481, -0.4362828, 2.039096, 1], [18, 0.2284182, -0.7100525, 2.042719, 1], [19, 0.2342425, -0.7467434, 1.943622, 1], [20, 0.06241114, 0.5681133, 1.88158, 1], [21, -0.3236992, -0.04521909, 1.616444, 1], [22, -0.3382293, 0.05476045, 1.640445, 1], [23, 0.3109249, -0.07457857, 1.609953, 1], [24, 0.2598753, -0.02630867, 1.639286, 1]]
[[0, 0.05647485, 0.02462583, 1.975933, 1], [1, 0.05996763, 0.3399312, 1.926342, 1], [2, 0.06257307, 0.6416446, 1.864249, 1], [3, 0.04629168, 0.7693453, 1.831478, 1], [4, -0.09652974, 0.5132323, 1.826055, 1], [5, -0.1335616, 0.2789586, 1.80659, 1], [6, -0.2690038, 0.08708073, 1.659921, 1], [7, -0.329239, 0.05095491, 1.632905, 1], [8, 0.2259004, 0.544062, 1.879898, 1], [9, 0.2613999, 0.2829269, 1.929215, 1], [10, 0.2999133, 0.05110262, 1.776243, 1], [11, 0.301948, 0.01347198, 1.724287, 1], [12, -0.01526568, 0.02650709, 1.927984, 1], [13, -0.0463252, -0.3863019, 2.024749, 1], [14, -0.05595435, -0.6980311, 2.086493, 1], [15, -0.09029004, -0.7461586, 1.995134, 1], [16, 0.125942, 0.02186955, 1.948908, 1], [17, 0.1704393, -0.4361725, 2.039191, 1], [18, 0.2264234, -0.7101786, 2.043408, 1], [19, 0.2329318, -0.7457188, 1.943557, 1], [20, 0.06203154, 0.5681378, 1.881896, 1], [21, -0.3748515, -0.02146898, 1.613474, 1], [22, -0.3721263, 0.09280196, 1.639103, 1], [23, 0.3045022, -0.06732091, 1.610466, 1], [24, 0.2974341, 0.03236308, 1.692039, 1]]
[[0, 0.05594048, 0.02464196, 1.97652, 1], [1, 0.05958822, 0.3400006, 1.926811, 1], [2, 0.06236005, 0.641752, 1.864592, 1], [3, 0.04589368, 0.7693032, 1.831893, 1], [4, -0.09758442, 0.5133969, 1.82593, 1], [5, -0.1334329, 0.2789426, 1.806258, 1], [6, -0.2789027, 0.1024138, 1.649645, 1], [7, -0.3401561, 0.07000268, 1.619333, 1], [8, 0.2256013, 0.5439309, 1.879786, 1], [9, 0.2613851, 0.2826991, 1.929376, 1], [10, 0.3000008, 0.05110306, 1.774889, 1], [11, 0.3021985, 0.01084858, 1.72083, 1], [12, -0.01580064, 0.02666077, 1.9287, 1], [13, -0.04664096, -0.3861803, 2.025101, 1], [14, -0.05575475, -0.6980699, 2.086425, 1], [15, -0.08991256, -0.7459099, 1.994939, 1], [16, 0.1254353, 0.02175862, 1.949376, 1], [17, 0.1702788, -0.4361591, 2.039219, 1], [18, 0.2249045, -0.7103606, 2.044272, 1], [19, 0.2349511, -0.7463886, 1.945428, 1], [20, 0.06177834, 0.5682384, 1.882272, 1], [21, -0.3882226, -0.0004556716, 1.597328, 1], [22, -0.3792408, 0.1162781, 1.633871, 1], [23, 0.2924583, -0.07818969, 1.616482, 1], [24, 0.3196545, -0.0163241, 1.639769, 1]]
[[0, 0.05529654, 0.02473073, 1.976949, 1], [1, 0.0592903, 0.3400101, 1.927205, 1], [2, 0.06231368, 0.6417125, 1.864985, 1], [3, 0.04579212, 0.7691148, 1.832134, 1], [4, -0.09824639, 0.5134934, 1.825902, 1], [5, -0.1334721, 0.2789897, 1.806234, 1], [6, -0.2830986, 0.126069, 1.637648, 1], [7, -0.3514368, 0.09266355, 1.605204, 1], [8, 0.2254369, 0.5439035, 1.879827, 1], [9, 0.2613759, 0.2825672, 1.929379, 1], [10, 0.2998574, 0.05150525, 1.775313, 1], [11, 0.3007331, 0.01150065, 1.723382, 1], [12, -0.016433, 0.02675193, 1.92909, 1], [13, -0.04723477, -0.3855669, 2.025404, 1], [14, -0.05302404, -0.6977355, 2.086658, 1], [15, -0.08989198, -0.7459035, 1.994943, 1], [16, 0.124826, 0.02183172, 1.949823, 1], [17, 0.1701131, -0.4362196, 2.039247, 1], [18, 0.2247506, -0.7103782, 2.044265, 1], [19, 0.2323836, -0.7460048, 1.944655, 1], [20, 0.06167461, 0.5682107, 1.882659, 1], [21, -0.4027658, 0.02052541, 1.578456, 1], [22, -0.3848672, 0.1370173, 1.622941, 1], [23, 0.3088501, -0.07022713, 1.610458, 1], [24, 0.2891412, -0.01858564, 1.625833, 1]]
[[0, 0.05514878, 0.0240693, 1.977625, 1], [1, 0.05940717, 0.3387567, 1.926359, 1], [2, 0.06330222, 0.6383038, 1.85961, 1], [3, 0.04579189, 0.7691869, 1.8325, 1], [4, -0.09862828, 0.5136149, 1.825882, 1], [5, -0.13386, 0.2800312, 1.804816, 1], [6, -0.2822343, 0.1448777, 1.634286, 1], [7, -0.352844, 0.1238512, 1.594675, 1], [8, 0.2254155, 0.543804, 1.879911, 1], [9, 0.2610554, 0.28154, 1.929679, 1], [10, 0.2998902, 0.05154873, 1.775374, 1], [11, 0.3011733, 0.01452057, 1.72534, 1], [12, -0.01665569, 0.0268467, 1.929406, 1], [13, -0.04809573, -0.3849704, 2.025843, 1], [14, -0.05224272, -0.6973283, 2.08676, 1], [15, -0.09033336, -0.7469177, 1.992085, 1], [16, 0.1249314, 0.01928338, 1.951323, 1], [17, 0.169986, -0.4363159, 2.039272, 1], [18, 0.2245599, -0.7102274, 2.044256, 1], [19, 0.2312017, -0.7456234, 1.944311, 1], [20, 0.06236085, 0.5654477, 1.878821, 1], [21, -0.4065219, 0.0531256, 1.557341, 1], [22, -0.3884089, 0.1627893, 1.6156, 1], [23, 0.3076102, -0.07035448, 1.613061, 1], [24, 0.2821115, -0.03081322, 1.6115, 1]]
[[0, 0.0547688, 0.0243276, 1.977889, 1], [1, 0.05930256, 0.3390845, 1.926857, 1], [2, 0.06363687, 0.63938, 1.861624, 1], [3, 0.04593116, 0.769143, 1.832615, 1], [4, -0.09802363, 0.5143099, 1.826894, 1], [5, -0.1339049, 0.2800391, 1.804774, 1], [6, -0.2874663, 0.1701656, 1.625911, 1], [7, -0.3508246, 0.1570642, 1.586806, 1], [8, 0.2254073, 0.5437579, 1.880046, 1], [9, 0.2610604, 0.2815506, 1.929738, 1], [10, 0.2994182, 0.04644521, 1.773266, 1], [11, 0.3012268, 0.01272163, 1.720498, 1], [12, -0.01705603, 0.02717685, 1.929755, 1], [13, -0.04851242, -0.3850321, 2.026207, 1], [14, -0.05083529, -0.6968711, 2.086875, 1], [15, -0.09033104, -0.7469233, 1.992016, 1], [16, 0.12454, 0.01959922, 1.951477, 1], [17, 0.169883, -0.4363326, 2.039291, 1], [18, 0.2327694, -0.7111152, 2.038517, 1], [19, 0.2283841, -0.7487147, 1.939438, 1], [20, 0.06254119, 0.5662389, 1.880221, 1], [21, -0.4043124, 0.1022865, 1.542544, 1], [22, -0.3948692, 0.1912504, 1.61112, 1], [23, 0.3065664, -0.07567941, 1.60996, 1], [24, 0.259965, -0.02408152, 1.6264, 1]]
[[0, 0.05410841, 0.02432712, 1.978209, 1], [1, 0.05894393, 0.3391736, 1.927483, 1], [2, 0.06347117, 0.6398468, 1.863433, 1], [3, 0.04613954, 0.7689994, 1.833208, 1], [4, -0.09848566, 0.5143034, 1.826777, 1], [5, -0.1351136, 0.2809834, 1.80474, 1], [6, -0.2865511, 0.1974657, 1.621448, 1], [7, -0.3532591, 0.1856133, 1.576304, 1], [8, 0.2254641, 0.5435842, 1.880459, 1], [9, 0.2610492, 0.2811009, 1.930005, 1], [10, 0.2995495, 0.04531029, 1.770591, 1], [11, 0.2994387, 0.008138467, 1.716961, 1], [12, -0.01759329, 0.02714898, 1.930055, 1], [13, -0.0497439, -0.3844449, 2.026735, 1], [14, -0.05034127, -0.6969462, 2.086929, 1], [15, -0.08998057, -0.747268, 1.990762, 1], [16, 0.1237647, 0.01975193, 1.951751, 1], [17, 0.1694251, -0.4363925, 2.039529, 1], [18, 0.2356045, -0.7112728, 2.03667, 1], [19, 0.2295777, -0.7510574, 1.939374, 1], [20, 0.06232461, 0.5665759, 1.881608, 1], [21, -0.4072191, 0.1297732, 1.527251, 1], [22, -0.4018408, 0.21565, 1.602417, 1], [23, 0.3065906, -0.0756326, 1.606913, 1], [24, 0.2559371, -0.02483674, 1.626428, 1]]
[[0, 0.05417085, 0.02457608, 1.978523, 1], [1, 0.05925692, 0.3395878, 1.928466, 1], [2, 0.06419025, 0.6406281, 1.865821, 1], [3, 0.04656355, 0.7691494, 1.833939, 1], [4, -0.09881956, 0.5145596, 1.82672, 1], [5, -0.1382188, 0.2860747, 1.796888, 1], [6, -0.2868198, 0.2276098, 1.619808, 1], [7, -0.3693895, 0.2135698, 1.561187, 1], [8, 0.2255126, 0.5432158, 1.881032, 1], [9, 0.2608606, 0.2805412, 1.930401, 1], [10, 0.300111, 0.05117258, 1.772067, 1], [11, 0.302654, 0.01007251, 1.717606, 1], [12, -0.01754538, 0.02738658, 1.930546, 1], [13, -0.05003786, -0.3840321, 2.027011, 1], [14, -0.0501697, -0.6969895, 2.086837, 1], [15, -0.08934277, -0.7469482, 1.990934, 1], [16, 0.1238412, 0.02010635, 1.951917, 1], [17, 0.1693047, -0.4364191, 2.039537, 1], [18, 0.2282404, -0.7108291, 2.040485, 1], [19, 0.2322954, -0.7484276, 1.941864, 1], [20, 0.06295248, 0.5672618, 1.883587, 1], [21, -0.4236311, 0.1684383, 1.516302, 1], [22, -0.4025276, 0.2475648, 1.597263, 1], [23, 0.3088691, -0.06901927, 1.607708, 1], [24, 0.265084, -0.01180833, 1.650667, 1]]
[[0, 0.05380596, 0.02477532, 1.978734, 1], [1, 0.05893265, 0.3396851, 1.92898, 1], [2, 0.06381861, 0.640649, 1.866887, 1], [3, 0.04692411, 0.7693501, 1.834432, 1], [4, -0.09900377, 0.514747, 1.826643, 1], [5, -0.1447771, 0.2875672, 1.792092, 1], [6, -0.2860622, 0.2418297, 1.610765, 1], [7, -0.3448095, 0.2553373, 1.565757, 1], [8, 0.2255271, 0.5429783, 1.881858, 1], [9, 0.2606142, 0.2811743, 1.931269, 1], [10, 0.3000332, 0.05057197, 1.771705, 1], [11, 0.301769, 0.008963201, 1.717611, 1], [12, -0.01783374, 0.02757307, 1.930688, 1], [13, -0.05020485, -0.3840678, 2.027167, 1], [14, -0.05017069, -0.6969846, 2.086845, 1], [15, -0.08923414, -0.7469069, 1.990948, 1], [16, 0.1233886, 0.02039159, 1.952163, 1], [17, 0.1689511, -0.4366742, 2.039551, 1], [18, 0.2223309, -0.7073491, 2.043404, 1], [19, 0.2318549, -0.7450433, 1.945665, 1], [20, 0.06260511, 0.56731, 1.884498, 1], [21, -0.4027899, 0.2199935, 1.506818, 1], [22, -0.3828319, 0.2899883, 1.5992, 1], [23, 0.3104033, -0.07181991, 1.610365, 1], [24, 0.2837859, -0.02265687, 1.717055, 1]]
