[[0, -0.2396984, -0.2231821, 2.430022, 1], [1, -0.2191959, 0.05338825, 2.379037, 1], [2, -0.1986677, 0.3224743, 2.318764, 1], [3, -0.1933517, 0.4539304, 2.317788, 1], [4, -0.3433265, 0.2208597, 2.305432, 1], [5, -0.3639316, 0.02313165, 2.297652, 1], [6, -0.3216279, -0.1431189, 2.183996, 1], [7, -0.3060074, -0.188347, 2.129724, 1], [8, -0.05371516, 0.2236076, 2.334346, 1], [9, -0.04430443, 0.009263253, 2.323903, 1], [10, 0.01337759, -0.09875478, 2.103383, 1], [11, 0.01579889, -0.1079709, 2.08581, 1], [12, -0.3188948, -0.2158353, 2.389804, 1], [13, -0.2967834, -0.2922629, 2.105789, 1], [14, -0.2863044, -0.6506181, 2.181115, 1], [15, -0.2750739, -0.6822883, 2.084903, 1], [16, -0.1535188, -0.2241341, 2.400773, 1], [17, -0.03275187, -0.28966, 2.140527, 1], [18, -0.0649966, -0.648774, 2.206875, 1], [19, -0.05705715, -0.6805016, 2.110382, 1], [20, -0.2038983, 0.256246, 2.335961, 1], [21, -0.297738, -0.2360696, 2.072572, 1], [22, -0.3442184, -0.205739, 2.125143, 1], [23, 0.03139238, -0.1131638, 2.071761, 1], [24, -0.01521295, -0.1113088, 2.061331, 1]]
[[0, -0.2397796, -0.2232171, 2.430034, 1], [1, -0.21941, 0.05328793, 2.379805, 1], [2, -0.1987898, 0.3223824, 2.320266, 1], [3, -0.1931357, 0.4540055, 2.319117, 1], [4, -0.343675, 0.2204707, 2.306421, 1], [5, -0.3646128, 0.02379757, 2.299016, 1], [6, -0.3235892, -0.1436225, 2.185376, 1], [7, -0.3068572, -0.1906569, 2.131164, 1], [8, -0.05431587, 0.2234886, 2.337035, 1], [9, -0.02956519, 0.04422513, 2.345727, 1], [10, -0.01355962, -0.1273896, 2.163018, 1], [11, -0.001051, -0.1270565, 2.117303, 1], [12, -0.3189828, -0.2158807, 2.38988, 1], [13, -0.2970207, -0.2914827, 2.105602, 1], [14, -0.2872897, -0.6499588, 2.180538, 1], [15, -0.2756245, -0.6815721, 2.084331, 1], [16, -0.1536277, -0.2241721, 2.400733, 1], [17, -0.03241799, -0.2894329, 2.140974, 1], [18, -0.06468394, -0.6486364, 2.206926, 1], [19, -0.05633027, -0.680302, 2.110438, 1], [20, -0.2040619, 0.2561491, 2.337289, 1], [21, -0.2981881, -0.2375367, 2.072886, 1], [22, -0.3458064, -0.2093962, 2.126684, 1], [23, 0.01743037, -0.1052024, 2.079838, 1], [24, -0.02932711, -0.109533, 2.086929, 1]]
[[0, -0.239785, -0.2232393, 2.430106, 1], [1, -0.2197308, 0.05305677, 2.380619, 1], [2, -0.1994912, 0.3219206, 2.321494, 1], [3, -0.1931863, 0.4538656, 2.320045, 1], [4, -0.3435191, 0.220743, 2.306404, 1], [5, -0.365074, 0.02387567, 2.29987, 1], [6, -0.334146, -0.1264312, 2.194042, 1], [7, -0.3065444, -0.1800117, 2.14191, 1], [8, -0.05413211, 0.2237275, 2.339352, 1], [9, -0.0352442, 0.03186655, 2.336807, 1], [10, 0.0135649, -0.09521365, 2.124708, 1], [11, 0.01052626, -0.1119796, 2.099326, 1], [12, -0.3189446, -0.2158973, 2.389921, 1], [13, -0.2977472, -0.290481, 2.105282, 1], [14, -0.2899265, -0.6486977, 2.181407, 1], [15, -0.2776697, -0.6802837, 2.085233, 1], [16, -0.15372, -0.2242125, 2.400891, 1], [17, -0.03215068, -0.2888011, 2.141175, 1], [18, -0.06439675, -0.6480036, 2.207159, 1], [19, -0.05549331, -0.6796293, 2.110703, 1], [20, -0.204669, 0.2557478, 2.338433, 1], [21, -0.2878497, -0.2257251, 2.085901, 1], [22, -0.3469808, -0.1980125, 2.1401, 1], [23, 0.02385693, -0.1000643, 2.072765, 1], [24, -0.02136607, -0.1263162, 2.090625, 1]]
[[0, -0.2398261, -0.2232683, 2.430073, 1], [1, -0.2199473, 0.05290208, 2.380988, 1], [2, -0.1998689, 0.3216156, 2.322305, 1], [3, -0.1931349, 0.4539446, 2.321265, 1], [4, -0.3434056, 0.2209027, 2.306391, 1], [5, -0.3650681, 0.0237658, 2.299939, 1], [6, -0.3280598, -0.1387471, 2.180488, 1], [7, -0.298485, -0.1751669, 2.145365, 1], [8, -0.05450015, 0.2240334, 2.340283, 1], [9, -0.03517837, 0.03340538, 2.339874, 1], [10, 0.01302119, -0.09347381, 2.127505, 1], [11, 0.01175032, -0.1126357, 2.101538, 1], [12, -0.318957, -0.2159272, 2.389877, 1], [13, -0.2983759, -0.2891752, 2.1048, 1], [14, -0.2920267, -0.6474289, 2.180898, 1], [15, -0.2794954, -0.6789944, 2.084731, 1], [16, -0.15381, -0.2242457, 2.400867, 1], [17, -0.03186515, -0.2874399, 2.141732, 1], [18, -0.06359206, -0.646861, 2.206996, 1], [19, -0.05445822, -0.6784645, 2.110541, 1], [20, -0.2050114, 0.2554816, 2.339136, 1], [21, -0.2700396, -0.2279804, 2.093228, 1], [22, -0.3333605, -0.1894614, 2.125125, 1], [23, 0.02671813, -0.1074952, 2.074816, 1], [24, -0.0176123, -0.1306407, 2.096176, 1]]
[[0, -0.2399297, -0.2233347, 2.430231, 1], [1, -0.2202245, 0.05275934, 2.381601, 1], [2, -0.2001581, 0.3214803, 2.322894, 1], [3, -0.1932681, 0.4539332, 2.32214, 1], [4, -0.3433665, 0.2209204, 2.306386, 1], [5, -0.3650874, 0.02376793, 2.299925, 1], [6, -0.3225105, -0.1605014, 2.16282, 1], [7, -0.2908728, -0.1935193, 2.12955, 1], [8, -0.05459332, 0.2241366, 2.341407, 1], [9, -0.03386006, 0.0369414, 2.340644, 1], [10, 0.01292916, -0.09195218, 2.1292, 1], [11, 0.01734702, -0.1122811, 2.101119, 1], [12, -0.31901, -0.21598, 2.390008, 1], [13, -0.2988688, -0.2885717, 2.104711, 1], [14, -0.2939919, -0.6466136, 2.181705, 1], [15, -0.2811589, -0.6781762, 2.08556, 1], [16, -0.1539814, -0.224328, 2.401067, 1], [17, -0.03168103, -0.2872246, 2.14202, 1], [18, -0.06332666, -0.6467461, 2.206874, 1], [19, -0.05392271, -0.6783323, 2.110443, 1], [20, -0.2053053, 0.2553424, 2.339748, 1], [21, -0.2625736, -0.2500969, 2.087967, 1], [22, -0.3233652, -0.2037298, 2.088667, 1], [23, 0.0265626, -0.1059351, 2.072192, 1], [24, -0.01356043, -0.131334, 2.0974, 1]]
[[0, -0.239938, -0.2234105, 2.430329, 1], [1, -0.2203471, 0.0526365, 2.382212, 1], [2, -0.2003696, 0.3214079, 2.323758, 1], [3, -0.1936514, 0.4544798, 2.324889, 1], [4, -0.3438843, 0.2205074, 2.307687, 1], [5, -0.3644866, 0.02307538, 2.30074, 1], [6, -0.322585, -0.1616229, 2.164357, 1], [7, -0.2898332, -0.1949159, 2.129665, 1], [8, -0.05490506, 0.2241712, 2.342817, 1], [9, -0.03328498, 0.0360685, 2.340654, 1], [10, 0.01331946, -0.09239133, 2.128898, 1], [11, 0.02105187, -0.1098676, 2.099, 1], [12, -0.3190086, -0.2160914, 2.390047, 1], [13, -0.2994905, -0.2874537, 2.104356, 1], [14, -0.2946442, -0.6455935, 2.181005, 1], [15, -0.2817678, -0.6771321, 2.084841, 1], [16, -0.1540067, -0.2243732, 2.401278, 1], [17, -0.02914569, -0.2771564, 2.140941, 1], [18, -0.06051556, -0.6376205, 2.201928, 1], [19, -0.05111825, -0.6692761, 2.105447, 1], [20, -0.2054974, 0.2552547, 2.340559, 1], [21, -0.2636935, -0.2501458, 2.088415, 1], [22, -0.3248507, -0.2010667, 2.095136, 1], [23, 0.04027198, -0.1090741, 2.077094, 1], [24, -0.01647324, -0.1256299, 2.091678, 1]]
[[0, -0.2398641, -0.2234092, 2.430312, 1], [1, -0.2204286, 0.05266776, 2.382489, 1], [2, -0.2008538, 0.3215121, 2.324506, 1], [3, -0.1939986, 0.4549243, 2.326526, 1], [4, -0.3443216, 0.2204051, 2.308193, 1], [5, -0.3648416, 0.02213633, 2.301095, 1], [6, -0.3270804, -0.1298389, 2.200361, 1], [7, -0.3009171, -0.1476739, 2.179632, 1], [8, -0.05508356, 0.224463, 2.343383, 1], [9, -0.03291018, 0.02690484, 2.33425, 1], [10, -0.02648506, -0.173525, 2.204149, 1], [11, -0.02602478, -0.2018629, 2.16211, 1], [12, -0.3188418, -0.2161596, 2.38992, 1], [13, -0.2999697, -0.2864713, 2.103892, 1], [14, -0.2952338, -0.6447077, 2.180199, 1], [15, -0.2823293, -0.6762177, 2.084011, 1], [16, -0.1539576, -0.2243299, 2.401317, 1], [17, -0.02886546, -0.2786262, 2.141471, 1], [18, -0.06004668, -0.6390647, 2.202604, 1], [19, -0.05063916, -0.6706653, 2.106106, 1], [20, -0.2058582, 0.2553377, 2.341176, 1], [21, -0.2587231, -0.1972456, 2.133569, 1], [22, -0.3370396, -0.1591469, 2.1726, 1], [23, -0.003026603, -0.2232911, 2.121511, 1], [24, -0.06494126, -0.2082454, 2.133533, 1]]
[[0, -0.2397724, -0.2233916, 2.430324, 1], [1, -0.2204679, 0.05285267, 2.382962, 1], [2, -0.2012069, 0.3220073, 2.325568, 1], [3, -0.1943555, 0.4560857, 2.328815, 1], [4, -0.3444887, 0.2205498, 2.308544, 1], [5, -0.3648326, 0.02237488, 2.301105, 1], [6, -0.3312296, -0.1348714, 2.190513, 1], [7, -0.3055825, -0.1880597, 2.134224, 1], [8, -0.05562872, 0.225162, 2.344423, 1], [9, -0.03287535, 0.02337049, 2.330762, 1], [10, -0.02602176, -0.1729059, 2.206187, 1], [11, -0.02592449, -0.200727, 2.163721, 1], [12, -0.3187846, -0.2161808, 2.389906, 1], [13, -0.3003104, -0.2860948, 2.103743, 1], [14, -0.2965027, -0.6444105, 2.179772, 1], [15, -0.2833901, -0.6758733, 2.083578, 1], [16, -0.153804, -0.2242412, 2.401379, 1], [17, -0.02846391, -0.2774581, 2.141402, 1], [18, -0.05935717, -0.6380415, 2.20201, 1], [19, -0.04977097, -0.6696034, 2.105501, 1], [20, -0.2061221, 0.2557459, 2.342083, 1], [21, -0.2925501, -0.2346312, 2.076099, 1], [22, -0.3449845, -0.1991329, 2.137692, 1], [23, -0.01976287, -0.2238564, 2.120567, 1], [24, -0.06288339, -0.2022338, 2.142619, 1]]
[[0, -0.2397222, -0.2233193, 2.430379, 1], [1, -0.2204188, 0.05321848, 2.38368, 1], [2, -0.2011252, 0.3226828, 2.326894, 1], [3, -0.1948891, 0.4570299, 2.331313, 1], [4, -0.3442681, 0.220748, 2.308437, 1], [5, -0.3651751, 0.02300305, 2.300609, 1], [6, -0.3312216, -0.134886, 2.190573, 1], [7, -0.3051312, -0.1886717, 2.134798, 1], [8, -0.05614049, 0.2261252, 2.3453, 1], [9, -0.03228124, 0.02263246, 2.32796, 1], [10, 0.0176419, -0.04611203, 2.131949, 1], [11, 0.04020129, -0.05693774, 2.05337, 1], [12, -0.3187433, -0.216158, 2.389945, 1], [13, -0.3005592, -0.2862343, 2.103811, 1], [14, -0.2976468, -0.6445703, 2.179767, 1], [15, -0.2842436, -0.6759742, 2.083577, 1], [16, -0.1537509, -0.2240923, 2.401458, 1], [17, -0.02834035, -0.2787684, 2.141876, 1], [18, -0.05948756, -0.6391944, 2.203076, 1], [19, -0.04962595, -0.6706874, 2.106572, 1], [20, -0.2060574, 0.2563441, 2.343261, 1], [21, -0.2899269, -0.2344367, 2.078914, 1], [22, -0.3454499, -0.1997864, 2.137021, 1], [23, 0.08046518, -0.04998104, 2.027767, 1], [24, 0.009845937, -0.06482616, 2.030815, 1]]
[[0, -0.2393464, -0.223123, 2.430494, 1], [1, -0.2201734, 0.05374813, 2.384533, 1], [2, -0.201097, 0.3236461, 2.3285, 1], [3, -0.1948925, 0.4586895, 2.33459, 1], [4, -0.3444303, 0.2217365, 2.309824, 1], [5, -0.3651928, 0.02121187, 2.296849, 1], [6, -0.3299737, -0.1379755, 2.188265, 1], [7, -0.3038389, -0.1869798, 2.134316, 1], [8, -0.05617498, 0.2260694, 2.345318, 1], [9, -0.0135623, -0.002318125, 2.24687, 1], [10, 0.04299696, 0.01505256, 2.066699, 1], [11, 0.05837105, 0.03522085, 2.008385, 1], [12, -0.3184376, -0.2160203, 2.389834, 1], [13, -0.3006623, -0.286155, 2.103693, 1], [14, -0.2981952, -0.6444895, 2.17966, 1], [15, -0.2851281, -0.675822, 2.083377, 1], [16, -0.1532227, -0.2237787, 2.40193, 1], [17, -0.02825695, -0.2795229, 2.142381, 1], [18, -0.05850472, -0.6400021, 2.203663, 1], [19, -0.04900237, -0.671414, 2.107067, 1], [20, -0.2059685, 0.2571948, 2.344673, 1], [21, -0.2913325, -0.2337288, 2.07913, 1], [22, -0.3337859, -0.2086059, 2.110318, 1], [23, 0.09120281, 0.03940966, 1.980098, 1], [24, 0.02489041, 0.03592564, 1.98772, 1]]
[[0, -0.2390273, -0.2226178, 2.430596, 1], [1, -0.2197707, 0.05473599, 2.385553, 1], [2, -0.2005162, 0.3250888, 2.330416, 1], [3, -0.1953609, 0.4603221, 2.336599, 1], [4, -0.3443237, 0.2220494, 2.310261, 1], [5, -0.3652192, 0.02165999, 2.296707, 1], [6, -0.3294298, -0.1383433, 2.186921, 1], [7, -0.3054508, -0.1864497, 2.133844, 1], [8, -0.05651471, 0.2269769, 2.34511, 1], [9, -0.01971587, 0.02456353, 2.305564, 1], [10, 0.02594167, 0.02446077, 2.121342, 1], [11, 0.0616557, 0.08791284, 1.997361, 1], [12, -0.3181863, -0.215688, 2.389809, 1], [13, -0.3011183, -0.2856181, 2.103571, 1], [14, -0.2985193, -0.6438639, 2.179901, 1], [15, -0.2855708, -0.6751241, 2.083547, 1], [16, -0.1528629, -0.2230868, 2.402187, 1], [17, -0.02819831, -0.2798239, 2.14273, 1], [18, -0.05820261, -0.6402522, 2.204334, 1], [19, -0.04882826, -0.6715813, 2.107669, 1], [20, -0.2054423, 0.2585298, 2.346361, 1], [21, -0.2892301, -0.2333915, 2.077192, 1], [22, -0.3468039, -0.2056208, 2.1284, 1], [23, 0.0662714, 0.08023353, 1.967963, 1], [24, 0.02517631, 0.07301523, 1.972625, 1]]
