[[0, -0.0313742, -0.387483, 3.413, 1.0], [1, -0.0329089, -0.0560058, 3.41655, 1.0], [2, -0.0342763, 0.268736, 3.40598, 1.0], [3, -0.0271337, 0.4178, 3.38494, 1.0], [4, -0.17724, 0.201956, 3.37041, 1.0], [5, -0.272317, 0.154939, 3.20651, 1.0], [6, -0.338605, 0.162316, 3.07858, 1.0], [7, -0.348177, 0.0949767, 2.79478, 1.0], [8, 0.12525, 0.206411, 3.38803, 1.0], [9, 0.196907, 0.153301, 3.26713, 1.0], [10, 0.267068, 0.142169, 3.14155, 1.0], [11, 0.294093, 0.139443, 3.02364, 1.0], [12, -0.0998525, -0.38404, 3.36668, 1.0], [13, -0.178882, -0.745756, 3.44881, 1.0], [14, -0.23624, -1.1152, 3.51536, 1.0], [15, -0.189331, -1.17383, 3.49219, 1.0], [16, 0.0378225, -0.381966, 3.3804, 1.0], [17, 0.0930985, -0.725958, 3.44892, 1.0], [18, 0.115281, -1.08657, 3.53505, 1.0], [19, 0.160645, -1.15918, 3.5, 1.0], [20, -0.0339636, 0.188462, 3.4112, 1.0], [21, -0.367599, 0.0662955, 2.75206, 1.0], [22, -0.404464, 0.101874, 2.77357, 1.0], [23, 0.312036, 0.122308, 2.9501, 1.0], [24, 0.295425, 0.145796, 2.99475, 1.0]]
[[0, -0.0312983, -0.392412, 3.41521, 1.0], [1, -0.0325542, -0.0569542, 3.4178, 1.0], [2, -0.0337767, 0.26902, 3.40661, 1.0], [3, -0.0279713, 0.415743, 3.38656, 1.0], [4, -0.185041, 0.240472, 3.39968, 1.0], [5, -0.250357, 0.177931, 3.19952, 1.0], [6, -0.295077, 0.160963, 2.99067, 1.0], [7, -0.339132, 0.141806, 2.78073, 1.0], [8, 0.109384, 0.149696, 3.37108, 1.0], [9, 0.222095, 0.236968, 3.30615, 1.0], [10, 0.266814, 0.185298, 3.10322, 1.0], [11, 0.29877, 0.132397, 2.97334, 1.0], [12, -0.0994, -0.383348, 3.36762, 1.0], [13, -0.179953, -0.746144, 3.45081, 1.0], [14, -0.221313, -1.09598, 3.51168, 1.0], [15, -0.225523, -1.13066, 3.39851, 1.0], [16, 0.0356453, -0.408867, 3.38552, 1.0], [17, 0.0936689, -0.730519, 3.45347, 1.0], [18, 0.122801, -1.09393, 3.54466, 1.0], [19, 0.122288, -1.15826, 3.47795, 1.0], [20, -0.033611, 0.188508, 3.41199, 1.0], [21, -0.36467, 0.113139, 2.73053, 1.0], [22, -0.398047, 0.140535, 2.75533, 1.0], [23, 0.30042, 0.148851, 2.91607, 1.0], [24, 0.291153, 0.154852, 2.90333, 1.0]]
[[0, -0.0313078, -0.391984, 3.41531, 1.0], [1, -0.0324354, -0.0563706, 3.41789, 1.0], [2, -0.0333501, 0.27057, 3.40661, 1.0], [3, -0.0278151, 0.410017, 3.38995, 1.0], [4, -0.17257, 0.134428, 3.35151, 1.0], [5, -0.290518, 0.139386, 3.15739, 1.0], [6, -0.312114, 0.167438, 2.93552, 1.0], [7, -0.329594, 0.188556, 2.77713, 1.0], [8, 0.110286, 0.149328, 3.37011, 1.0], [9, 0.239236, 0.147793, 3.20498, 1.0], [10, 0.292818, 0.156206, 2.98717, 1.0], [11, 0.335623, 0.184819, 2.81621, 1.0], [12, -0.0996016, -0.383861, 3.36894, 1.0], [13, -0.180274, -0.747036, 3.4524, 1.0], [14, -0.22348, -1.08224, 3.51389, 1.0], [15, -0.216707, -1.11724, 3.40059, 1.0], [16, 0.0373325, -0.391985, 3.38078, 1.0], [17, 0.0948511, -0.732573, 3.45534, 1.0], [18, 0.126429, -1.09631, 3.5473, 1.0], [19, 0.129498, -1.13125, 3.43397, 1.0], [20, -0.0332615, 0.189759, 3.41203, 1.0], [21, -0.349643, 0.180139, 2.75161, 1.0], [22, -0.386725, 0.182044, 2.7555, 1.0], [23, 0.378497, 0.208142, 2.76149, 1.0], [24, 0.320085, 0.204118, 2.7985, 1.0]]
[[0, -0.0304, -0.386665, 3.41318, 1.0], [1, -0.0327635, -0.0578292, 3.4133, 1.0], [2, -0.0368485, 0.253986, 3.39017, 1.0], [3, -0.0277566, 0.409912, 3.38858, 1.0], [4, -0.180149, 0.148846, 3.35209, 1.0], [5, -0.296606, 0.18722, 3.13754, 1.0], [6, -0.324909, 0.203122, 2.89674, 1.0], [7, -0.335504, 0.230387, 2.77415, 1.0], [8, 0.115495, 0.149264, 3.36799, 1.0], [9, 0.258425, 0.171375, 3.16859, 1.0], [10, 0.312657, 0.201272, 2.93395, 1.0], [11, 0.337696, 0.226876, 2.81717, 1.0], [12, -0.098545, -0.37942, 3.36829, 1.0], [13, -0.180476, -0.745371, 3.45139, 1.0], [14, -0.224852, -1.08243, 3.51466, 1.0], [15, -0.184693, -1.16704, 3.49398, 1.0], [16, 0.0382226, -0.38508, 3.37796, 1.0], [17, 0.0954874, -0.732351, 3.45465, 1.0], [18, 0.127302, -1.09262, 3.54108, 1.0], [19, 0.129848, -1.12862, 3.4267, 1.0], [20, -0.0355895, 0.178459, 3.39943, 1.0], [21, -0.350911, 0.263654, 2.74135, 1.0], [22, -0.382872, 0.229278, 2.74944, 1.0], [23, 0.36186, 0.251006, 2.76736, 1.0], [24, 0.26924, 0.220634, 2.8028, 1.0]]
[[0, -0.0307808, -0.381326, 3.41176, 1.0], [1, -0.0327569, -0.0568879, 3.41314, 1.0], [2, -0.035641, 0.256713, 3.39671, 1.0], [3, -0.0288394, 0.416194, 3.3851, 1.0], [4, -0.187874, 0.177406, 3.3584, 1.0], [5, -0.30094, 0.195113, 3.12763, 1.0], [6, -0.33828, 0.234075, 2.88069, 1.0], [7, -0.344312, 0.272014, 2.78148, 1.0], [8, 0.126908, 0.179845, 3.37773, 1.0], [9, 0.246235, 0.200645, 3.20241, 1.0], [10, 0.308681, 0.226586, 2.95899, 1.0], [11, 0.341474, 0.269188, 2.82096, 1.0], [12, -0.0986358, -0.375887, 3.36811, 1.0], [13, -0.182181, -0.735149, 3.4462, 1.0], [14, -0.223448, -1.0816, 3.513, 1.0], [15, -0.216562, -1.11835, 3.39773, 1.0], [16, 0.0375338, -0.37755, 3.37574, 1.0], [17, 0.0953758, -0.729646, 3.4524, 1.0], [18, 0.126021, -1.09235, 3.5419, 1.0], [19, 0.169395, -1.1654, 3.49066, 1.0], [20, -0.0349881, 0.18, 3.40282, 1.0], [21, -0.363182, 0.2936, 2.75545, 1.0], [22, -0.406707, 0.267465, 2.75617, 1.0], [23, 0.364924, 0.287935, 2.777, 1.0], [24, 0.283715, 0.267339, 2.8102, 1.0]]
[[0, -0.0324885, -0.374871, 3.40961, 1.0], [1, -0.0330549, -0.054076, 3.41286, 1.0], [2, -0.0347045, 0.259826, 3.39934, 1.0], [3, -0.0280944, 0.417371, 3.38116, 1.0], [4, -0.187576, 0.181162, 3.36045, 1.0], [5, -0.306559, 0.199345, 3.12029, 1.0], [6, -0.338066, 0.271441, 2.87782, 1.0], [7, -0.341605, 0.310042, 2.79241, 1.0], [8, 0.127983, 0.181607, 3.38003, 1.0], [9, 0.266157, 0.210205, 3.16356, 1.0], [10, 0.320413, 0.275455, 2.91825, 1.0], [11, 0.339692, 0.307253, 2.82854, 1.0], [12, -0.10037, -0.369766, 3.36632, 1.0], [13, -0.182007, -0.733291, 3.44529, 1.0], [14, -0.222957, -1.08203, 3.51311, 1.0], [15, -0.215948, -1.11917, 3.39738, 1.0], [16, 0.0360425, -0.371344, 3.37404, 1.0], [17, 0.0946796, -0.727864, 3.45143, 1.0], [18, 0.131751, -1.09771, 3.53495, 1.0], [19, 0.164506, -1.16634, 3.48623, 1.0], [20, -0.0344362, 0.182637, 3.40462, 1.0], [21, -0.353405, 0.325038, 2.76194, 1.0], [22, -0.374388, 0.287397, 2.79163, 1.0], [23, 0.358395, 0.326901, 2.78567, 1.0], [24, 0.259, 0.299146, 2.815, 1.0]]
[[0, -0.0319936, -0.372098, 3.40892, 1.0], [1, -0.0331504, -0.0530491, 3.41235, 1.0], [2, -0.0348969, 0.26008, 3.39928, 1.0], [3, -0.0280475, 0.415647, 3.37968, 1.0], [4, -0.188974, 0.181752, 3.35944, 1.0], [5, -0.315509, 0.228653, 3.12027, 1.0], [6, -0.355687, 0.311875, 2.87346, 1.0], [7, -0.355449, 0.348087, 2.80145, 1.0], [8, 0.129266, 0.184762, 3.38074, 1.0], [9, 0.267626, 0.21404, 3.16385, 1.0], [10, 0.329217, 0.295641, 2.92645, 1.0], [11, 0.344603, 0.341467, 2.84073, 1.0], [12, -0.100102, -0.368163, 3.36604, 1.0], [13, -0.179782, -0.733145, 3.44492, 1.0], [14, -0.224159, -1.08275, 3.51263, 1.0], [15, -0.288076, -1.15534, 3.49836, 1.0], [16, 0.0368476, -0.367202, 3.37329, 1.0], [17, 0.0944497, -0.72676, 3.45078, 1.0], [18, 0.131321, -1.09743, 3.53478, 1.0], [19, 0.164007, -1.16541, 3.48839, 1.0], [20, -0.0345917, 0.18296, 3.4045, 1.0], [21, -0.362808, 0.373203, 2.75808, 1.0], [22, -0.422683, 0.345115, 2.7718, 1.0], [23, 0.355023, 0.365515, 2.79493, 1.0], [24, 0.281644, 0.337797, 2.8212, 1.0]]
[[0, -0.0313596, -0.370669, 3.40806, 1.0], [1, -0.0328635, -0.0523986, 3.41194, 1.0], [2, -0.0346926, 0.260331, 3.39947, 1.0], [3, -0.0277218, 0.406923, 3.37883, 1.0], [4, -0.189048, 0.181898, 3.35897, 1.0], [5, -0.318935, 0.23348, 3.12836, 1.0], [6, -0.347071, 0.33653, 2.90161, 1.0], [7, -0.350387, 0.379402, 2.82816, 1.0], [8, 0.12965, 0.187708, 3.38025, 1.0], [9, 0.256911, 0.23216, 3.18804, 1.0], [10, 0.326762, 0.330131, 2.94524, 1.0], [11, 0.339756, 0.373275, 2.85949, 1.0], [12, -0.0997898, -0.367525, 3.36568, 1.0], [13, -0.178805, -0.731689, 3.44341, 1.0], [14, -0.222765, -1.08153, 3.51297, 1.0], [15, -0.215395, -1.11985, 3.39573, 1.0], [16, 0.0378661, -0.364878, 3.37211, 1.0], [17, 0.0946587, -0.72637, 3.45057, 1.0], [18, 0.136799, -1.10642, 3.54022, 1.0], [19, 0.0799561, -1.16797, 3.49805, 1.0], [20, -0.0343703, 0.183249, 3.4046, 1.0], [21, -0.357791, 0.407221, 2.77259, 1.0], [22, -0.389895, 0.38511, 2.77856, 1.0], [23, 0.357669, 0.401451, 2.80636, 1.0], [24, 0.271768, 0.370021, 2.8318, 1.0]]
[[0, -0.0320717, -0.370552, 3.40749, 1.0], [1, -0.0329726, -0.0522857, 3.41166, 1.0], [2, -0.0344727, 0.260543, 3.39965, 1.0], [3, -0.0290374, 0.401643, 3.37703, 1.0], [4, -0.188987, 0.182345, 3.35819, 1.0], [5, -0.317428, 0.240464, 3.13726, 1.0], [6, -0.34215, 0.366151, 2.90867, 1.0], [7, -0.3487, 0.414324, 2.84336, 1.0], [8, 0.131109, 0.190456, 3.38136, 1.0], [9, 0.270427, 0.25621, 3.17086, 1.0], [10, 0.329527, 0.365999, 2.93454, 1.0], [11, 0.341109, 0.407488, 2.86882, 1.0], [12, -0.100659, -0.367635, 3.36538, 1.0], [13, -0.178374, -0.731714, 3.44317, 1.0], [14, -0.223504, -1.08314, 3.51164, 1.0], [15, -0.177002, -1.16992, 3.49414, 1.0], [16, 0.0372513, -0.364625, 3.37152, 1.0], [17, 0.0954488, -0.729212, 3.4518, 1.0], [18, 0.136498, -1.10632, 3.54207, 1.0], [19, 0.079434, -1.16821, 3.49852, 1.0], [20, -0.0342663, 0.183394, 3.40464, 1.0], [21, -0.34852, 0.446622, 2.78584, 1.0], [22, -0.385386, 0.425794, 2.80209, 1.0], [23, 0.350547, 0.43768, 2.80147, 1.0], [24, 0.275064, 0.404299, 2.84062, 1.0]]
[[0, -0.0326618, -0.367692, 3.4068, 1.0], [1, -0.0336717, -0.0507371, 3.41078, 1.0], [2, -0.0349775, 0.260972, 3.39918, 1.0], [3, -0.0298532, 0.400319, 3.37601, 1.0], [4, -0.192497, 0.194897, 3.35472, 1.0], [5, -0.319164, 0.274653, 3.12903, 1.0], [6, -0.346075, 0.387112, 2.93997, 1.0], [7, -0.355847, 0.446408, 2.85878, 1.0], [8, 0.131601, 0.191621, 3.3815, 1.0], [9, 0.268333, 0.25935, 3.17537, 1.0], [10, 0.327164, 0.392718, 2.95681, 1.0], [11, 0.337117, 0.437128, 2.89358, 1.0], [12, -0.101515, -0.363941, 3.36537, 1.0], [13, -0.178976, -0.731803, 3.44338, 1.0], [14, -0.22211, -1.08415, 3.51063, 1.0], [15, -0.213042, -1.12276, 3.39325, 1.0], [16, 0.0368895, -0.362646, 3.37061, 1.0], [17, 0.0955139, -0.728829, 3.45128, 1.0], [18, 0.134076, -1.10143, 3.53765, 1.0], [19, 0.139486, -1.13995, 3.42025, 1.0], [20, -0.0347631, 0.183966, 3.40417, 1.0], [21, -0.359481, 0.478971, 2.79778, 1.0], [22, -0.39639, 0.454313, 2.81892, 1.0], [23, 0.355575, 0.472438, 2.84225, 1.0], [24, 0.27988, 0.433466, 2.86067, 1.0]]
[[0, -0.0328349, -0.36905, 3.40413, 1.0], [1, -0.0339161, -0.0511941, 3.40843, 1.0], [2, -0.0352611, 0.260855, 3.3976, 1.0], [3, -0.0299129, 0.403527, 3.37269, 1.0], [4, -0.192297, 0.194776, 3.35346, 1.0], [5, -0.320273, 0.279313, 3.13105, 1.0], [6, -0.353472, 0.409028, 2.9419, 1.0], [7, -0.362447, 0.477982, 2.87934, 1.0], [8, 0.132454, 0.19206, 3.37977, 1.0], [9, 0.280327, 0.289918, 3.16065, 1.0], [10, 0.326916, 0.415841, 2.96632, 1.0], [11, 0.336561, 0.463924, 2.91981, 1.0], [12, -0.101897, -0.365356, 3.3632, 1.0], [13, -0.17419, -0.716296, 3.43198, 1.0], [14, -0.221542, -1.08154, 3.50912, 1.0], [15, -0.212322, -1.12309, 3.38795, 1.0], [16, 0.0369132, -0.364287, 3.36891, 1.0], [17, 0.0939281, -0.718685, 3.44282, 1.0], [18, 0.116787, -1.07866, 3.5252, 1.0], [19, 0.122587, -1.12026, 3.40397, 1.0], [20, -0.034997, 0.183769, 3.40244, 1.0], [21, -0.385642, 0.506068, 2.82527, 1.0], [22, -0.435667, 0.496471, 2.82667, 1.0], [23, 0.364115, 0.509829, 2.85543, 1.0], [24, 0.257804, 0.467217, 2.872, 1.0]]
