[[0, 508.609, 325.115, 0.0689332, 1.0], [1, 523.29, 367.64, 0.883426, 1.0], [2, 489.591, 369.065, 0.835823, 1.0], [3, 474.881, 416.081, 0.954046, 1.0], [4, 464.557, 464.641, 0.919524, 1.0], [5, 555.627, 367.647, 0.806488, 1.0], [6, 579.133, 417.547, 0.915671, 1.0], [7, 593.848, 464.658, 0.899756, 1.0], [8, 523.31, 473.412, 0.786786, 1.0], [9, 499.909, 473.409, 0.729437, 1.0], [10, 498.371, 536.577, 0.357005, 1.0], [11, 0, 0, 0, 1.0], [12, 545.385, 473.408, 0.764512, 1.0], [13, 551.215, 536.578, 0.395083, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 513.05, 322.133, 0.0677771, 1.0], [17, 0, 0, 0, 1.0], [18, 527.743, 323.618, 0.191249, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 508.636, 326.533, 0.062282, 1.0], [1, 523.288, 367.632, 0.880957, 1.0], [2, 489.587, 369.066, 0.834437, 1.0], [3, 474.897, 416.039, 0.936689, 1.0], [4, 464.574, 464.563, 0.939134, 1.0], [5, 555.635, 367.632, 0.802406, 1.0], [6, 579.136, 416.148, 0.906763, 1.0], [7, 595.307, 464.563, 0.889483, 1.0], [8, 523.308, 473.399, 0.777046, 1.0], [9, 499.875, 474.8, 0.742396, 1.0], [10, 498.365, 536.576, 0.350329, 1.0], [11, 0, 0, 0, 1.0], [12, 545.402, 473.377, 0.760202, 1.0], [13, 551.236, 536.577, 0.416205, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 513.078, 322.159, 0.0610839, 1.0], [17, 0, 0, 0, 1.0], [18, 529.182, 323.634, 0.174246, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 510.1, 326.55, 0.0528153, 1.0], [1, 523.294, 367.633, 0.88002, 1.0], [2, 489.59, 369.072, 0.833082, 1.0], [3, 474.901, 416.041, 0.937274, 1.0], [4, 464.577, 463.155, 0.94283, 1.0], [5, 555.64, 367.628, 0.801608, 1.0], [6, 580.517, 416.139, 0.910639, 1.0], [7, 595.333, 464.611, 0.86229, 1.0], [8, 523.343, 473.391, 0.769367, 1.0], [9, 499.902, 474.807, 0.735806, 1.0], [10, 498.399, 536.575, 0.368367, 1.0], [11, 0, 0, 0, 1.0], [12, 546.773, 473.368, 0.75882, 1.0], [13, 549.754, 536.578, 0.418684, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 515.982, 322.172, 0.0515713, 1.0], [17, 0, 0, 0, 1.0], [18, 529.199, 323.635, 0.156078, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 510.095, 326.562, 0.0504553, 1.0], [1, 523.292, 367.643, 0.883998, 1.0], [2, 489.587, 369.087, 0.83961, 1.0], [3, 474.908, 416.053, 0.93957, 1.0], [4, 464.587, 463.141, 0.94082, 1.0], [5, 555.642, 367.631, 0.802684, 1.0], [6, 579.159, 416.091, 0.89676, 1.0], [7, 595.324, 464.521, 0.877223, 1.0], [8, 523.364, 473.372, 0.770517, 1.0], [9, 501.294, 473.412, 0.726878, 1.0], [10, 498.411, 536.575, 0.382396, 1.0], [11, 0, 0, 0, 1.0], [12, 546.783, 471.944, 0.757119, 1.0], [13, 549.761, 536.577, 0.443398, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 529.193, 323.639, 0.152854, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 523.302, 367.651, 0.884995, 1.0], [2, 489.602, 369.091, 0.834409, 1.0], [3, 474.912, 416.038, 0.934635, 1.0], [4, 464.596, 463.129, 0.9372, 1.0], [5, 555.642, 367.644, 0.805191, 1.0], [6, 579.153, 416.039, 0.88074, 1.0], [7, 595.307, 463.089, 0.881117, 1.0], [8, 523.36, 473.408, 0.778747, 1.0], [9, 501.292, 474.815, 0.734006, 1.0], [10, 498.4, 536.575, 0.368457, 1.0], [11, 0, 0, 0, 1.0], [12, 546.781, 473.392, 0.768826, 1.0], [13, 549.752, 536.579, 0.379681, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 529.188, 325.037, 0.125417, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 523.305, 367.649, 0.885695, 1.0], [2, 489.608, 369.086, 0.831792, 1.0], [3, 474.916, 416.045, 0.938468, 1.0], [4, 464.586, 463.106, 0.933133, 1.0], [5, 555.644, 367.648, 0.806947, 1.0], [6, 580.556, 416.105, 0.91798, 1.0], [7, 595.314, 463.12, 0.887803, 1.0], [8, 523.359, 473.415, 0.78531, 1.0], [9, 501.301, 474.82, 0.738241, 1.0], [10, 498.407, 536.574, 0.410167, 1.0], [11, 0, 0, 0, 1.0], [12, 546.775, 473.396, 0.777928, 1.0], [13, 551.204, 536.578, 0.434211, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 529.178, 323.652, 0.112247, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 523.304, 367.641, 0.883101, 1.0], [2, 490.993, 369.081, 0.830452, 1.0], [3, 474.921, 416.04, 0.936512, 1.0], [4, 464.559, 463.106, 0.938724, 1.0], [5, 555.64, 367.635, 0.802361, 1.0], [6, 580.554, 416.095, 0.918236, 1.0], [7, 595.322, 463.1, 0.88401, 1.0], [8, 523.371, 474.829, 0.792633, 1.0], [9, 501.315, 474.855, 0.740514, 1.0], [10, 498.403, 536.576, 0.376718, 1.0], [11, 0, 0, 0, 1.0], [12, 546.785, 474.804, 0.785535, 1.0], [13, 551.214, 536.578, 0.406377, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 529.175, 323.645, 0.1111, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 523.303, 367.645, 0.885997, 1.0], [2, 490.998, 369.088, 0.83319, 1.0], [3, 474.92, 416.046, 0.93757, 1.0], [4, 464.548, 463.101, 0.93699, 1.0], [5, 555.638, 367.628, 0.802263, 1.0], [6, 580.539, 416.082, 0.907652, 1.0], [7, 595.326, 463.147, 0.881189, 1.0], [8, 523.37, 474.805, 0.79017, 1.0], [9, 501.317, 474.828, 0.73778, 1.0], [10, 498.407, 536.574, 0.427758, 1.0], [11, 0, 0, 0, 1.0], [12, 546.78, 473.409, 0.785442, 1.0], [13, 551.205, 536.577, 0.440268, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 529.197, 323.631, 0.132586, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 523.312, 367.652, 0.887596, 1.0], [2, 491.002, 369.092, 0.832228, 1.0], [3, 474.916, 416.058, 0.944346, 1.0], [4, 464.536, 463.147, 0.944222, 1.0], [5, 555.644, 367.641, 0.806697, 1.0], [6, 580.543, 416.133, 0.923787, 1.0], [7, 595.32, 463.157, 0.881698, 1.0], [8, 523.384, 473.407, 0.787101, 1.0], [9, 501.339, 474.816, 0.735265, 1.0], [10, 498.408, 536.573, 0.441302, 1.0], [11, 0, 0, 0, 1.0], [12, 546.792, 473.391, 0.783222, 1.0], [13, 549.791, 536.577, 0.458579, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 529.18, 323.635, 0.117102, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 523.312, 367.65, 0.886554, 1.0], [2, 490.994, 369.092, 0.832724, 1.0], [3, 474.917, 416.052, 0.940596, 1.0], [4, 464.535, 463.145, 0.942511, 1.0], [5, 555.651, 367.64, 0.805578, 1.0], [6, 580.541, 416.156, 0.924929, 1.0], [7, 595.294, 463.112, 0.896111, 1.0], [8, 523.38, 473.403, 0.783181, 1.0], [9, 501.33, 474.811, 0.730411, 1.0], [10, 498.414, 536.575, 0.408347, 1.0], [11, 0, 0, 0, 1.0], [12, 546.789, 473.383, 0.780192, 1.0], [13, 551.207, 536.577, 0.456563, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 527.742, 323.63, 0.11045, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 0, 0, 0, 1.0], [1, 523.314, 367.661, 0.887906, 1.0], [2, 489.607, 369.103, 0.836293, 1.0], [3, 474.918, 416.089, 0.946934, 1.0], [4, 464.529, 463.155, 0.945912, 1.0], [5, 555.658, 367.645, 0.808119, 1.0], [6, 580.516, 417.521, 0.918599, 1.0], [7, 595.273, 463.086, 0.900466, 1.0], [8, 523.374, 473.414, 0.784668, 1.0], [9, 501.308, 474.82, 0.736186, 1.0], [10, 498.407, 536.575, 0.428102, 1.0], [11, 0, 0, 0, 1.0], [12, 546.792, 473.395, 0.777083, 1.0], [13, 551.203, 536.577, 0.457913, 1.0], [14, 0, 0, 0, 1.0], [15, 0, 0, 0, 1.0], [16, 0, 0, 0, 1.0], [17, 0, 0, 0, 1.0], [18, 527.745, 323.623, 0.116633, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
