[[0, -0.435933, -0.529973, 2.87018, 1.0], [1, -0.440762, -0.266399, 2.93229, 1.0], [2, -0.443903, -0.00733988, 2.98255, 1.0], [3, -0.454773, 0.0887192, 2.99966, 1.0], [4, -0.553044, -0.17053, 2.87345, 1.0], [5, -0.66006, -0.144882, 2.66593, 1.0], [6, -0.695569, -0.106576, 2.48573, 1.0], [7, -0.690058, -0.0538327, 2.35443, 1.0], [8, -0.310456, -0.0633754, 2.95615, 1.0], [9, -0.276346, -0.294648, 2.87477, 1.0], [10, -0.254578, -0.500547, 2.80995, 1.0], [11, -0.255787, -0.535166, 2.80545, 1.0], [12, -0.486218, -0.548407, 2.82898, 1.0], [13, -0.24558, -0.476539, 2.84288, 1.0], [14, -0.622032, -0.561804, 2.81988, 1.0], [15, -0.538574, -0.567871, 2.73047, 1.0], [16, -0.375904, -0.499695, 2.84725, 1.0], [17, -0.623807, -0.556917, 2.82819, 1.0], [18, -0.219475, -0.560413, 2.83614, 1.0], [19, -0.33517, -0.556081, 2.78279, 1.0], [20, -0.44343, -0.07156, 2.97215, 1.0], [21, -0.683281, -0.0298744, 2.32748, 1.0], [22, -0.748342, -0.0543475, 2.36114, 1.0], [23, -0.2536, -0.563802, 2.79235, 1.0], [24, -0.291331, -0.525943, 2.77091, 1.0]]
[[0, -0.431003, -0.499652, 2.88148, 1.0], [1, -0.431475, -0.266339, 2.92681, 1.0], [2, -0.406907, -0.0441602, 2.95932, 1.0], [3, -0.435295, 0.0889522, 2.98513, 1.0], [4, -0.577133, -0.0899291, 2.88765, 1.0], [5, -0.667903, -0.0833644, 2.66371, 1.0], [6, -0.684957, -0.0118019, 2.47805, 1.0], [7, -0.688944, 0.0405725, 2.36419, 1.0], [8, -0.302297, -0.0830879, 2.92739, 1.0], [9, -0.155505, -0.0726926, 2.73097, 1.0], [10, -0.0722063, -0.0326523, 2.48542, 1.0], [11, -0.0631849, 0.0054975, 2.42837, 1.0], [12, -0.488363, -0.488782, 2.84869, 1.0], [13, -0.211862, -0.472356, 2.84171, 1.0], [14, -0.620099, -0.559693, 2.81636, 1.0], [15, -0.53569, -0.567334, 2.72789, 1.0], [16, -0.368834, -0.492977, 2.85281, 1.0], [17, -0.625559, -0.563986, 2.82005, 1.0], [18, -0.241771, -0.437902, 2.82823, 1.0], [19, -0.225314, -0.566929, 2.79559, 1.0], [20, -0.413819, -0.0963792, 2.95503, 1.0], [21, -0.669533, 0.071358, 2.32909, 1.0], [22, -0.7334, 0.048253, 2.34883, 1.0], [23, -0.0527407, 0.0191286, 2.40053, 1.0], [24, -0.0278086, -0.00385166, 2.42405, 1.0]]
[[0, -0.450422, -0.452241, 2.91011, 1.0], [1, -0.448107, -0.236189, 2.93307, 1.0], [2, -0.45106, -0.0114905, 2.9495, 1.0], [3, -0.439592, 0.077632, 2.97289, 1.0], [4, -0.57638, -0.0934677, 2.8843, 1.0], [5, -0.664516, -0.0498872, 2.68336, 1.0], [6, -0.700155, 0.0541929, 2.51915, 1.0], [7, -0.693297, 0.128786, 2.38286, 1.0], [8, -0.302246, -0.0829998, 2.92554, 1.0], [9, -0.144386, -0.0237934, 2.72547, 1.0], [10, -0.0834936, 0.0519225, 2.52402, 1.0], [11, -0.0649957, 0.0833601, 2.44036, 1.0], [12, -0.508027, -0.452408, 2.87624, 1.0], [13, -0.274197, -0.43881, 2.70275, 1.0], [14, -0.537062, -0.573855, 2.75203, 1.0], [15, -0.478673, -0.506412, 2.76881, 1.0], [16, -0.383913, -0.44314, 2.88649, 1.0], [17, -0.654793, -0.494249, 2.81014, 1.0], [18, -0.351664, -0.550924, 2.79161, 1.0], [19, -0.293546, -0.533587, 2.67007, 1.0], [20, -0.449954, -0.0669928, 2.94797, 1.0], [21, -0.669829, 0.150436, 2.34513, 1.0], [22, -0.734333, 0.142552, 2.36467, 1.0], [23, -0.0484303, 0.10215, 2.41367, 1.0], [24, -0.0268256, 0.0682801, 2.44067, 1.0]]
[[0, -0.442356, -0.452888, 2.91373, 1.0], [1, -0.443564, -0.231976, 2.93501, 1.0], [2, -0.446587, -0.00707315, 2.94936, 1.0], [3, -0.434665, 0.106195, 2.95645, 1.0], [4, -0.575599, -0.0904558, 2.88299, 1.0], [5, -0.669922, 0.00780825, 2.67969, 1.0], [6, -0.700822, 0.140164, 2.50624, 1.0], [7, -0.692069, 0.202114, 2.42033, 1.0], [8, -0.294974, -0.0796261, 2.92245, 1.0], [9, -0.138712, 0.0204615, 2.7152, 1.0], [10, -0.0813851, 0.122053, 2.52191, 1.0], [11, -0.0656569, 0.157401, 2.45699, 1.0], [12, -0.500802, -0.451786, 2.87922, 1.0], [13, -0.523539, -0.242643, 2.66929, 1.0], [14, -0.663147, -0.470843, 2.71662, 1.0], [15, -0.570519, -0.549263, 2.72476, 1.0], [16, -0.375121, -0.445454, 2.89202, 1.0], [17, -0.560612, -0.61387, 2.76369, 1.0], [18, -0.293636, -0.537822, 2.76011, 1.0], [19, -0.239441, -0.50298, 2.64174, 1.0], [20, -0.445929, -0.0629689, 2.94799, 1.0], [21, -0.678525, 0.22617, 2.38442, 1.0], [22, -0.728681, 0.209824, 2.40267, 1.0], [23, -0.0540979, 0.182126, 2.42819, 1.0], [24, -0.0118062, 0.156432, 2.45478, 1.0]]
[[0, -0.430901, -0.437497, 2.89794, 1.0], [1, -0.436617, -0.217425, 2.92747, 1.0], [2, -0.441815, 0.0021579, 2.94671, 1.0], [3, -0.434662, 0.123266, 2.95459, 1.0], [4, -0.575115, -0.0877321, 2.87988, 1.0], [5, -0.672004, 0.0338962, 2.68802, 1.0], [6, -0.701169, 0.187462, 2.54899, 1.0], [7, -0.696129, 0.272497, 2.45438, 1.0], [8, -0.290231, -0.0761698, 2.92144, 1.0], [9, -0.149756, 0.0379466, 2.7438, 1.0], [10, -0.0810832, 0.149257, 2.58286, 1.0], [11, -0.0663419, 0.22802, 2.48287, 1.0], [12, -0.488911, -0.435382, 2.86267, 1.0], [13, -0.458012, -0.180593, 2.70215, 1.0], [14, -0.615706, -0.385238, 2.7518, 1.0], [15, -0.572766, -0.502116, 2.73165, 1.0], [16, -0.36443, -0.431122, 2.8773, 1.0], [17, -0.56, -0.614144, 2.77167, 1.0], [18, -0.219034, -0.557631, 2.8202, 1.0], [19, -0.17749, -0.667236, 2.82617, 1.0], [20, -0.440737, -0.0524942, 2.94409, 1.0], [21, -0.689184, 0.306917, 2.41925, 1.0], [22, -0.740719, 0.279817, 2.43875, 1.0], [23, -0.0637546, 0.263908, 2.45816, 1.0], [24, -0.0050666, 0.234386, 2.4685, 1.0]]
[[0, -0.411865, -0.399748, 2.85465, 1.0], [1, -0.425476, -0.201934, 2.90405, 1.0], [2, -0.437407, 0.00232974, 2.93964, 1.0], [3, -0.433693, 0.127243, 2.94688, 1.0], [4, -0.574074, -0.0782814, 2.87519, 1.0], [5, -0.680061, 0.091542, 2.68277, 1.0], [6, -0.706553, 0.257463, 2.56, 1.0], [7, -0.702095, 0.331719, 2.4944, 1.0], [8, -0.283099, -0.0688258, 2.9109, 1.0], [9, -0.139969, 0.0854785, 2.73641, 1.0], [10, -0.0781314, 0.235942, 2.56056, 1.0], [11, -0.0675542, 0.291204, 2.51434, 1.0], [12, -0.471294, -0.396847, 2.81813, 1.0], [13, -0.194303, -0.28871, 2.78814, 1.0], [14, -0.625598, -0.549896, 2.82059, 1.0], [15, -0.55079, -0.560136, 2.73383, 1.0], [16, -0.344495, -0.394941, 2.83614, 1.0], [17, -0.542874, -0.599279, 2.78873, 1.0], [18, -0.233488, -0.542294, 2.80427, 1.0], [19, -0.286953, -0.592511, 2.72762, 1.0], [20, -0.435034, -0.049874, 2.93385, 1.0], [21, -0.685542, 0.364863, 2.4539, 1.0], [22, -0.757246, 0.355022, 2.47737, 1.0], [23, -0.0585791, 0.320901, 2.49749, 1.0], [24, -0.00378776, 0.312785, 2.518, 1.0]]
[[0, -0.415758, -0.394099, 2.85743, 1.0], [1, -0.426339, -0.19625, 2.90221, 1.0], [2, -0.435121, 0.00427528, 2.93427, 1.0], [3, -0.431856, 0.134342, 2.94139, 1.0], [4, -0.575937, -0.0672224, 2.87421, 1.0], [5, -0.68175, 0.11747, 2.69702, 1.0], [6, -0.705786, 0.32262, 2.57876, 1.0], [7, -0.705642, 0.381179, 2.5434, 1.0], [8, -0.27864, -0.0610376, 2.9102, 1.0], [9, -0.143119, 0.107748, 2.74823, 1.0], [10, -0.0813961, 0.286485, 2.58697, 1.0], [11, -0.0852783, 0.344692, 2.54604, 1.0], [12, -0.475275, -0.39101, 2.82106, 1.0], [13, -0.192984, -0.408232, 2.8402, 1.0], [14, -0.56266, -0.516306, 2.77336, 1.0], [15, -0.465744, -0.528666, 2.7485, 1.0], [16, -0.348054, -0.389189, 2.83692, 1.0], [17, -0.622723, -0.572272, 2.81734, 1.0], [18, -0.274462, -0.489001, 2.78358, 1.0], [19, -0.394299, -0.511689, 2.76426, 1.0], [20, -0.433345, -0.0462325, 2.92864, 1.0], [21, -0.7009, 0.41755, 2.51634, 1.0], [22, -0.750847, 0.37776, 2.54133, 1.0], [23, -0.0849516, 0.380483, 2.52809, 1.0], [24, -0.0337439, 0.336744, 2.53835, 1.0]]
[[0, -0.412199, -0.396292, 2.89322, 1.0], [1, -0.425599, -0.195726, 2.90595, 1.0], [2, -0.433198, 0.00552853, 2.92666, 1.0], [3, -0.430393, 0.1377, 2.93621, 1.0], [4, -0.577135, -0.0517025, 2.87275, 1.0], [5, -0.68444, 0.139086, 2.71543, 1.0], [6, -0.711685, 0.356696, 2.62428, 1.0], [7, -0.71535, 0.42073, 2.58702, 1.0], [8, -0.277177, -0.0468425, 2.90769, 1.0], [9, -0.140672, 0.163408, 2.75477, 1.0], [10, -0.0882565, 0.335875, 2.62064, 1.0], [11, -0.0868799, 0.388988, 2.58376, 1.0], [12, -0.472363, -0.393253, 2.85588, 1.0], [13, -0.191987, -0.405973, 2.8281, 1.0], [14, -0.506073, -0.553424, 2.77995, 1.0], [15, -0.409485, -0.565307, 2.75436, 1.0], [16, -0.343728, -0.391313, 2.87224, 1.0], [17, -0.622806, -0.569437, 2.81826, 1.0], [18, -0.38799, -0.466615, 2.74239, 1.0], [19, -0.506228, -0.49088, 2.72415, 1.0], [20, -0.432028, -0.0451255, 2.92589, 1.0], [21, -0.715061, 0.467885, 2.57255, 1.0], [22, -0.759097, 0.404956, 2.58719, 1.0], [23, -0.0935039, 0.428214, 2.56697, 1.0], [24, -0.0406439, 0.364371, 2.56421, 1.0]]
[[0, -0.408486, -0.405365, 2.92053, 1.0], [1, -0.42228, -0.196504, 2.91442, 1.0], [2, -0.429917, 0.00745687, 2.92054, 1.0], [3, -0.4275, 0.136618, 2.93177, 1.0], [4, -0.578204, -0.048016, 2.87414, 1.0], [5, -0.685853, 0.141769, 2.71977, 1.0], [6, -0.710718, 0.377796, 2.65032, 1.0], [7, -0.718482, 0.454088, 2.62817, 1.0], [8, -0.275456, -0.0382414, 2.90728, 1.0], [9, -0.159159, 0.159358, 2.76572, 1.0], [10, -0.0914305, 0.367589, 2.65741, 1.0], [11, -0.0835348, 0.428695, 2.62573, 1.0], [12, -0.469263, -0.403011, 2.88043, 1.0], [13, -0.272347, -0.534051, 2.69603, 1.0], [14, -0.499282, -0.65298, 2.72299, 1.0], [15, -0.400075, -0.567035, 2.72376, 1.0], [16, -0.339339, -0.399389, 2.90126, 1.0], [17, -0.593481, -0.488545, 2.80951, 1.0], [18, -0.240561, -0.457252, 2.82134, 1.0], [19, -0.361818, -0.47756, 2.78863, 1.0], [20, -0.429486, -0.0439786, 2.92367, 1.0], [21, -0.728997, 0.50649, 2.61903, 1.0], [22, -0.764054, 0.42886, 2.63493, 1.0], [23, -0.0796955, 0.480207, 2.63046, 1.0], [24, -0.0124078, 0.426833, 2.593, 1.0]]
[[0, -0.407385, -0.409204, 2.92081, 1.0], [1, -0.420933, -0.197794, 2.91397, 1.0], [2, -0.428, 0.00802301, 2.91127, 1.0], [3, -0.425335, 0.13596, 2.92186, 1.0], [4, -0.578029, -0.045088, 2.87351, 1.0], [5, -0.685739, 0.196225, 2.7469, 1.0], [6, -0.723224, 0.42479, 2.6805, 1.0], [7, -0.727341, 0.479539, 2.66704, 1.0], [8, -0.275343, -0.0382799, 2.90651, 1.0], [9, -0.159459, 0.162315, 2.76912, 1.0], [10, -0.11797, 0.395156, 2.68566, 1.0], [11, -0.093659, 0.463604, 2.66691, 1.0], [12, -0.466913, -0.407807, 2.88258, 1.0], [13, -0.271387, -0.53173, 2.68881, 1.0], [14, -0.497322, -0.651166, 2.71534, 1.0], [15, -0.399827, -0.566739, 2.72199, 1.0], [16, -0.339318, -0.402641, 2.90101, 1.0], [17, -0.595328, -0.488796, 2.80787, 1.0], [18, -0.243655, -0.458225, 2.82355, 1.0], [19, -0.3644, -0.477449, 2.79043, 1.0], [20, -0.427257, -0.0439165, 2.91671, 1.0], [21, -0.728681, 0.531952, 2.66344, 1.0], [22, -0.777804, 0.465427, 2.6687, 1.0], [23, -0.0939498, 0.5237, 2.6827, 1.0], [24, -0.042298, 0.463611, 2.65533, 1.0]]
[[0, -0.408903, -0.417858, 2.93518, 1.0], [1, -0.422273, -0.200111, 2.92794, 1.0], [2, -0.429132, 0.00859561, 2.91853, 1.0], [3, -0.425373, 0.138495, 2.93078, 1.0], [4, -0.579553, -0.0411679, 2.88187, 1.0], [5, -0.691592, 0.200588, 2.75978, 1.0], [6, -0.720997, 0.440159, 2.69883, 1.0], [7, -0.729448, 0.494378, 2.70192, 1.0], [8, -0.275478, -0.0381589, 2.91402, 1.0], [9, -0.140757, 0.208726, 2.79982, 1.0], [10, -0.0937321, 0.437321, 2.70787, 1.0], [11, -0.0949473, 0.48622, 2.70743, 1.0], [12, -0.468839, -0.413401, 2.89226, 1.0], [13, -0.149074, -0.381261, 2.80519, 1.0], [14, -0.388507, -0.549684, 2.7606, 1.0], [15, -0.296208, -0.547208, 2.76336, 1.0], [16, -0.338815, -0.413254, 2.90925, 1.0], [17, -0.64069, -0.468511, 2.80713, 1.0], [18, -0.238613, -0.467301, 2.82101, 1.0], [19, -0.357441, -0.500254, 2.77403, 1.0], [20, -0.428327, -0.0438126, 2.92532, 1.0], [21, -0.721927, 0.554464, 2.69837, 1.0], [22, -0.77912, 0.495656, 2.6883, 1.0], [23, -0.100795, 0.539898, 2.70681, 1.0], [24, -0.0486894, 0.500333, 2.68688, 1.0]]
