[[0, -0.110718, -0.361453, 2.48089, 1.0], [1, -0.112808, -0.0417113, 2.43314, 1.0], [2, -0.114129, 0.269851, 2.37128, 1.0], [3, -0.106683, 0.417876, 2.33785, 1.0], [4, -0.293113, 0.166297, 2.37889, 1.0], [5, -0.404945, -0.0551099, 2.44256, 1.0], [6, -0.418402, -0.262234, 2.39951, 1.0], [7, -0.418482, -0.327308, 2.37155, 1.0], [8, 0.0636734, 0.161714, 2.37148, 1.0], [9, 0.155591, -0.0535269, 2.38829, 1.0], [10, 0.186491, -0.261482, 2.34643, 1.0], [11, 0.177526, -0.323163, 2.3174, 1.0], [12, -0.190476, -0.354948, 2.44146, 1.0], [13, -0.219014, -0.70393, 2.54907, 1.0], [14, -0.201824, -1.03682, 2.64943, 1.0], [15, -0.222778, -1.09375, 2.57813, 1.0], [16, -0.0276234, -0.357074, 2.44562, 1.0], [17, 0.013946, -0.701997, 2.54729, 1.0], [18, 0.0188301, -1.02109, 2.6398, 1.0], [19, 0.0411072, -1.08789, 2.55859, 1.0], [20, -0.11393, 0.193135, 2.38922, 1.0], [21, -0.425237, -0.384134, 2.34041, 1.0], [22, -0.352176, -0.344857, 2.33727, 1.0], [23, 0.177283, -0.375663, 2.30841, 1.0], [24, 0.221849, -0.316845, 2.29039, 1.0]]
[[0, -0.11067, -0.361377, 2.48087, 1.0], [1, -0.112805, -0.0417094, 2.43313, 1.0], [2, -0.114146, 0.269816, 2.37128, 1.0], [3, -0.106699, 0.417844, 2.33783, 1.0], [4, -0.293221, 0.166054, 2.37888, 1.0], [5, -0.406978, -0.0536596, 2.44255, 1.0], [6, -0.420769, -0.260945, 2.40102, 1.0], [7, -0.426334, -0.323308, 2.36882, 1.0], [8, 0.0636316, 0.161818, 2.37158, 1.0], [9, 0.15584, -0.0537678, 2.38811, 1.0], [10, 0.186791, -0.261106, 2.34623, 1.0], [11, 0.179054, -0.319902, 2.31588, 1.0], [12, -0.190447, -0.354933, 2.44145, 1.0], [13, -0.219015, -0.703492, 2.54864, 1.0], [14, -0.201844, -1.03671, 2.64953, 1.0], [15, -0.222778, -1.09327, 2.57813, 1.0], [16, -0.0275512, -0.35689, 2.44561, 1.0], [17, 0.0133668, -0.703233, 2.5476, 1.0], [18, 0.0191858, -1.02492, 2.64212, 1.0], [19, 0.0411, -1.08789, 2.55867, 1.0], [20, -0.113937, 0.193118, 2.38921, 1.0], [21, -0.451124, -0.373003, 2.32596, 1.0], [22, -0.336311, -0.344877, 2.33793, 1.0], [23, 0.18003, -0.374678, 2.31028, 1.0], [24, 0.100406, -0.338062, 2.29125, 1.0]]
[[0, -0.110562, -0.361353, 2.4809, 1.0], [1, -0.112766, -0.0417526, 2.4331, 1.0], [2, -0.114145, 0.269608, 2.37113, 1.0], [3, -0.106842, 0.417427, 2.33739, 1.0], [4, -0.293283, 0.166096, 2.37888, 1.0], [5, -0.416808, -0.0485165, 2.44836, 1.0], [6, -0.423698, -0.255821, 2.40236, 1.0], [7, -0.435565, -0.318623, 2.37019, 1.0], [8, 0.0634691, 0.162016, 2.37192, 1.0], [9, 0.156523, -0.0529269, 2.38842, 1.0], [10, 0.18762, -0.259122, 2.34627, 1.0], [11, 0.179047, -0.317801, 2.31464, 1.0], [12, -0.190318, -0.35492, 2.44155, 1.0], [13, -0.21906, -0.703414, 2.54838, 1.0], [14, -0.2019, -1.03643, 2.64989, 1.0], [15, -0.222254, -1.09184, 2.57698, 1.0], [16, -0.0274531, -0.356859, 2.44559, 1.0], [17, 0.013302, -0.703265, 2.54767, 1.0], [18, 0.0190296, -1.02484, 2.64171, 1.0], [19, 0.0409897, -1.08789, 2.55877, 1.0], [20, -0.11392, 0.192966, 2.38911, 1.0], [21, -0.423003, -0.361009, 2.34243, 1.0], [22, -0.33897, -0.349389, 2.34283, 1.0], [23, 0.176408, -0.368685, 2.30537, 1.0], [24, 0.100081, -0.337416, 2.29239, 1.0]]
[[0, -0.110349, -0.36117, 2.48087, 1.0], [1, -0.112736, -0.0417543, 2.43308, 1.0], [2, -0.114168, 0.269481, 2.37113, 1.0], [3, -0.107091, 0.416677, 2.33657, 1.0], [4, -0.29349, 0.166449, 2.37886, 1.0], [5, -0.431013, -0.0386595, 2.46109, 1.0], [6, -0.426266, -0.245044, 2.4046, 1.0], [7, -0.439027, -0.316696, 2.37648, 1.0], [8, 0.0633328, 0.162219, 2.37222, 1.0], [9, 0.157543, -0.0510962, 2.38967, 1.0], [10, 0.190229, -0.256656, 2.34486, 1.0], [11, 0.179542, -0.315827, 2.31252, 1.0], [12, -0.190092, -0.3547, 2.4416, 1.0], [13, -0.219057, -0.70355, 2.5483, 1.0], [14, -0.202281, -1.03692, 2.65005, 1.0], [15, -0.222272, -1.09187, 2.57696, 1.0], [16, -0.0272496, -0.356711, 2.44551, 1.0], [17, 0.0134053, -0.702227, 2.54761, 1.0], [18, 0.018696, -1.02493, 2.64171, 1.0], [19, 0.0408528, -1.08802, 2.55889, 1.0], [20, -0.113922, 0.192891, 2.3891, 1.0], [21, -0.403576, -0.374382, 2.34977, 1.0], [22, -0.356999, -0.36964, 2.331, 1.0], [23, 0.183266, -0.362042, 2.29928, 1.0], [24, 0.100313, -0.337809, 2.29081, 1.0]]
[[0, -0.110027, -0.361242, 2.48101, 1.0], [1, -0.112649, -0.0418846, 2.433, 1.0], [2, -0.114263, 0.269098, 2.37072, 1.0], [3, -0.107564, 0.415253, 2.33402, 1.0], [4, -0.29356, 0.16691, 2.37841, 1.0], [5, -0.434292, -0.0350212, 2.46076, 1.0], [6, -0.435192, -0.243686, 2.4179, 1.0], [7, -0.434605, -0.312149, 2.39112, 1.0], [8, 0.0632816, 0.162619, 2.37252, 1.0], [9, 0.158448, -0.0491126, 2.38978, 1.0], [10, 0.190959, -0.254942, 2.34547, 1.0], [11, 0.179299, -0.31393, 2.30999, 1.0], [12, -0.189785, -0.354773, 2.44173, 1.0], [13, -0.218721, -0.70262, 2.54645, 1.0], [14, -0.20235, -1.03663, 2.65034, 1.0], [15, -0.222598, -1.09134, 2.57634, 1.0], [16, -0.0269277, -0.356787, 2.44566, 1.0], [17, 0.0133347, -0.701638, 2.54734, 1.0], [18, 0.0181981, -1.02482, 2.64216, 1.0], [19, 0.0402351, -1.08706, 2.55947, 1.0], [20, -0.11395, 0.192588, 2.3888, 1.0], [21, -0.402151, -0.390761, 2.34344, 1.0], [22, -0.350995, -0.38234, 2.3288, 1.0], [23, 0.178088, -0.361431, 2.29925, 1.0], [24, 0.100241, -0.337505, 2.2876, 1.0]]
[[0, -0.109842, -0.361271, 2.48119, 1.0], [1, -0.11264, -0.0419221, 2.43298, 1.0], [2, -0.114443, 0.268922, 2.37041, 1.0], [3, -0.107646, 0.414441, 2.33256, 1.0], [4, -0.29368, 0.167079, 2.3783, 1.0], [5, -0.437133, -0.0149309, 2.45258, 1.0], [6, -0.435317, -0.228275, 2.4423, 1.0], [7, -0.43109, -0.293271, 2.43346, 1.0], [8, 0.063094, 0.162841, 2.37346, 1.0], [9, 0.159132, -0.0492892, 2.39007, 1.0], [10, 0.191035, -0.254125, 2.34539, 1.0], [11, 0.180133, -0.315739, 2.30897, 1.0], [12, -0.189611, -0.35479, 2.4419, 1.0], [13, -0.218707, -0.702674, 2.54622, 1.0], [14, -0.2024, -1.03655, 2.65038, 1.0], [15, -0.222503, -1.09094, 2.57632, 1.0], [16, -0.0267414, -0.356834, 2.44586, 1.0], [17, 0.013102, -0.702512, 2.54875, 1.0], [18, 0.0191409, -1.02964, 2.64388, 1.0], [19, 0.0402504, -1.08723, 2.55942, 1.0], [20, -0.114059, 0.192451, 2.3886, 1.0], [21, -0.38935, -0.402037, 2.34885, 1.0], [22, -0.404025, -0.290817, 2.382, 1.0], [23, 0.169222, -0.368962, 2.30749, 1.0], [24, 0.0935652, -0.341569, 2.28616, 1.0]]
[[0, -0.109467, -0.361041, 2.48141, 1.0], [1, -0.112621, -0.0419414, 2.43291, 1.0], [2, -0.114808, 0.268523, 2.36975, 1.0], [3, -0.107736, 0.41378, 2.33128, 1.0], [4, -0.294074, 0.167167, 2.37763, 1.0], [5, -0.438282, -0.00849351, 2.45314, 1.0], [6, -0.420732, -0.212685, 2.48257, 1.0], [7, -0.42092, -0.262625, 2.48047, 1.0], [8, 0.0630049, 0.16282, 2.37354, 1.0], [9, 0.159395, -0.0482404, 2.39109, 1.0], [10, 0.190858, -0.25201, 2.34555, 1.0], [11, 0.181826, -0.314465, 2.30731, 1.0], [12, -0.189272, -0.354567, 2.44201, 1.0], [13, -0.218385, -0.702182, 2.54555, 1.0], [14, -0.203394, -1.03699, 2.65218, 1.0], [15, -0.223734, -1.09123, 2.57598, 1.0], [16, -0.0263342, -0.35661, 2.44623, 1.0], [17, 0.0132294, -0.702169, 2.54878, 1.0], [18, 0.0185102, -1.02956, 2.64362, 1.0], [19, 0.0395997, -1.08771, 2.55905, 1.0], [20, -0.114274, 0.192183, 2.38814, 1.0], [21, -0.431356, -0.313905, 2.50292, 1.0], [22, -0.389184, -0.278922, 2.45278, 1.0], [23, 0.171124, -0.367986, 2.30318, 1.0], [24, 0.0992487, -0.340892, 2.28061, 1.0]]
[[0, -0.109192, -0.360519, 2.4814, 1.0], [1, -0.112595, -0.0419266, 2.4325, 1.0], [2, -0.11521, 0.267788, 2.36817, 1.0], [3, -0.107709, 0.412889, 2.32939, 1.0], [4, -0.294867, 0.16769, 2.37437, 1.0], [5, -0.437045, -0.00280259, 2.45282, 1.0], [6, -0.411357, -0.199951, 2.51442, 1.0], [7, -0.396375, -0.244994, 2.52737, 1.0], [8, 0.062552, 0.163056, 2.37429, 1.0], [9, 0.159447, -0.0482127, 2.39112, 1.0], [10, 0.191165, -0.250941, 2.34518, 1.0], [11, 0.184676, -0.312988, 2.3052, 1.0], [12, -0.188961, -0.353994, 2.44167, 1.0], [13, -0.218029, -0.702285, 2.54467, 1.0], [14, -0.203347, -1.03698, 2.6522, 1.0], [15, -0.224377, -1.09088, 2.57513, 1.0], [16, -0.0260348, -0.356026, 2.44659, 1.0], [17, 0.0131, -0.70174, 2.54926, 1.0], [18, 0.0183651, -1.03064, 2.64461, 1.0], [19, 0.0389811, -1.08773, 2.55848, 1.0], [20, -0.114546, 0.19169, 2.3869, 1.0], [21, -0.409686, -0.296189, 2.54952, 1.0], [22, -0.366602, -0.270873, 2.50527, 1.0], [23, 0.180975, -0.361444, 2.2934, 1.0], [24, 0.0995124, -0.338123, 2.28289, 1.0]]
[[0, -0.109273, -0.360417, 2.48157, 1.0], [1, -0.11275, -0.042053, 2.43228, 1.0], [2, -0.115729, 0.26713, 2.36702, 1.0], [3, -0.107557, 0.412254, 2.32785, 1.0], [4, -0.294649, 0.168031, 2.36977, 1.0], [5, -0.43207, -0.000485839, 2.45886, 1.0], [6, -0.370654, -0.193583, 2.56895, 1.0], [7, -0.362618, -0.234706, 2.5795, 1.0], [8, 0.0620392, 0.163384, 2.37592, 1.0], [9, 0.159386, -0.0478848, 2.39166, 1.0], [10, 0.191529, -0.249663, 2.34469, 1.0], [11, 0.1853, -0.314347, 2.30361, 1.0], [12, -0.188989, -0.353954, 2.44165, 1.0], [13, -0.217843, -0.702424, 2.54435, 1.0], [14, -0.203321, -1.03662, 2.65228, 1.0], [15, -0.223627, -1.08916, 2.57365, 1.0], [16, -0.0262002, -0.355864, 2.44724, 1.0], [17, 0.0128218, -0.701754, 2.5496, 1.0], [18, 0.0174728, -1.03177, 2.64652, 1.0], [19, 0.0387675, -1.0876, 2.55849, 1.0], [20, -0.114994, 0.191159, 2.38601, 1.0], [21, -0.351007, -0.266885, 2.58778, 1.0], [22, -0.335875, -0.233028, 2.56342, 1.0], [23, 0.176456, -0.37005, 2.31361, 1.0], [24, 0.105235, -0.336306, 2.27564, 1.0]]
[[0, -0.109283, -0.360371, 2.48152, 1.0], [1, -0.11287, -0.0422074, 2.43154, 1.0], [2, -0.115974, 0.266576, 2.3651, 1.0], [3, -0.107443, 0.411615, 2.32582, 1.0], [4, -0.293672, 0.168947, 2.36539, 1.0], [5, -0.414415, -0.000635352, 2.47609, 1.0], [6, -0.354979, -0.161511, 2.57987, 1.0], [7, -0.345724, -0.18676, 2.59983, 1.0], [8, 0.0610657, 0.163925, 2.37723, 1.0], [9, 0.159141, -0.0478626, 2.39208, 1.0], [10, 0.191961, -0.24882, 2.34353, 1.0], [11, 0.185207, -0.311191, 2.30106, 1.0], [12, -0.188999, -0.35402, 2.44125, 1.0], [13, -0.217706, -0.701679, 2.54314, 1.0], [14, -0.203308, -1.03696, 2.65218, 1.0], [15, -0.225718, -1.09169, 2.57223, 1.0], [16, -0.0262839, -0.355533, 2.44755, 1.0], [17, 0.0126278, -0.701537, 2.5499, 1.0], [18, 0.0181271, -1.03206, 2.64582, 1.0], [19, 0.0388239, -1.08763, 2.55882, 1.0], [20, -0.115234, 0.190684, 2.38435, 1.0], [21, -0.348192, -0.24106, 2.63, 1.0], [22, -0.328988, -0.163565, 2.559, 1.0], [23, 0.181042, -0.361801, 2.29528, 1.0], [24, 0.110576, -0.333921, 2.26985, 1.0]]
[[0, -0.109381, -0.360319, 2.4815, 1.0], [1, -0.113227, -0.0422977, 2.43098, 1.0], [2, -0.116636, 0.266366, 2.36377, 1.0], [3, -0.107171, 0.410832, 2.32376, 1.0], [4, -0.291808, 0.169877, 2.36279, 1.0], [5, -0.403835, -0.00104266, 2.48647, 1.0], [6, -0.343798, -0.154971, 2.59856, 1.0], [7, -0.345102, -0.149535, 2.60353, 1.0], [8, 0.0599381, 0.164392, 2.37824, 1.0], [9, 0.158103, -0.0476228, 2.39357, 1.0], [10, 0.191763, -0.247934, 2.34328, 1.0], [11, 0.184598, -0.311192, 2.29786, 1.0], [12, -0.189151, -0.354037, 2.44085, 1.0], [13, -0.217368, -0.70191, 2.54234, 1.0], [14, -0.203726, -1.03675, 2.65209, 1.0], [15, -0.22568, -1.0912, 2.57204, 1.0], [16, -0.0265812, -0.355313, 2.44815, 1.0], [17, 0.0121392, -0.701468, 2.55023, 1.0], [18, 0.0171639, -1.03204, 2.64549, 1.0], [19, 0.0386335, -1.0879, 2.55897, 1.0], [20, -0.115846, 0.190479, 2.38319, 1.0], [21, -0.341461, -0.163588, 2.61062, 1.0], [22, -0.334937, -0.14812, 2.5695, 1.0], [23, 0.17902, -0.361008, 2.29548, 1.0], [24, 0.110481, -0.333643, 2.26792, 1.0]]
