[[0, -0.201439, -0.254663, 2.50158, 1.0], [1, -0.191402, 0.0862771, 2.45138, 1.0], [2, -0.180386, 0.416971, 2.38642, 1.0], [3, -0.174713, 0.578388, 2.32797, 1.0], [4, -0.385227, 0.310433, 2.40342, 1.0], [5, -0.471596, 0.0455223, 2.42918, 1.0], [6, -0.514169, -0.238334, 2.42182, 1.0], [7, -0.509827, -0.308115, 2.40486, 1.0], [8, 0.0104795, 0.299557, 2.39245, 1.0], [9, 0.0861883, 0.0226019, 2.39863, 1.0], [10, 0.13367, -0.244752, 2.35397, 1.0], [11, 0.133583, -0.312026, 2.33267, 1.0], [12, -0.288604, -0.248034, 2.46522, 1.0], [13, -0.326181, -0.650369, 2.58554, 1.0], [14, -0.363774, -1.02451, 2.7142, 1.0], [15, -0.39093, -1.09555, 2.62184, 1.0], [16, -0.107803, -0.253152, 2.45795, 1.0], [17, -0.0247356, -0.665013, 2.56043, 1.0], [18, 0.0390805, -1.03076, 2.6675, 1.0], [19, 0.0559168, -1.07826, 2.58511, 1.0], [20, -0.183316, 0.335775, 2.40522, 1.0], [21, -0.500053, -0.373383, 2.41262, 1.0], [22, -0.443816, -0.336309, 2.36737, 1.0], [23, 0.12811, -0.37812, 2.33179, 1.0], [24, 0.173343, -0.317983, 2.29968, 1.0]]
[[0, -0.201434, -0.254247, 2.50111, 1.0], [1, -0.191386, 0.08636, 2.45125, 1.0], [2, -0.180378, 0.41696, 2.3864, 1.0], [3, -0.174718, 0.578378, 2.32793, 1.0], [4, -0.385256, 0.310441, 2.40331, 1.0], [5, -0.471743, 0.0452284, 2.429, 1.0], [6, -0.514291, -0.238354, 2.42149, 1.0], [7, -0.510469, -0.3071, 2.40193, 1.0], [8, 0.0104832, 0.299559, 2.39241, 1.0], [9, 0.0863637, 0.0226274, 2.39849, 1.0], [10, 0.133569, -0.244772, 2.35385, 1.0], [11, 0.131749, -0.312328, 2.33217, 1.0], [12, -0.288599, -0.247625, 2.46478, 1.0], [13, -0.326399, -0.650172, 2.58514, 1.0], [14, -0.363743, -1.02468, 2.71419, 1.0], [15, -0.391073, -1.09551, 2.62166, 1.0], [16, -0.107798, -0.252741, 2.4575, 1.0], [17, -0.0246211, -0.665037, 2.5603, 1.0], [18, 0.0389161, -1.03067, 2.66714, 1.0], [19, 0.0561776, -1.07847, 2.58535, 1.0], [20, -0.183308, 0.335772, 2.40519, 1.0], [21, -0.493414, -0.375092, 2.41104, 1.0], [22, -0.443817, -0.335672, 2.36546, 1.0], [23, 0.133872, -0.373099, 2.32877, 1.0], [24, 0.173257, -0.302507, 2.31091, 1.0]]
[[0, -0.20144, -0.254173, 2.50108, 1.0], [1, -0.191389, 0.0864272, 2.45126, 1.0], [2, -0.180377, 0.417033, 2.38649, 1.0], [3, -0.174756, 0.578391, 2.32794, 1.0], [4, -0.385328, 0.310452, 2.40341, 1.0], [5, -0.471835, 0.0452275, 2.4289, 1.0], [6, -0.514754, -0.237978, 2.42105, 1.0], [7, -0.511398, -0.307349, 2.40267, 1.0], [8, 0.0104733, 0.299567, 2.39243, 1.0], [9, 0.0864386, 0.0226649, 2.39859, 1.0], [10, 0.133428, -0.244598, 2.35386, 1.0], [11, 0.12975, -0.312594, 2.33462, 1.0], [12, -0.288605, -0.247556, 2.46474, 1.0], [13, -0.326424, -0.650188, 2.58515, 1.0], [14, -0.363476, -1.02491, 2.71418, 1.0], [15, -0.39109, -1.09563, 2.6216, 1.0], [16, -0.107805, -0.252666, 2.45747, 1.0], [17, -0.0245842, -0.665004, 2.5603, 1.0], [18, 0.0393496, -1.03131, 2.66743, 1.0], [19, 0.0565543, -1.07875, 2.58511, 1.0], [20, -0.183309, 0.335842, 2.40525, 1.0], [21, -0.503175, -0.37138, 2.40418, 1.0], [22, -0.443686, -0.334597, 2.36863, 1.0], [23, 0.129776, -0.37325, 2.32967, 1.0], [24, 0.172562, -0.306537, 2.31192, 1.0]]
[[0, -0.201411, -0.253922, 2.50095, 1.0], [1, -0.19142, 0.0865662, 2.4513, 1.0], [2, -0.180507, 0.417154, 2.38681, 1.0], [3, -0.174788, 0.578363, 2.32801, 1.0], [4, -0.385532, 0.310624, 2.40355, 1.0], [5, -0.472083, 0.0452373, 2.42857, 1.0], [6, -0.515377, -0.238357, 2.42064, 1.0], [7, -0.512638, -0.308537, 2.40092, 1.0], [8, 0.0104633, 0.299439, 2.39275, 1.0], [9, 0.0864776, 0.0222761, 2.39901, 1.0], [10, 0.13337, -0.244666, 2.35386, 1.0], [11, 0.129796, -0.312436, 2.33546, 1.0], [12, -0.288568, -0.24715, 2.4645, 1.0], [13, -0.326474, -0.650174, 2.58508, 1.0], [14, -0.363665, -1.0251, 2.71491, 1.0], [15, -0.391045, -1.09552, 2.62162, 1.0], [16, -0.107785, -0.252535, 2.45743, 1.0], [17, -0.024559, -0.665003, 2.56022, 1.0], [18, 0.0391886, -1.03127, 2.66755, 1.0], [19, 0.056554, -1.07868, 2.58517, 1.0], [20, -0.183403, 0.335969, 2.40548, 1.0], [21, -0.498432, -0.371494, 2.40572, 1.0], [22, -0.44382, -0.334455, 2.36825, 1.0], [23, 0.132095, -0.373889, 2.33441, 1.0], [24, 0.172848, -0.308998, 2.31611, 1.0]]
[[0, -0.201333, -0.253595, 2.50082, 1.0], [1, -0.191526, 0.086762, 2.45135, 1.0], [2, -0.180943, 0.417321, 2.38718, 1.0], [3, -0.174814, 0.578382, 2.32802, 1.0], [4, -0.38554, 0.310647, 2.40354, 1.0], [5, -0.472532, 0.0445409, 2.42839, 1.0], [6, -0.515554, -0.23828, 2.42016, 1.0], [7, -0.512314, -0.309153, 2.39837, 1.0], [8, 0.0103932, 0.299454, 2.39281, 1.0], [9, 0.0864693, 0.0222456, 2.39906, 1.0], [10, 0.132888, -0.244959, 2.35408, 1.0], [11, 0.128887, -0.312211, 2.33414, 1.0], [12, -0.288494, -0.24682, 2.46438, 1.0], [13, -0.326675, -0.652457, 2.58557, 1.0], [14, -0.363405, -1.0254, 2.71501, 1.0], [15, -0.391118, -1.09567, 2.62155, 1.0], [16, -0.107707, -0.252228, 2.4573, 1.0], [17, -0.0243293, -0.664693, 2.55982, 1.0], [18, 0.0390151, -1.03081, 2.66734, 1.0], [19, 0.0567435, -1.07841, 2.58525, 1.0], [20, -0.183729, 0.336149, 2.40574, 1.0], [21, -0.496786, -0.374863, 2.4097, 1.0], [22, -0.443491, -0.3346, 2.36737, 1.0], [23, 0.129202, -0.37381, 2.33061, 1.0], [24, 0.169652, -0.300211, 2.31303, 1.0]]
[[0, -0.201265, -0.253766, 2.501, 1.0], [1, -0.191586, 0.086696, 2.45153, 1.0], [2, -0.181148, 0.41731, 2.38742, 1.0], [3, -0.174843, 0.578373, 2.32798, 1.0], [4, -0.38579, 0.310976, 2.4037, 1.0], [5, -0.472686, 0.0444956, 2.42815, 1.0], [6, -0.515872, -0.238311, 2.41972, 1.0], [7, -0.513507, -0.308671, 2.39736, 1.0], [8, 0.0102513, 0.299563, 2.3931, 1.0], [9, 0.0864227, 0.0222115, 2.3993, 1.0], [10, 0.132301, -0.245228, 2.35456, 1.0], [11, 0.128453, -0.312689, 2.33409, 1.0], [12, -0.288454, -0.246908, 2.46441, 1.0], [13, -0.326673, -0.653667, 2.58555, 1.0], [14, -0.36337, -1.0254, 2.71505, 1.0], [15, -0.390636, -1.09566, 2.62115, 1.0], [16, -0.107605, -0.252526, 2.45777, 1.0], [17, -0.0242223, -0.664524, 2.55986, 1.0], [18, 0.0388773, -1.03087, 2.66747, 1.0], [19, 0.056916, -1.07849, 2.58542, 1.0], [20, -0.183895, 0.336123, 2.40597, 1.0], [21, -0.49783, -0.371979, 2.40058, 1.0], [22, -0.443163, -0.333975, 2.3661, 1.0], [23, 0.129025, -0.373352, 2.32775, 1.0], [24, 0.152019, -0.314539, 2.28834, 1.0]]
[[0, -0.201176, -0.253863, 2.50103, 1.0], [1, -0.191558, 0.0866747, 2.4516, 1.0], [2, -0.181154, 0.417333, 2.38759, 1.0], [3, -0.174958, 0.578359, 2.32802, 1.0], [4, -0.385848, 0.311035, 2.40369, 1.0], [5, -0.47385, 0.0437931, 2.42831, 1.0], [6, -0.516472, -0.238332, 2.41891, 1.0], [7, -0.513546, -0.309569, 2.39473, 1.0], [8, 0.0102028, 0.299612, 2.39331, 1.0], [9, 0.0863786, 0.0221713, 2.39984, 1.0], [10, 0.131957, -0.244988, 2.35468, 1.0], [11, 0.129021, -0.311416, 2.33404, 1.0], [12, -0.288362, -0.247009, 2.46434, 1.0], [13, -0.32678, -0.653431, 2.58555, 1.0], [14, -0.363331, -1.02531, 2.7151, 1.0], [15, -0.39065, -1.09568, 2.62107, 1.0], [16, -0.10749, -0.25265, 2.4579, 1.0], [17, -0.0244453, -0.656612, 2.55692, 1.0], [18, 0.0384898, -1.03067, 2.66747, 1.0], [19, 0.0583154, -1.07925, 2.58661, 1.0], [20, -0.183892, 0.336132, 2.40611, 1.0], [21, -0.497157, -0.373143, 2.40755, 1.0], [22, -0.444157, -0.332382, 2.36322, 1.0], [23, 0.135306, -0.370276, 2.3259, 1.0], [24, 0.171717, -0.301282, 2.31895, 1.0]]
[[0, -0.201116, -0.25387, 2.50104, 1.0], [1, -0.191561, 0.0866768, 2.45161, 1.0], [2, -0.181226, 0.417337, 2.38761, 1.0], [3, -0.174993, 0.578391, 2.3281, 1.0], [4, -0.385903, 0.311236, 2.40367, 1.0], [5, -0.47426, 0.043657, 2.42726, 1.0], [6, -0.516963, -0.238517, 2.41727, 1.0], [7, -0.513177, -0.308962, 2.39363, 1.0], [8, 0.0101983, 0.299656, 2.39335, 1.0], [9, 0.0862824, 0.0219761, 2.40004, 1.0], [10, 0.131787, -0.245073, 2.35464, 1.0], [11, 0.128513, -0.312278, 2.33397, 1.0], [12, -0.288295, -0.247006, 2.4643, 1.0], [13, -0.326526, -0.652937, 2.58533, 1.0], [14, -0.363323, -1.02529, 2.71513, 1.0], [15, -0.390673, -1.09575, 2.62103, 1.0], [16, -0.107403, -0.252673, 2.458, 1.0], [17, -0.0236335, -0.658386, 2.55807, 1.0], [18, 0.0383391, -1.03074, 2.6676, 1.0], [19, 0.0583609, -1.07909, 2.58686, 1.0], [20, -0.183941, 0.336136, 2.40613, 1.0], [21, -0.488163, -0.373832, 2.40155, 1.0], [22, -0.441136, -0.331793, 2.36502, 1.0], [23, 0.128531, -0.372985, 2.32923, 1.0], [24, 0.167911, -0.302804, 2.31256, 1.0]]
[[0, -0.201028, -0.253844, 2.50112, 1.0], [1, -0.191463, 0.0868098, 2.45175, 1.0], [2, -0.181111, 0.417603, 2.38784, 1.0], [3, -0.175078, 0.578742, 2.32835, 1.0], [4, -0.385989, 0.311491, 2.40349, 1.0], [5, -0.474427, 0.0435178, 2.42689, 1.0], [6, -0.517346, -0.23848, 2.41663, 1.0], [7, -0.512949, -0.308394, 2.39233, 1.0], [8, 0.0101718, 0.299788, 2.39356, 1.0], [9, 0.0863328, 0.022154, 2.40022, 1.0], [10, 0.131731, -0.245066, 2.35469, 1.0], [11, 0.1289, -0.310869, 2.33494, 1.0], [12, -0.288229, -0.246978, 2.4643, 1.0], [13, -0.326064, -0.652477, 2.58536, 1.0], [14, -0.363188, -1.02572, 2.71543, 1.0], [15, -0.390761, -1.09597, 2.62092, 1.0], [16, -0.10728, -0.252645, 2.45819, 1.0], [17, -0.0231877, -0.653803, 2.55639, 1.0], [18, 0.0383002, -1.0307, 2.66768, 1.0], [19, 0.0596834, -1.07999, 2.58741, 1.0], [20, -0.183833, 0.336367, 2.40634, 1.0], [21, -0.49195, -0.374607, 2.40559, 1.0], [22, -0.442915, -0.333476, 2.36507, 1.0], [23, 0.133759, -0.368921, 2.32841, 1.0], [24, 0.168231, -0.302151, 2.31194, 1.0]]
[[0, -0.200907, -0.253714, 2.50124, 1.0], [1, -0.191443, 0.0868771, 2.4518, 1.0], [2, -0.181126, 0.417622, 2.38785, 1.0], [3, -0.175102, 0.578801, 2.32837, 1.0], [4, -0.386005, 0.311671, 2.40335, 1.0], [5, -0.474561, 0.0436643, 2.42625, 1.0], [6, -0.51752, -0.238311, 2.41574, 1.0], [7, -0.511947, -0.308157, 2.38949, 1.0], [8, 0.0101658, 0.299832, 2.39358, 1.0], [9, 0.0863245, 0.0222002, 2.40023, 1.0], [10, 0.131685, -0.244978, 2.35465, 1.0], [11, 0.12932, -0.311022, 2.3344, 1.0], [12, -0.288165, -0.24703, 2.46435, 1.0], [13, -0.325203, -0.651135, 2.58539, 1.0], [14, -0.363126, -1.02567, 2.71538, 1.0], [15, -0.390639, -1.0959, 2.62058, 1.0], [16, -0.107027, -0.252033, 2.45847, 1.0], [17, -0.0223425, -0.654891, 2.55709, 1.0], [18, 0.0379062, -1.03052, 2.66766, 1.0], [19, 0.0596805, -1.07996, 2.58736, 1.0], [20, -0.183844, 0.336395, 2.40636, 1.0], [21, -0.492902, -0.371954, 2.39563, 1.0], [22, -0.440111, -0.330638, 2.36218, 1.0], [23, 0.129053, -0.372259, 2.32828, 1.0], [24, 0.169961, -0.30493, 2.31143, 1.0]]
[[0, -0.200628, -0.25355, 2.50136, 1.0], [1, -0.19143, 0.0869666, 2.45185, 1.0], [2, -0.181286, 0.417718, 2.38788, 1.0], [3, -0.175079, 0.578872, 2.32838, 1.0], [4, -0.38593, 0.311659, 2.40325, 1.0], [5, -0.474671, 0.0444148, 2.42554, 1.0], [6, -0.517777, -0.238179, 2.41505, 1.0], [7, -0.512922, -0.307989, 2.38914, 1.0], [8, 0.0101645, 0.299868, 2.39358, 1.0], [9, 0.0863343, 0.0222552, 2.40024, 1.0], [10, 0.131713, -0.244884, 2.35462, 1.0], [11, 0.130152, -0.310951, 2.33297, 1.0], [12, -0.287898, -0.24714, 2.4645, 1.0], [13, -0.32515, -0.651068, 2.5855, 1.0], [14, -0.363165, -1.02604, 2.71506, 1.0], [15, -0.390907, -1.09636, 2.62035, 1.0], [16, -0.106646, -0.251432, 2.45856, 1.0], [17, -0.0215128, -0.656141, 2.55809, 1.0], [18, 0.0377497, -1.0304, 2.66778, 1.0], [19, 0.0602353, -1.08033, 2.58766, 1.0], [20, -0.183946, 0.336484, 2.40639, 1.0], [21, -0.486588, -0.372327, 2.39263, 1.0], [22, -0.443715, -0.330373, 2.354, 1.0], [23, 0.127432, -0.372269, 2.32598, 1.0], [24, 0.171731, -0.306476, 2.31186, 1.0]]
