[[0, -0.387372, -0.4937, 2.22874, 1.0], [1, -0.379, -0.211387, 2.07663, 1.0], [2, -0.36766, 0.0658514, 1.91082, 1.0], [3, -0.389981, 0.179669, 1.85071, 1.0], [4, -0.547895, 0.0116732, 1.92165, 1.0], [5, -0.653316, -0.0891903, 1.79525, 1.0], [6, -0.714016, -0.15698, 1.63684, 1.0], [7, -0.735819, -0.199874, 1.5641, 1.0], [8, -0.221666, 0.0197804, 1.89892, 1.0], [9, -0.146537, -0.0531133, 1.74847, 1.0], [10, -0.127862, -0.147934, 1.59283, 1.0], [11, -0.124789, -0.185006, 1.52601, 1.0], [12, -0.455455, -0.487551, 2.20131, 1.0], [13, -0.492748, -0.763286, 2.20416, 1.0], [14, -0.446006, -1.12764, 2.33052, 1.0], [15, -0.489327, -1.18671, 2.25808, 1.0], [16, -0.306973, -0.484217, 2.18562, 1.0], [17, -0.233944, -0.767266, 2.16769, 1.0], [18, -0.1998, -1.13096, 2.29758, 1.0], [19, -0.182142, -1.18325, 2.24522, 1.0], [20, -0.371019, -0.00261147, 1.95471, 1.0], [21, -0.724974, -0.227509, 1.44733, 1.0], [22, -0.708209, -0.230759, 1.4354, 1.0], [23, -0.120775, -0.212827, 1.41253, 1.0], [24, -0.130667, -0.20556, 1.394, 1.0]]
[[0, -0.387711, -0.49275, 2.22799, 1.0], [1, -0.37904, -0.211376, 2.07635, 1.0], [2, -0.367644, 0.0651083, 1.91062, 1.0], [3, -0.389876, 0.178573, 1.85022, 1.0], [4, -0.547783, 0.0115159, 1.9216, 1.0], [5, -0.653154, -0.0896362, 1.7952, 1.0], [6, -0.714158, -0.161492, 1.6353, 1.0], [7, -0.73686, -0.256488, 1.4541, 1.0], [8, -0.221646, 0.0196783, 1.89882, 1.0], [9, -0.134295, -0.0903882, 1.71244, 1.0], [10, -0.126847, -0.19118, 1.50761, 1.0], [11, -0.159191, -0.252111, 1.36997, 1.0], [12, -0.455899, -0.486383, 2.19978, 1.0], [13, -0.492719, -0.763088, 2.2041, 1.0], [14, -0.446287, -1.12723, 2.33047, 1.0], [15, -0.486211, -1.18731, 2.25762, 1.0], [16, -0.307268, -0.483397, 2.18543, 1.0], [17, -0.234119, -0.766959, 2.16762, 1.0], [18, -0.199837, -1.12712, 2.29522, 1.0], [19, -0.181087, -1.17964, 2.24648, 1.0], [20, -0.371028, -0.00304581, 1.95448, 1.0], [21, -0.733534, -0.271717, 1.41767, 1.0], [22, -0.647309, -0.25936, 1.41169, 1.0], [23, -0.203461, -0.290867, 1.35378, 1.0], [24, -0.229695, -0.26158, 1.36292, 1.0]]
[[0, -0.387865, -0.49231, 2.22726, 1.0], [1, -0.379182, -0.211732, 2.07593, 1.0], [2, -0.368012, 0.0625916, 1.91053, 1.0], [3, -0.389814, 0.175322, 1.8498, 1.0], [4, -0.547726, 0.0113041, 1.92149, 1.0], [5, -0.652788, -0.0928657, 1.79513, 1.0], [6, -0.713915, -0.167371, 1.63543, 1.0], [7, -0.737685, -0.265836, 1.45869, 1.0], [8, -0.221521, 0.0193692, 1.89859, 1.0], [9, -0.132263, -0.0942484, 1.70817, 1.0], [10, -0.176191, -0.201601, 1.50525, 1.0], [11, -0.176294, -0.263973, 1.37333, 1.0], [12, -0.456095, -0.485878, 2.19867, 1.0], [13, -0.492693, -0.763084, 2.20401, 1.0], [14, -0.446208, -1.12735, 2.33053, 1.0], [15, -0.482931, -1.18876, 2.26056, 1.0], [16, -0.30739, -0.483074, 2.1851, 1.0], [17, -0.233876, -0.76729, 2.16734, 1.0], [18, -0.19979, -1.12758, 2.29499, 1.0], [19, -0.180076, -1.17825, 2.24494, 1.0], [20, -0.371337, -0.0048681, 1.95424, 1.0], [21, -0.73286, -0.28352, 1.42152, 1.0], [22, -0.646517, -0.266801, 1.41891, 1.0], [23, -0.204409, -0.302824, 1.35722, 1.0], [24, -0.260596, -0.268117, 1.3656, 1.0]]
[[0, -0.387911, -0.491775, 2.22645, 1.0], [1, -0.378694, -0.212779, 2.07514, 1.0], [2, -0.365571, 0.0568791, 1.90971, 1.0], [3, -0.388864, 0.169135, 1.84944, 1.0], [4, -0.547516, 0.0102757, 1.92139, 1.0], [5, -0.652097, -0.0982325, 1.7947, 1.0], [6, -0.713362, -0.173817, 1.6369, 1.0], [7, -0.737333, -0.27425, 1.46292, 1.0], [8, -0.221349, 0.018734, 1.89821, 1.0], [9, -0.131294, -0.0988358, 1.70729, 1.0], [10, -0.126943, -0.227115, 1.50795, 1.0], [11, -0.165485, -0.271873, 1.37459, 1.0], [12, -0.456151, -0.485372, 2.19758, 1.0], [13, -0.492663, -0.763407, 2.20369, 1.0], [14, -0.445911, -1.12658, 2.33066, 1.0], [15, -0.480541, -1.18682, 2.26169, 1.0], [16, -0.307459, -0.482574, 2.1847, 1.0], [17, -0.231106, -0.776138, 2.16722, 1.0], [18, -0.199273, -1.12868, 2.29496, 1.0], [19, -0.178886, -1.17765, 2.24163, 1.0], [20, -0.369502, -0.00922722, 1.95339, 1.0], [21, -0.733386, -0.291034, 1.4236, 1.0], [22, -0.652469, -0.272427, 1.42467, 1.0], [23, -0.204273, -0.310786, 1.36102, 1.0], [24, -0.250721, -0.27592, 1.36589, 1.0]]
[[0, -0.388361, -0.490275, 2.22685, 1.0], [1, -0.379747, -0.202804, 2.06347, 1.0], [2, -0.368529, 0.0873356, 1.87136, 1.0], [3, -0.391802, 0.19135, 1.82292, 1.0], [4, -0.547439, 0.00880196, 1.92235, 1.0], [5, -0.652487, -0.104786, 1.79344, 1.0], [6, -0.71243, -0.179828, 1.63955, 1.0], [7, -0.735939, -0.282191, 1.46829, 1.0], [8, -0.221316, 0.0177692, 1.89878, 1.0], [9, -0.131216, -0.100431, 1.70909, 1.0], [10, -0.126344, -0.230211, 1.50759, 1.0], [11, -0.165445, -0.280712, 1.37771, 1.0], [12, -0.456511, -0.483987, 2.19741, 1.0], [13, -0.493065, -0.763644, 2.20303, 1.0], [14, -0.446271, -1.12483, 2.32971, 1.0], [15, -0.480183, -1.18636, 2.26086, 1.0], [16, -0.307821, -0.480878, 2.18495, 1.0], [17, -0.230865, -0.775561, 2.16688, 1.0], [18, -0.199243, -1.12863, 2.29505, 1.0], [19, -0.178754, -1.1769, 2.24068, 1.0], [20, -0.371767, 0.0145182, 1.92342, 1.0], [21, -0.734418, -0.298204, 1.42773, 1.0], [22, -0.648068, -0.281503, 1.4284, 1.0], [23, -0.203933, -0.319047, 1.36188, 1.0], [24, -0.249852, -0.28308, 1.36832, 1.0]]
[[0, -0.388565, -0.487833, 2.22528, 1.0], [1, -0.378228, -0.208348, 2.06677, 1.0], [2, -0.35907, 0.0392811, 1.91067, 1.0], [3, -0.386072, 0.153989, 1.85376, 1.0], [4, -0.546034, -8.80091e-05, 1.92377, 1.0], [5, -0.651916, -0.108898, 1.7937, 1.0], [6, -0.711579, -0.187872, 1.64147, 1.0], [7, -0.733385, -0.292275, 1.47168, 1.0], [8, -0.221079, 0.0161231, 1.89854, 1.0], [9, -0.130719, -0.104348, 1.70945, 1.0], [10, -0.127254, -0.238033, 1.51512, 1.0], [11, -0.167682, -0.288573, 1.38156, 1.0], [12, -0.456607, -0.48262, 2.19599, 1.0], [13, -0.492835, -0.767113, 2.20137, 1.0], [14, -0.446221, -1.12273, 2.32924, 1.0], [15, -0.475648, -1.18178, 2.2626, 1.0], [16, -0.308265, -0.477192, 2.1841, 1.0], [17, -0.229822, -0.769779, 2.16412, 1.0], [18, -0.199331, -1.12729, 2.29425, 1.0], [19, -0.180546, -1.17605, 2.24347, 1.0], [20, -0.36392, -0.0235604, 1.95333, 1.0], [21, -0.729129, -0.310301, 1.43315, 1.0], [22, -0.645592, -0.295807, 1.43369, 1.0], [23, -0.200818, -0.326673, 1.3675, 1.0], [24, -0.251831, -0.291748, 1.37337, 1.0]]
[[0, -0.388376, -0.484731, 2.22351, 1.0], [1, -0.377415, -0.210497, 2.06787, 1.0], [2, -0.359032, 0.0389877, 1.9105, 1.0], [3, -0.385379, 0.151341, 1.85252, 1.0], [4, -0.54511, -0.00443918, 1.92446, 1.0], [5, -0.651233, -0.112523, 1.79466, 1.0], [6, -0.710068, -0.193428, 1.64378, 1.0], [7, -0.73188, -0.30066, 1.4751, 1.0], [8, -0.219398, 0.00754783, 1.89904, 1.0], [9, -0.13009, -0.108023, 1.7102, 1.0], [10, -0.126747, -0.240788, 1.51951, 1.0], [11, -0.163082, -0.293946, 1.3851, 1.0], [12, -0.456422, -0.479323, 2.19403, 1.0], [13, -0.493159, -0.76804, 2.19971, 1.0], [14, -0.446052, -1.11911, 2.32774, 1.0], [15, -0.470137, -1.17441, 2.26565, 1.0], [16, -0.30814, -0.474633, 2.18302, 1.0], [17, -0.2296, -0.769771, 2.1636, 1.0], [18, -0.198558, -1.12727, 2.29337, 1.0], [19, -0.178773, -1.17936, 2.24205, 1.0], [20, -0.36383, -0.0238116, 1.95305, 1.0], [21, -0.729019, -0.319119, 1.43688, 1.0], [22, -0.63848, -0.300947, 1.4322, 1.0], [23, -0.199102, -0.334559, 1.37015, 1.0], [24, -0.247522, -0.297821, 1.3755, 1.0]]
[[0, -0.388212, -0.484453, 2.2228, 1.0], [1, -0.376538, -0.214405, 2.06995, 1.0], [2, -0.359049, 0.0374248, 1.91124, 1.0], [3, -0.384513, 0.147572, 1.85216, 1.0], [4, -0.544576, -0.00918152, 1.92555, 1.0], [5, -0.650548, -0.116526, 1.79626, 1.0], [6, -0.708288, -0.199373, 1.64679, 1.0], [7, -0.729951, -0.306965, 1.4774, 1.0], [8, -0.218233, 0.00323504, 1.9003, 1.0], [9, -0.129247, -0.112014, 1.71264, 1.0], [10, -0.125586, -0.243434, 1.52466, 1.0], [11, -0.164071, -0.29871, 1.38905, 1.0], [12, -0.456286, -0.479142, 2.19353, 1.0], [13, -0.493473, -0.768857, 2.19886, 1.0], [14, -0.446341, -1.11776, 2.32612, 1.0], [15, -0.468863, -1.17381, 2.26532, 1.0], [16, -0.308024, -0.474371, 2.18253, 1.0], [17, -0.228835, -0.770141, 2.16233, 1.0], [18, -0.198975, -1.12572, 2.29284, 1.0], [19, -0.178548, -1.181, 2.24364, 1.0], [20, -0.363748, -0.0253723, 1.95371, 1.0], [21, -0.727944, -0.325072, 1.44065, 1.0], [22, -0.644767, -0.310039, 1.43414, 1.0], [23, -0.198877, -0.340002, 1.37424, 1.0], [24, -0.252486, -0.302095, 1.38517, 1.0]]
[[0, -0.388045, -0.484212, 2.22242, 1.0], [1, -0.375816, -0.216871, 2.07164, 1.0], [2, -0.358816, 0.0359885, 1.91221, 1.0], [3, -0.383943, 0.144851, 1.85279, 1.0], [4, -0.54412, -0.0122317, 1.92658, 1.0], [5, -0.649732, -0.120463, 1.7986, 1.0], [6, -0.707442, -0.204467, 1.64843, 1.0], [7, -0.72861, -0.312454, 1.48031, 1.0], [8, -0.217075, -0.000146877, 1.90156, 1.0], [9, -0.128738, -0.114386, 1.71584, 1.0], [10, -0.1247, -0.248513, 1.52119, 1.0], [11, -0.161934, -0.301984, 1.39129, 1.0], [12, -0.456139, -0.478968, 2.19331, 1.0], [13, -0.493913, -0.770256, 2.19714, 1.0], [14, -0.446341, -1.11794, 2.32633, 1.0], [15, -0.46923, -1.17435, 2.26169, 1.0], [16, -0.307897, -0.474159, 2.18233, 1.0], [17, -0.228224, -0.770659, 2.16166, 1.0], [18, -0.197868, -1.12395, 2.29033, 1.0], [19, -0.177584, -1.1822, 2.24487, 1.0], [20, -0.363458, -0.0268199, 1.95465, 1.0], [21, -0.727016, -0.329914, 1.4444, 1.0], [22, -0.643, -0.316038, 1.4378, 1.0], [23, -0.198109, -0.343181, 1.37715, 1.0], [24, -0.24576, -0.304378, 1.3841, 1.0]]
[[0, -0.386497, -0.488263, 2.22543, 1.0], [1, -0.374027, -0.222655, 2.07507, 1.0], [2, -0.358219, 0.0342296, 1.91309, 1.0], [3, -0.383292, 0.142252, 1.85349, 1.0], [4, -0.543087, -0.0157472, 1.92743, 1.0], [5, -0.649047, -0.124212, 1.80042, 1.0], [6, -0.706513, -0.207443, 1.65106, 1.0], [7, -0.728699, -0.315841, 1.48214, 1.0], [8, -0.216455, -0.00357159, 1.90274, 1.0], [9, -0.128207, -0.116261, 1.71918, 1.0], [10, -0.12361, -0.251229, 1.52005, 1.0], [11, -0.164268, -0.305354, 1.39437, 1.0], [12, -0.455907, -0.480193, 2.19485, 1.0], [13, -0.49485, -0.774922, 2.19578, 1.0], [14, -0.445696, -1.11652, 2.32447, 1.0], [15, -0.466377, -1.1705, 2.26645, 1.0], [16, -0.304112, -0.482972, 2.18778, 1.0], [17, -0.227371, -0.772625, 2.16047, 1.0], [18, -0.19789, -1.12248, 2.28881, 1.0], [19, -0.177449, -1.18272, 2.24492, 1.0], [20, -0.362668, -0.0292117, 1.95591, 1.0], [21, -0.726562, -0.333642, 1.44664, 1.0], [22, -0.641901, -0.317941, 1.43973, 1.0], [23, -0.197814, -0.345617, 1.38012, 1.0], [24, -0.248832, -0.309185, 1.38765, 1.0]]
[[0, -0.386652, -0.461432, 2.21534, 1.0], [1, -0.372466, -0.218495, 2.06869, 1.0], [2, -0.356812, 0.0334047, 1.90959, 1.0], [3, -0.3811, 0.138263, 1.84761, 1.0], [4, -0.540286, -0.0195219, 1.92648, 1.0], [5, -0.647238, -0.127723, 1.80102, 1.0], [6, -0.706711, -0.219184, 1.64754, 1.0], [7, -0.7284, -0.318807, 1.48441, 1.0], [8, -0.215081, -0.00729201, 1.90155, 1.0], [9, -0.127804, -0.11817, 1.71993, 1.0], [10, -0.122724, -0.252936, 1.51955, 1.0], [11, -0.160597, -0.308827, 1.39548, 1.0], [12, -0.455338, -0.458468, 2.18866, 1.0], [13, -0.493636, -0.77193, 2.19217, 1.0], [14, -0.445169, -1.11539, 2.3222, 1.0], [15, -0.474377, -1.18305, 2.26098, 1.0], [16, -0.306853, -0.449526, 2.17774, 1.0], [17, -0.227036, -0.772954, 2.15664, 1.0], [18, -0.197951, -1.12128, 2.28585, 1.0], [19, -0.171834, -1.19482, 2.23158, 1.0], [20, -0.361401, -0.0291871, 1.95129, 1.0], [21, -0.729492, -0.333804, 1.44882, 1.0], [22, -0.647878, -0.321319, 1.44306, 1.0], [23, -0.196763, -0.349759, 1.381, 1.0], [24, -0.245294, -0.314799, 1.38914, 1.0]]
