[[0, -0.0674675, -0.08369053, 2.438131, 1], [1, -0.06828289, 0.2108145, 2.402701, 1], [2, -0.06938893, 0.4971618, 2.358262, 1], [3, -0.06844603, 0.6321334, 2.336353, 1], [4, -0.209161, 0.3696999, 2.312179, 1], [5, -0.2032265, 0.1920732, 2.229112, 1], [6, -0.09706476, 0.05707128, 2.101655, 1], [7, -0.05110154, 0.01246007, 2.054535, 1], [8, 0.08046516, 0.376785, 2.329947, 1], [9, 0.06746518, 0.1829034, 2.237016, 1], [10, 0.01067353, 0.04843886, 2.12901, 1], [11, -0.02839239, -0.003679093, 2.057487, 1], [12, -0.1334234, -0.08113446, 2.40228, 1], [13, -0.1327095, -0.3726618, 2.443399, 1], [14, -0.1216881, -0.6663706, 2.458483, 1], [15, -0.1105878, -0.7367949, 2.383294, 1], [16, 0.0003522507, -0.08370277, 2.408593, 1], [17, -0.02362889, -0.3811255, 2.457417, 1], [18, -0.03231336, -0.6733902, 2.484908, 1], [19, -0.02374057, -0.7256334, 2.386765, 1], [20, -0.06912349, 0.4269139, 2.371172, 1], [21, -0.03146674, -0.04733533, 2.020539, 1], [22, -0.03833329, -0.05547969, 2.0265, 1], [23, -0.03533893, -0.04867237, 2.027943, 1], [24, -0.06232484, 0.01083315, 2.037667, 1]]
[[0, -0.06755635, -0.08277433, 2.438282, 1], [1, -0.06852139, 0.2114124, 2.403543, 1], [2, -0.06972081, 0.4973918, 2.359666, 1], [3, -0.06841489, 0.6323914, 2.339263, 1], [4, -0.2092354, 0.3710235, 2.311627, 1], [5, -0.2006289, 0.194983, 2.227977, 1], [6, -0.1044133, 0.07250692, 2.107232, 1], [7, -0.05873868, 0.01595682, 2.052098, 1], [8, 0.08036338, 0.3769361, 2.329983, 1], [9, 0.06348679, 0.1852326, 2.230886, 1], [10, 0.007841121, 0.05037101, 2.122767, 1], [11, -0.02930799, 0.0008891794, 2.052136, 1], [12, -0.1333476, -0.0803512, 2.402687, 1], [13, -0.1330036, -0.3726978, 2.443327, 1], [14, -0.1218437, -0.6664096, 2.458328, 1], [15, -0.1110456, -0.7366022, 2.382668, 1], [16, 6.661986e-05, -0.08262955, 2.408441, 1], [17, -0.02317319, -0.3806712, 2.45671, 1], [18, -0.03166974, -0.6728591, 2.484814, 1], [19, -0.02519081, -0.7242759, 2.38571, 1], [20, -0.06944239, 0.4272242, 2.372471, 1], [21, -0.03131576, -0.03293524, 2.021435, 1], [22, -0.03910854, -0.05329331, 2.028252, 1], [23, -0.03821691, -0.04436788, 2.031948, 1], [24, -0.05868114, 0.01834591, 2.026819, 1]]
[[0, -0.06795658, -0.08154523, 2.438145, 1], [1, -0.06892882, 0.211957, 2.404068, 1], [2, -0.0701864, 0.4974843, 2.360686, 1], [3, -0.06855346, 0.632861, 2.342697, 1], [4, -0.209304, 0.3728168, 2.311479, 1], [5, -0.1957142, 0.1993404, 2.223779, 1], [6, -0.1041987, 0.07214583, 2.106786, 1], [7, -0.05870488, 0.01737418, 2.050323, 1], [8, 0.07907315, 0.378439, 2.328859, 1], [9, 0.06091405, 0.1877061, 2.222746, 1], [10, 0.00633119, 0.04993212, 2.11806, 1], [11, -0.03400239, 0.007489395, 2.050899, 1], [12, -0.1335669, -0.07930241, 2.402639, 1], [13, -0.1331433, -0.3726067, 2.443277, 1], [14, -0.1226138, -0.666426, 2.457354, 1], [15, -0.1118298, -0.7365515, 2.38158, 1], [16, -0.0005217314, -0.0813249, 2.408177, 1], [17, -0.02296171, -0.3809195, 2.457033, 1], [18, -0.03214325, -0.6734776, 2.482229, 1], [19, -0.02186106, -0.7280797, 2.386539, 1], [20, -0.06989521, 0.4274179, 2.373374, 1], [21, -0.03479316, -0.02606856, 2.019715, 1], [22, -0.05026746, -0.03706592, 2.0255, 1], [23, -0.04464757, -0.03747774, 2.031802, 1], [24, -0.04692353, 0.0253958, 2.018783, 1]]
[[0, -0.06808067, -0.08053306, 2.437777, 1], [1, -0.06906897, 0.2125226, 2.404362, 1], [2, -0.0703104, 0.497843, 2.361435, 1], [3, -0.06899633, 0.6331786, 2.343701, 1], [4, -0.208723, 0.372669, 2.311304, 1], [5, -0.1934488, 0.2018803, 2.221989, 1], [6, -0.1046134, 0.07382745, 2.106093, 1], [7, -0.05379935, 0.02109143, 2.044431, 1], [8, 0.07699707, 0.3800042, 2.326786, 1], [9, 0.06106132, 0.1889339, 2.22134, 1], [10, -0.005719079, 0.06366522, 2.086616, 1], [11, -0.04122145, 0.02029171, 2.044924, 1], [12, -0.1335758, -0.07831886, 2.40243, 1], [13, -0.1335727, -0.3721382, 2.442951, 1], [14, -0.1225214, -0.6659188, 2.457286, 1], [15, -0.1079291, -0.7354952, 2.38149, 1], [16, -0.0007657298, -0.08034602, 2.407621, 1], [17, -0.02287954, -0.3808557, 2.456993, 1], [18, -0.03198032, -0.6734343, 2.482054, 1], [19, -0.006471137, -0.7307411, 2.39356, 1], [20, -0.07002702, 0.42781, 2.374011, 1], [21, -0.03942322, -0.02167151, 2.017072, 1], [22, -0.05579632, -0.02901137, 2.00925, 1], [23, -0.04983901, -0.02887135, 2.024493, 1], [24, -0.0627875, 0.04131094, 2.019242, 1]]
[[0, -0.06835691, -0.08002251, 2.437792, 1], [1, -0.0694241, 0.213045, 2.40512, 1], [2, -0.0706534, 0.4982449, 2.363113, 1], [3, -0.06934258, 0.6332198, 2.345217, 1], [4, -0.208345, 0.372609, 2.311266, 1], [5, -0.1856682, 0.2108385, 2.193842, 1], [6, -0.1047687, 0.07577115, 2.104555, 1], [7, -0.0577531, 0.02406604, 2.044201, 1], [8, 0.07629342, 0.3805983, 2.326187, 1], [9, 0.06032884, 0.1906468, 2.221713, 1], [10, 0.004104754, 0.06853024, 2.098686, 1], [11, -0.0387307, 0.02318709, 2.042559, 1], [12, -0.1338054, -0.07790195, 2.402438, 1], [13, -0.1340101, -0.3723049, 2.442904, 1], [14, -0.122878, -0.6660795, 2.457267, 1], [15, -0.1121856, -0.7362803, 2.381598, 1], [16, -0.00107216, -0.07979476, 2.407632, 1], [17, -0.02240521, -0.380685, 2.457334, 1], [18, -0.03200991, -0.6733, 2.481993, 1], [19, -0.01247083, -0.7335427, 2.394637, 1], [20, -0.07038833, 0.4282368, 2.375467, 1], [21, -0.02586002, -0.01595954, 2.022247, 1], [22, -0.06471837, -0.01488465, 2.033667, 1], [23, -0.05141648, -0.01681035, 2.023263, 1], [24, -0.05628253, 0.04644691, 2.014923, 1]]
[[0, -0.06850278, -0.07949073, 2.437596, 1], [1, -0.06967022, 0.2134549, 2.40553, 1], [2, -0.07104701, 0.4985603, 2.364264, 1], [3, -0.06929342, 0.6336358, 2.346574, 1], [4, -0.2076947, 0.3728711, 2.311334, 1], [5, -0.1852075, 0.2124496, 2.195543, 1], [6, -0.1037676, 0.08229966, 2.099072, 1], [7, -0.05215525, 0.03134929, 2.033849, 1], [8, 0.075119, 0.3816343, 2.325555, 1], [9, 0.05455162, 0.1947832, 2.210439, 1], [10, 0.00536471, 0.05993677, 2.079781, 1], [11, -0.03531215, 0.02977859, 2.030925, 1], [12, -0.1339215, -0.07735458, 2.402341, 1], [13, -0.1332409, -0.3726112, 2.44259, 1], [14, -0.1255189, -0.6665511, 2.45622, 1], [15, -0.1097372, -0.7367495, 2.381903, 1], [16, -0.001246048, -0.07930847, 2.407324, 1], [17, -0.02193882, -0.380574, 2.457222, 1], [18, -0.03194971, -0.6732121, 2.481599, 1], [19, -0.01286376, -0.7408981, 2.404569, 1], [20, -0.07074673, 0.4285732, 2.376427, 1], [21, -0.02528084, -0.003042284, 2.013747, 1], [22, -0.0617709, -0.01054975, 2.032571, 1], [23, -0.04656895, -0.005386155, 2.015857, 1], [24, -0.05822229, 0.04872529, 2.005667, 1]]
[[0, -0.06930525, -0.07732025, 2.437115, 1], [1, -0.07002693, 0.2144582, 2.406138, 1], [2, -0.07109423, 0.4989673, 2.365624, 1], [3, -0.06956784, 0.6341019, 2.347848, 1], [4, -0.2081473, 0.3778986, 2.309914, 1], [5, -0.1837244, 0.2131842, 2.194429, 1], [6, -0.1017341, 0.09102397, 2.08768, 1], [7, -0.05161275, 0.04300468, 2.018976, 1], [8, 0.07551498, 0.3819708, 2.32619, 1], [9, 0.0532354, 0.2019653, 2.20608, 1], [10, -0.01407401, 0.08571264, 2.082916, 1], [11, -0.04078224, 0.04315923, 2.016843, 1], [12, -0.134674, -0.07496226, 2.401911, 1], [13, -0.1333111, -0.3726001, 2.442486, 1], [14, -0.127243, -0.6665485, 2.456409, 1], [15, -0.1072994, -0.7355832, 2.381557, 1], [16, -0.002061671, -0.07745844, 2.40679, 1], [17, -0.02207565, -0.3801879, 2.457129, 1], [18, -0.03247458, -0.6728933, 2.480879, 1], [19, -0.02466779, -0.7378674, 2.396804, 1], [20, -0.07087491, 0.4291002, 2.377576, 1], [21, -0.02596464, 0.01257869, 2.00148, 1], [22, -0.05799799, 0.002209074, 2.016111, 1], [23, -0.04644329, 0.01029275, 2.002328, 1], [24, -0.07215929, 0.06171758, 2.006583, 1]]
[[0, -0.06983955, -0.07489817, 2.436617, 1], [1, -0.07044825, 0.2156711, 2.40682, 1], [2, -0.07143524, 0.4994268, 2.367217, 1], [3, -0.06942124, 0.6346288, 2.350452, 1], [4, -0.2064301, 0.3822015, 2.308998, 1], [5, -0.1801326, 0.2179291, 2.187528, 1], [6, -0.09430421, 0.121616, 2.058162, 1], [7, -0.04596793, 0.06537163, 1.99539, 1], [8, 0.07576919, 0.3832472, 2.32761, 1], [9, 0.05256092, 0.2099665, 2.195977, 1], [10, -0.01428481, 0.09679157, 2.069509, 1], [11, -0.03968047, 0.06135052, 1.993275, 1], [12, -0.1351684, -0.07257691, 2.401695, 1], [13, -0.133226, -0.37257, 2.442486, 1], [14, -0.1268241, -0.6665255, 2.456263, 1], [15, -0.1066647, -0.7357637, 2.381864, 1], [16, -0.002625625, -0.07508654, 2.405986, 1], [17, -0.02317661, -0.3800764, 2.455896, 1], [18, -0.03320704, -0.6726518, 2.480781, 1], [19, -0.02416444, -0.7356821, 2.394298, 1], [20, -0.07122961, 0.4297237, 2.378919, 1], [21, -0.02591485, 0.0377485, 1.974838, 1], [22, -0.05739396, 0.02221083, 1.990143, 1], [23, -0.04180553, 0.0343451, 1.979493, 1], [24, -0.07269475, 0.08220134, 1.993294, 1]]
[[0, -0.06971128, -0.07308583, 2.436367, 1], [1, -0.07043096, 0.2174596, 2.407943, 1], [2, -0.07137487, 0.5010828, 2.370004, 1], [3, -0.06982981, 0.6348956, 2.352765, 1], [4, -0.2056814, 0.3860599, 2.308409, 1], [5, -0.1684914, 0.2239488, 2.160775, 1], [6, -0.08332905, 0.1236981, 2.034122, 1], [7, -0.04206076, 0.09272955, 1.972486, 1], [8, 0.07188755, 0.3911257, 2.325529, 1], [9, 0.05406957, 0.253602, 2.170871, 1], [10, 0.0002192167, 0.1362086, 2.041749, 1], [11, -0.03487527, 0.09143741, 1.968435, 1], [12, -0.1350935, -0.07107368, 2.401592, 1], [13, -0.1336735, -0.3725757, 2.442485, 1], [14, -0.1261134, -0.6665176, 2.456138, 1], [15, -0.1097832, -0.7362032, 2.381084, 1], [16, -0.002441289, -0.07302442, 2.405556, 1], [17, -0.02299907, -0.379946, 2.456063, 1], [18, -0.03384658, -0.6725243, 2.480702, 1], [19, -0.02226247, -0.7316266, 2.389928, 1], [20, -0.07118756, 0.4314096, 2.381279, 1], [21, -0.02218608, 0.06781729, 1.949332, 1], [22, -0.0540889, 0.0508901, 1.963333, 1], [23, -0.03725455, 0.05992517, 1.95199, 1], [24, -0.06362663, 0.1091587, 1.964111, 1]]
[[0, -0.07009053, -0.07179008, 2.436011, 1], [1, -0.07115634, 0.2185256, 2.408994, 1], [2, -0.07272389, 0.5017732, 2.373226, 1], [3, -0.06983871, 0.6350688, 2.356267, 1], [4, -0.2056991, 0.3909113, 2.307932, 1], [5, -0.173791, 0.2640002, 2.160578, 1], [6, -0.07365689, 0.1558269, 1.99182, 1], [7, -0.03925675, 0.1329372, 1.943618, 1], [8, 0.07226105, 0.391228, 2.326119, 1], [9, 0.04256454, 0.2508624, 2.14336, 1], [10, 0.001642465, 0.1625614, 1.987698, 1], [11, -0.02893099, 0.1336968, 1.938477, 1], [12, -0.1356573, -0.0693385, 2.401133, 1], [13, -0.133741, -0.3725868, 2.442484, 1], [14, -0.1231701, -0.6664385, 2.456194, 1], [15, -0.1115205, -0.735833, 2.379355, 1], [16, -0.002661006, -0.07215764, 2.405293, 1], [17, -0.02217543, -0.3793514, 2.456365, 1], [18, -0.03391305, -0.6720045, 2.480165, 1], [19, -0.02767535, -0.7324219, 2.390127, 1], [20, -0.0723652, 0.4322269, 2.383904, 1], [21, -0.02085266, 0.1080102, 1.917116, 1], [22, -0.05216533, 0.09416675, 1.934545, 1], [23, -0.02963683, 0.1113783, 1.914496, 1], [24, -0.06076219, 0.1393548, 1.936385, 1]]
[[0, -0.06962974, -0.07096629, 2.435734, 1], [1, -0.07106499, 0.2196383, 2.409952, 1], [2, -0.07305503, 0.5032264, 2.375895, 1], [3, -0.06976066, 0.635601, 2.359043, 1], [4, -0.2052196, 0.3908643, 2.308528, 1], [5, -0.1738789, 0.2738743, 2.15012, 1], [6, -0.08094139, 0.2046978, 1.975167, 1], [7, -0.03690916, 0.1796746, 1.915658, 1], [8, 0.07279523, 0.3925862, 2.327348, 1], [9, 0.04886181, 0.2883264, 2.144755, 1], [10, -0.008402375, 0.2037222, 1.970974, 1], [11, -0.02904874, 0.1820979, 1.913804, 1], [12, -0.1352761, -0.0684425, 2.400591, 1], [13, -0.1343818, -0.371759, 2.442199, 1], [14, -0.1228448, -0.6655835, 2.455886, 1], [15, -0.1124977, -0.7362213, 2.380919, 1], [16, -0.002116719, -0.071405, 2.405243, 1], [17, -0.02246186, -0.3786584, 2.455437, 1], [18, -0.03360089, -0.671203, 2.480309, 1], [19, -0.02748618, -0.7320496, 2.390749, 1], [20, -0.07257427, 0.4335918, 2.386151, 1], [21, -0.01620976, 0.1652483, 1.885639, 1], [22, -0.04742218, 0.1383872, 1.906562, 1], [23, -0.03210328, 0.1633872, 1.886716, 1], [24, -0.06668654, 0.1843018, 1.924072, 1]]
