[['2, k, 0', [-0.0364734, -0.32541, 1.0]], ['2, k, 1', [-0.0294472, -0.00810388, 1.0]], ['2, k, 2', [-0.0224314, 0.302901, 1.0]], ['2, k, 3', [-0.00700628, 0.454482, 1.0]], ['2, k, 4', [-0.192296, 0.1995, 1.0]], ['2, k, 5', [-0.277111, -0.0315825, 1.0]], ['2, k, 6', [-0.256224, -0.311239, 1.0]], ['2, k, 7', [-0.259473, -0.368078, 1.0]], ['2, k, 8', [0.14619, 0.17985, 1.0]], ['2, k, 9', [0.233619, -0.047014, 1.0]], ['2, k, 10', [0.22867, -0.318343, 1.0]], ['2, k, 11', [0.215061, -0.392479, 1.0]], ['2, k, 12', [-0.113036, -0.317265, 1.0]], ['2, k, 13', [-0.161659, -0.631078, 1.0]], ['2, k, 14', [-0.160979, -1.07073, 1.0]], ['2, k, 15', [-0.152619, -1.11972, 1.0]], ['2, k, 16', [0.0409124, -0.326178, 1.0]], ['2, k, 17', [0.122622, -0.698871, 1.0]], ['2, k, 18', [0.177623, -1.08252, 1.0]], ['2, k, 19', [0.211548, -1.16895, 1.0]], ['2, k, 20', [-0.0241888, 0.226046, 1.0]], ['2, k, 21', [-0.244342, -0.449005, 1.0]], ['2, k, 22', [-0.303872, -0.368034, 1.0]], ['2, k, 23', [0.218428, -0.455207, 1.0]], ['2, k, 24', [0.248853, -0.403813, 1.0]]]
[['2, k, 0', [-0.0287739, -0.326082, 1.0]], ['2, k, 1', [-0.0282322, -0.00856834, 1.0]], ['2, k, 2', [-0.0227608, 0.30269, 1.0]], ['2, k, 3', [-0.00710829, 0.454122, 1.0]], ['2, k, 4', [-0.192612, 0.199091, 1.0]], ['2, k, 5', [-0.281111, -0.0393075, 1.0]], ['2, k, 6', [-0.255257, -0.320429, 1.0]], ['2, k, 7', [-0.254647, -0.374003, 1.0]], ['2, k, 8', [0.145459, 0.179892, 1.0]], ['2, k, 9', [0.233229, -0.0477456, 1.0]], ['2, k, 10', [0.228655, -0.317863, 1.0]], ['2, k, 11', [0.217643, -0.391275, 1.0]], ['2, k, 12', [-0.104736, -0.318555, 1.0]], ['2, k, 13', [-0.170489, -0.590961, 1.0]], ['2, k, 14', [-0.173052, -1.09046, 1.0]], ['2, k, 15', [-0.16453, -1.13572, 1.0]], ['2, k, 16', [0.0478529, -0.326277, 1.0]], ['2, k, 17', [0.121726, -0.693529, 1.0]], ['2, k, 18', [0.180196, -1.09303, 1.0]], ['2, k, 19', [0.220838, -1.1739, 1.0]], ['2, k, 20', [-0.0242965, 0.225905, 1.0]], ['2, k, 21', [-0.237992, -0.449216, 1.0]], ['2, k, 22', [-0.298998, -0.368385, 1.0]], ['2, k, 23', [0.215024, -0.453618, 1.0]], ['2, k, 24', [0.249835, -0.393113, 1.0]]]
[['2, k, 0', [-0.0284033, -0.31905, 1.0]], ['2, k, 1', [-0.0291019, -0.00564049, 1.0]], ['2, k, 2', [-0.0246464, 0.303144, 1.0]], ['2, k, 3', [-0.00720607, 0.454441, 1.0]], ['2, k, 4', [-0.193081, 0.199249, 1.0]], ['2, k, 5', [-0.282383, -0.035121, 1.0]], ['2, k, 6', [-0.261706, -0.305364, 1.0]], ['2, k, 7', [-0.255074, -0.377309, 1.0]], ['2, k, 8', [0.145333, 0.182029, 1.0]], ['2, k, 9', [0.233117, -0.0477342, 1.0]], ['2, k, 10', [0.228457, -0.318208, 1.0]], ['2, k, 11', [0.21581, -0.392814, 1.0]], ['2, k, 12', [-0.104689, -0.312073, 1.0]], ['2, k, 13', [-0.168209, -0.68027, 1.0]], ['2, k, 14', [-0.162744, -1.06999, 1.0]], ['2, k, 15', [-0.153814, -1.11393, 1.0]], ['2, k, 16', [0.0484894, -0.318912, 1.0]], ['2, k, 17', [0.118374, -0.702472, 1.0]], ['2, k, 18', [0.182406, -1.09327, 1.0]], ['2, k, 19', [0.222043, -1.17444, 1.0]], ['2, k, 20', [-0.0258138, 0.226579, 1.0]], ['2, k, 21', [-0.240946, -0.458792, 1.0]], ['2, k, 22', [-0.306349, -0.373218, 1.0]], ['2, k, 23', [0.206796, -0.455962, 1.0]], ['2, k, 24', [0.248426, -0.398738, 1.0]]]
[['2, k, 0', [-0.0290738, -0.317636, 1.0]], ['2, k, 1', [-0.0302661, -0.00442842, 1.0]], ['2, k, 2', [-0.0271228, 0.303623, 1.0]], ['2, k, 3', [-0.00719026, 0.454774, 1.0]], ['2, k, 4', [-0.193886, 0.199105, 1.0]], ['2, k, 5', [-0.28227, -0.0351612, 1.0]], ['2, k, 6', [-0.261634, -0.304112, 1.0]], ['2, k, 7', [-0.254678, -0.377606, 1.0]], ['2, k, 8', [0.144756, 0.183222, 1.0]], ['2, k, 9', [0.233035, -0.0477634, 1.0]], ['2, k, 10', [0.22834, -0.318144, 1.0]], ['2, k, 11', [0.213044, -0.391479, 1.0]], ['2, k, 12', [-0.105351, -0.311128, 1.0]], ['2, k, 13', [-0.167899, -0.680469, 1.0]], ['2, k, 14', [-0.163516, -1.07073, 1.0]], ['2, k, 15', [-0.154247, -1.11434, 1.0]], ['2, k, 16', [0.0478516, -0.316968, 1.0]], ['2, k, 17', [0.118193, -0.708189, 1.0]], ['2, k, 18', [0.182676, -1.09128, 1.0]], ['2, k, 19', [0.216167, -1.17228, 1.0]], ['2, k, 20', [-0.0278322, 0.227219, 1.0]], ['2, k, 21', [-0.240973, -0.458671, 1.0]], ['2, k, 22', [-0.290597, -0.382446, 1.0]], ['2, k, 23', [0.210118, -0.453627, 1.0]], ['2, k, 24', [0.248244, -0.396475, 1.0]]]
[['2, k, 0', [-0.0289686, -0.318817, 1.0]], ['2, k, 1', [-0.0304652, -0.00487024, 1.0]], ['2, k, 2', [-0.028102, 0.303579, 1.0]], ['2, k, 3', [-0.00720012, 0.455031, 1.0]], ['2, k, 4', [-0.194007, 0.199043, 1.0]], ['2, k, 5', [-0.282266, -0.0351912, 1.0]], ['2, k, 6', [-0.262111, -0.301684, 1.0]], ['2, k, 7', [-0.256224, -0.370008, 1.0]], ['2, k, 8', [0.144529, 0.183453, 1.0]], ['2, k, 9', [0.23288, -0.0479784, 1.0]], ['2, k, 10', [0.227696, -0.317823, 1.0]], ['2, k, 11', [0.213082, -0.391309, 1.0]], ['2, k, 12', [-0.10531, -0.312301, 1.0]], ['2, k, 13', [-0.167571, -0.6804, 1.0]], ['2, k, 14', [-0.163149, -1.07071, 1.0]], ['2, k, 15', [-0.153825, -1.11427, 1.0]], ['2, k, 16', [0.0480194, -0.318104, 1.0]], ['2, k, 17', [0.117792, -0.707336, 1.0]], ['2, k, 18', [0.182843, -1.09152, 1.0]], ['2, k, 19', [0.216487, -1.17273, 1.0]], ['2, k, 20', [-0.0285839, 0.227138, 1.0]], ['2, k, 21', [-0.235299, -0.448215, 1.0]], ['2, k, 22', [-0.29529, -0.383528, 1.0]], ['2, k, 23', [0.209297, -0.453409, 1.0]], ['2, k, 24', [0.248602, -0.399212, 1.0]]]
[['2, k, 0', [-0.0287936, -0.318102, 1.0]], ['2, k, 1', [-0.0304639, -0.00448726, 1.0]], ['2, k, 2', [-0.0285264, 0.303575, 1.0]], ['2, k, 3', [-0.00758355, 0.456355, 1.0]], ['2, k, 4', [-0.194426, 0.198738, 1.0]], ['2, k, 5', [-0.28016, -0.0358151, 1.0]], ['2, k, 6', [-0.261488, -0.30228, 1.0]], ['2, k, 7', [-0.25304, -0.371765, 1.0]], ['2, k, 8', [0.144794, 0.185676, 1.0]], ['2, k, 9', [0.232768, -0.0477881, 1.0]], ['2, k, 10', [0.227826, -0.317284, 1.0]], ['2, k, 11', [0.213654, -0.395239, 1.0]], ['2, k, 12', [-0.105217, -0.312061, 1.0]], ['2, k, 13', [-0.166385, -0.679882, 1.0]], ['2, k, 14', [-0.162965, -1.07091, 1.0]], ['2, k, 15', [-0.153669, -1.11372, 1.0]], ['2, k, 16', [0.0482986, -0.316777, 1.0]], ['2, k, 17', [0.116239, -0.70562, 1.0]], ['2, k, 18', [0.183691, -1.09233, 1.0]], ['2, k, 19', [0.212366, -1.17191, 1.0]], ['2, k, 20', [-0.028938, 0.227214, 1.0]], ['2, k, 21', [-0.235079, -0.456921, 1.0]], ['2, k, 22', [-0.30087, -0.375391, 1.0]], ['2, k, 23', [0.209382, -0.453854, 1.0]], ['2, k, 24', [0.248191, -0.393307, 1.0]]]
[['2, k, 0', [-0.0289191, -0.317384, 1.0]], ['2, k, 1', [-0.0301417, -0.0042902, 1.0]], ['2, k, 2', [-0.0284605, 0.303491, 1.0]], ['2, k, 3', [-0.00766408, 0.456107, 1.0]], ['2, k, 4', [-0.194487, 0.198599, 1.0]], ['2, k, 5', [-0.276157, -0.0354735, 1.0]], ['2, k, 6', [-0.259699, -0.305964, 1.0]], ['2, k, 7', [-0.251395, -0.369439, 1.0]], ['2, k, 8', [0.145172, 0.18541, 1.0]], ['2, k, 9', [0.232414, -0.0495884, 1.0]], ['2, k, 10', [0.227747, -0.317138, 1.0]], ['2, k, 11', [0.212586, -0.391773, 1.0]], ['2, k, 12', [-0.105392, -0.311202, 1.0]], ['2, k, 13', [-0.165892, -0.681336, 1.0]], ['2, k, 14', [-0.162626, -1.07184, 1.0]], ['2, k, 15', [-0.153294, -1.11459, 1.0]], ['2, k, 16', [0.0482209, -0.31625, 1.0]], ['2, k, 17', [0.117066, -0.706519, 1.0]], ['2, k, 18', [0.18464, -1.09187, 1.0]], ['2, k, 19', [0.211482, -1.16759, 1.0]], ['2, k, 20', [-0.0288768, 0.227185, 1.0]], ['2, k, 21', [-0.235474, -0.448513, 1.0]], ['2, k, 22', [-0.301526, -0.352511, 1.0]], ['2, k, 23', [0.199223, -0.461099, 1.0]], ['2, k, 24', [0.247134, -0.4119, 1.0]]]
[['2, k, 0', [-0.0282401, -0.317293, 1.0]], ['2, k, 1', [-0.0294513, -0.0042461, 1.0]], ['2, k, 2', [-0.0281452, 0.303398, 1.0]], ['2, k, 3', [-0.00752857, 0.456039, 1.0]], ['2, k, 4', [-0.194423, 0.198479, 1.0]], ['2, k, 5', [-0.270023, -0.0368515, 1.0]], ['2, k, 6', [-0.258286, -0.306408, 1.0]], ['2, k, 7', [-0.252094, -0.372325, 1.0]], ['2, k, 8', [0.145184, 0.185483, 1.0]], ['2, k, 9', [0.232057, -0.0501194, 1.0]], ['2, k, 10', [0.227366, -0.317284, 1.0]], ['2, k, 11', [0.211917, -0.391946, 1.0]], ['2, k, 12', [-0.104922, -0.311181, 1.0]], ['2, k, 13', [-0.165093, -0.680463, 1.0]], ['2, k, 14', [-0.162586, -1.07106, 1.0]], ['2, k, 15', [-0.153353, -1.11339, 1.0]], ['2, k, 16', [0.0491137, -0.316085, 1.0]], ['2, k, 17', [0.119347, -0.71248, 1.0]], ['2, k, 18', [0.185733, -1.09277, 1.0]], ['2, k, 19', [0.191388, -1.13493, 1.0]], ['2, k, 20', [-0.0286173, 0.227156, 1.0]], ['2, k, 21', [-0.235112, -0.44782, 1.0]], ['2, k, 22', [-0.295417, -0.369032, 1.0]], ['2, k, 23', [0.207122, -0.459786, 1.0]], ['2, k, 24', [0.247943, -0.400783, 1.0]]]
[['2, k, 0', [-0.0268187, -0.316857, 1.0]], ['2, k, 1', [-0.0280494, -0.0036979, 1.0]], ['2, k, 2', [-0.0275361, 0.303708, 1.0]], ['2, k, 3', [-0.00690945, 0.455921, 1.0]], ['2, k, 4', [-0.194258, 0.198882, 1.0]], ['2, k, 5', [-0.263456, -0.0427786, 1.0]], ['2, k, 6', [-0.256999, -0.306878, 1.0]], ['2, k, 7', [-0.252724, -0.372134, 1.0]], ['2, k, 8', [0.145987, 0.190635, 1.0]], ['2, k, 9', [0.232115, -0.0506533, 1.0]], ['2, k, 10', [0.227128, -0.316097, 1.0]], ['2, k, 11', [0.210345, -0.390744, 1.0]], ['2, k, 12', [-0.103693, -0.311199, 1.0]], ['2, k, 13', [-0.163625, -0.680754, 1.0]], ['2, k, 14', [-0.160428, -1.07259, 1.0]], ['2, k, 15', [-0.15178, -1.11462, 1.0]], ['2, k, 16', [0.0507481, -0.315119, 1.0]], ['2, k, 17', [0.120972, -0.695535, 1.0]], ['2, k, 18', [0.186307, -1.08835, 1.0]], ['2, k, 19', [0.214602, -1.15737, 1.0]], ['2, k, 20', [-0.0278336, 0.227546, 1.0]], ['2, k, 21', [-0.237673, -0.448643, 1.0]], ['2, k, 22', [-0.29819, -0.384072, 1.0]], ['2, k, 23', [0.207458, -0.460545, 1.0]], ['2, k, 24', [0.245668, -0.403956, 1.0]]]
[['2, k, 0', [-0.0238205, -0.315904, 1.0]], ['2, k, 1', [-0.025626, -0.00272582, 1.0]], ['2, k, 2', [-0.0264014, 0.304319, 1.0]], ['2, k, 3', [-0.00470356, 0.456554, 1.0]], ['2, k, 4', [-0.192252, 0.198995, 1.0]], ['2, k, 5', [-0.256958, -0.0471289, 1.0]], ['2, k, 6', [-0.252633, -0.309694, 1.0]], ['2, k, 7', [-0.243756, -0.385609, 1.0]], ['2, k, 8', [0.147338, 0.191194, 1.0]], ['2, k, 9', [0.232081, -0.0509252, 1.0]], ['2, k, 10', [0.22695, -0.316145, 1.0]], ['2, k, 11', [0.210216, -0.39386, 1.0]], ['2, k, 12', [-0.100986, -0.310432, 1.0]], ['2, k, 13', [-0.16086, -0.680738, 1.0]], ['2, k, 14', [-0.158531, -1.07724, 1.0]], ['2, k, 15', [-0.150087, -1.1189, 1.0]], ['2, k, 16', [0.0539133, -0.314054, 1.0]], ['2, k, 17', [0.122014, -0.695766, 1.0]], ['2, k, 18', [0.186315, -1.08724, 1.0]], ['2, k, 19', [0.21389, -1.15765, 1.0]], ['2, k, 20', [-0.0263343, 0.228311, 1.0]], ['2, k, 21', [-0.242105, -0.469545, 1.0]], ['2, k, 22', [-0.295517, -0.36881, 1.0]], ['2, k, 23', [0.215699, -0.45384, 1.0]], ['2, k, 24', [0.247203, -0.403633, 1.0]]]
[['2, k, 0', [-0.019864, -0.31622, 1.0]], ['2, k, 1', [-0.021438, -0.00314376, 1.0]], ['2, k, 2', [-0.0223783, 0.303753, 1.0]], ['2, k, 3', [-0.00017608, 0.456508, 1.0]], ['2, k, 4', [-0.187884, 0.199393, 1.0]], ['2, k, 5', [-0.250748, -0.0490478, 1.0]], ['2, k, 6', [-0.249581, -0.309701, 1.0]], ['2, k, 7', [-0.245391, -0.384823, 1.0]], ['2, k, 8', [0.151876, 0.189741, 1.0]], ['2, k, 9', [0.232441, -0.0517932, 1.0]], ['2, k, 10', [0.227498, -0.31487, 1.0]], ['2, k, 11', [0.21145, -0.392191, 1.0]], ['2, k, 12', [-0.0971947, -0.311132, 1.0]], ['2, k, 13', [-0.156217, -0.683845, 1.0]], ['2, k, 14', [-0.158484, -1.07806, 1.0]], ['2, k, 15', [-0.150951, -1.11935, 1.0]], ['2, k, 16', [0.0581629, -0.31396, 1.0]], ['2, k, 17', [0.1235, -0.695646, 1.0]], ['2, k, 18', [0.187066, -1.08654, 1.0]], ['2, k, 19', [0.210959, -1.16141, 1.0]], ['2, k, 20', [-0.0222708, 0.227823, 1.0]], ['2, k, 21', [-0.23888, -0.467396, 1.0]], ['2, k, 22', [-0.29788, -0.370424, 1.0]], ['2, k, 23', [0.209541, -0.463415, 1.0]], ['2, k, 24', [0.246536, -0.397098, 1.0]]]
