[['2, k, 0', [0.056838, -0.217605, 1.0]], ['2, k, 1', [0.0539383, 0.0973841, 1.0]], ['2, k, 2', [0.0508758, 0.405514, 1.0]], ['2, k, 3', [0.0787002, 0.541141, 1.0]], ['2, k, 4', [-0.0759329, 0.317639, 1.0]], ['2, k, 5', [-0.184345, 0.199914, 1.0]], ['2, k, 6', [-0.157241, 0.136806, 1.0]], ['2, k, 7', [-0.137644, 0.113677, 1.0]], ['2, k, 8', [0.209591, 0.311158, 1.0]], ['2, k, 9', [0.306129, 0.207298, 1.0]], ['2, k, 10', [0.281688, 0.237498, 1.0]], ['2, k, 11', [0.275159, 0.212688, 1.0]], ['2, k, 12', [-0.00876681, -0.213668, 1.0]], ['2, k, 13', [-0.0300441, -0.651449, 1.0]], ['2, k, 14', [-0.0274712, -1.11291, 1.0]], ['2, k, 15', [-0.0326642, -1.18713, 1.0]], ['2, k, 16', [0.121149, -0.216598, 1.0]], ['2, k, 17', [0.139178, -0.656391, 1.0]], ['2, k, 18', [0.136772, -1.11785, 1.0]], ['2, k, 19', [0.129055, -1.17798, 1.0]], ['2, k, 20', [0.0516737, 0.329446, 1.0]], ['2, k, 21', [-0.110296, 0.100846, 1.0]], ['2, k, 22', [-0.0908803, 0.114925, 1.0]], ['2, k, 23', [0.274125, 0.211889, 1.0]], ['2, k, 24', [0.272776, 0.210846, 1.0]]]
[['2, k, 0', [0.0582634, -0.21838, 1.0]], ['2, k, 1', [0.0583601, 0.0937052, 1.0]], ['2, k, 2', [0.0600767, 0.39688, 1.0]], ['2, k, 3', [0.0787672, 0.543142, 1.0]], ['2, k, 4', [-0.0755525, 0.319698, 1.0]], ['2, k, 5', [-0.11811, 0.238786, 1.0]], ['2, k, 6', [-0.113154, 0.163725, 1.0]], ['2, k, 7', [-0.0864788, 0.131699, 1.0]], ['2, k, 8', [0.209671, 0.308685, 1.0]], ['2, k, 9', [0.304711, 0.20847, 1.0]], ['2, k, 10', [0.271911, 0.16299, 1.0]], ['2, k, 11', [0.262634, 0.140551, 1.0]], ['2, k, 12', [-0.00727009, -0.213684, 1.0]], ['2, k, 13', [-0.0330028, -0.715582, 1.0]], ['2, k, 14', [-0.0276015, -1.11284, 1.0]], ['2, k, 15', [-0.0299301, -1.18718, 1.0]], ['2, k, 16', [0.122868, -0.218551, 1.0]], ['2, k, 17', [0.14487, -0.721627, 1.0]], ['2, k, 18', [0.136093, -1.11685, 1.0]], ['2, k, 19', [0.129765, -1.18106, 1.0]], ['2, k, 20', [0.0595231, 0.322234, 1.0]], ['2, k, 21', [-0.0908423, 0.100395, 1.0]], ['2, k, 22', [-0.0430725, 0.122982, 1.0]], ['2, k, 23', [0.225192, 0.099916, 1.0]], ['2, k, 24', [0.317342, 0.129723, 1.0]]]
[['2, k, 0', [0.0588367, -0.218119, 1.0]], ['2, k, 1', [0.0585993, 0.0938223, 1.0]], ['2, k, 2', [0.0600401, 0.397093, 1.0]], ['2, k, 3', [0.078643, 0.543672, 1.0]], ['2, k, 4', [-0.0722028, 0.323133, 1.0]], ['2, k, 5', [-0.148145, 0.256872, 1.0]], ['2, k, 6', [-0.135367, 0.203108, 1.0]], ['2, k, 7', [-0.105304, 0.18437, 1.0]], ['2, k, 8', [0.208325, 0.311446, 1.0]], ['2, k, 9', [0.234104, 0.269347, 1.0]], ['2, k, 10', [0.262035, 0.235575, 1.0]], ['2, k, 11', [0.279819, 0.201862, 1.0]], ['2, k, 12', [-0.00673615, -0.213381, 1.0]], ['2, k, 13', [-0.028794, -0.694565, 1.0]], ['2, k, 14', [-0.0276506, -1.1131, 1.0]], ['2, k, 15', [-0.030522, -1.17657, 1.0]], ['2, k, 16', [0.123398, -0.218278, 1.0]], ['2, k, 17', [0.141255, -0.70202, 1.0]], ['2, k, 18', [0.135654, -1.11618, 1.0]], ['2, k, 19', [0.131452, -1.1738, 1.0]], ['2, k, 20', [0.0595484, 0.322388, 1.0]], ['2, k, 21', [-0.0866001, 0.153298, 1.0]], ['2, k, 22', [-0.0606017, 0.209939, 1.0]], ['2, k, 23', [0.33417, 0.174001, 1.0]], ['2, k, 24', [0.335275, 0.206916, 1.0]]]
[['2, k, 0', [0.0560577, -0.218061, 1.0]], ['2, k, 1', [0.0586562, 0.093709, 1.0]], ['2, k, 2', [0.0627877, 0.396709, 1.0]], ['2, k, 3', [0.0778996, 0.535172, 1.0]], ['2, k, 4', [-0.0293117, 0.361485, 1.0]], ['2, k, 5', [-0.0465425, 0.317459, 1.0]], ['2, k, 6', [-0.102393, 0.23925, 1.0]], ['2, k, 7', [-0.0903756, 0.23467, 1.0]], ['2, k, 8', [0.194193, 0.250688, 1.0]], ['2, k, 9', [0.227032, 0.24532, 1.0]], ['2, k, 10', [0.284664, 0.221782, 1.0]], ['2, k, 11', [0.276918, 0.251005, 1.0]], ['2, k, 12', [-0.0088253, -0.199739, 1.0]], ['2, k, 13', [-0.0304681, -0.714197, 1.0]], ['2, k, 14', [-0.02839, -1.11125, 1.0]], ['2, k, 15', [-0.0265097, -1.17619, 1.0]], ['2, k, 16', [0.110881, -0.23436, 1.0]], ['2, k, 17', [0.142869, -0.74624, 1.0]], ['2, k, 18', [0.137664, -1.11156, 1.0]], ['2, k, 19', [0.130895, -1.17386, 1.0]], ['2, k, 20', [0.0612915, 0.32204, 1.0]], ['2, k, 21', [-0.0711541, 0.213462, 1.0]], ['2, k, 22', [-0.0701818, 0.262008, 1.0]], ['2, k, 23', [0.34773, 0.229214, 1.0]], ['2, k, 24', [0.355282, 0.249236, 1.0]]]
[['2, k, 0', [0.0594067, -0.227344, 1.0]], ['2, k, 1', [0.0598299, 0.0930592, 1.0]], ['2, k, 2', [0.0634519, 0.402503, 1.0]], ['2, k, 3', [0.0777229, 0.534498, 1.0]], ['2, k, 4', [-0.0375408, 0.407313, 1.0]], ['2, k, 5', [-0.0893721, 0.302652, 1.0]], ['2, k, 6', [-0.0719192, 0.307854, 1.0]], ['2, k, 7', [-0.0680877, 0.290082, 1.0]], ['2, k, 8', [0.194819, 0.25109, 1.0]], ['2, k, 9', [0.257527, 0.26193, 1.0]], ['2, k, 10', [0.27292, 0.27668, 1.0]], ['2, k, 11', [0.270303, 0.300523, 1.0]], ['2, k, 12', [-0.000557955, -0.200809, 1.0]], ['2, k, 13', [-0.0293471, -0.728475, 1.0]], ['2, k, 14', [-0.0340225, -1.10026, 1.0]], ['2, k, 15', [-0.0559419, -1.14741, 1.0]], ['2, k, 16', [0.11331, -0.259443, 1.0]], ['2, k, 17', [0.142814, -0.72793, 1.0]], ['2, k, 18', [0.137162, -1.11215, 1.0]], ['2, k, 19', [0.130763, -1.17651, 1.0]], ['2, k, 20', [0.0622299, 0.32524, 1.0]], ['2, k, 21', [-0.0293147, 0.263008, 1.0]], ['2, k, 22', [-0.0212156, 0.26947, 1.0]], ['2, k, 23', [0.25487, 0.286971, 1.0]], ['2, k, 24', [0.346249, 0.294919, 1.0]]]
[['2, k, 0', [0.0603191, -0.225905, 1.0]], ['2, k, 1', [0.0675203, 0.0884655, 1.0]], ['2, k, 2', [0.0843916, 0.38422, 1.0]], ['2, k, 3', [0.0769219, 0.540514, 1.0]], ['2, k, 4', [-0.0622064, 0.28235, 1.0]], ['2, k, 5', [-0.147246, 0.289228, 1.0]], ['2, k, 6', [-0.123232, 0.303368, 1.0]], ['2, k, 7', [-0.101734, 0.341912, 1.0]], ['2, k, 8', [0.205226, 0.313612, 1.0]], ['2, k, 9', [0.265068, 0.301003, 1.0]], ['2, k, 10', [0.281966, 0.307885, 1.0]], ['2, k, 11', [0.271498, 0.348911, 1.0]], ['2, k, 12', [3.22351e-05, -0.212621, 1.0]], ['2, k, 13', [-0.0281618, -0.737504, 1.0]], ['2, k, 14', [-0.0339751, -1.10092, 1.0]], ['2, k, 15', [-0.0315844, -1.14954, 1.0]], ['2, k, 16', [0.126047, -0.210934, 1.0]], ['2, k, 17', [0.143208, -0.723372, 1.0]], ['2, k, 18', [0.136631, -1.11217, 1.0]], ['2, k, 19', [0.130363, -1.17552, 1.0]], ['2, k, 20', [0.0792995, 0.311923, 1.0]], ['2, k, 21', [-0.0832227, 0.337959, 1.0]], ['2, k, 22', [-0.0502132, 0.340607, 1.0]], ['2, k, 23', [0.276247, 0.313079, 1.0]], ['2, k, 24', [0.345984, 0.345126, 1.0]]]
[['2, k, 0', [0.0608259, -0.225321, 1.0]], ['2, k, 1', [0.0647454, 0.089549, 1.0]], ['2, k, 2', [0.0554449, 0.397374, 1.0]], ['2, k, 3', [0.0745328, 0.542698, 1.0]], ['2, k, 4', [-0.0623422, 0.283346, 1.0]], ['2, k, 5', [-0.189479, 0.299793, 1.0]], ['2, k, 6', [-0.135438, 0.336407, 1.0]], ['2, k, 7', [-0.101609, 0.389323, 1.0]], ['2, k, 8', [0.204893, 0.313127, 1.0]], ['2, k, 9', [0.265154, 0.310486, 1.0]], ['2, k, 10', [0.280011, 0.350002, 1.0]], ['2, k, 11', [0.270843, 0.397754, 1.0]], ['2, k, 12', [0.000167296, -0.21531, 1.0]], ['2, k, 13', [-0.0301426, -0.727302, 1.0]], ['2, k, 14', [-0.0342973, -1.10057, 1.0]], ['2, k, 15', [-0.0301742, -1.17731, 1.0]], ['2, k, 16', [0.126044, -0.211166, 1.0]], ['2, k, 17', [0.142999, -0.723312, 1.0]], ['2, k, 18', [0.1344, -1.11255, 1.0]], ['2, k, 19', [0.13104, -1.17809, 1.0]], ['2, k, 20', [0.0607361, 0.320063, 1.0]], ['2, k, 21', [-0.0732881, 0.395675, 1.0]], ['2, k, 22', [-0.171332, 0.38713, 1.0]], ['2, k, 23', [0.265279, 0.387358, 1.0]], ['2, k, 24', [0.344651, 0.392291, 1.0]]]
[['2, k, 0', [0.0604681, -0.224971, 1.0]], ['2, k, 1', [0.0637428, 0.0900694, 1.0]], ['2, k, 2', [0.0557133, 0.397854, 1.0]], ['2, k, 3', [0.0723647, 0.510064, 1.0]], ['2, k, 4', [-0.0627784, 0.284593, 1.0]], ['2, k, 5', [-0.177233, 0.311012, 1.0]], ['2, k, 6', [-0.127062, 0.384262, 1.0]], ['2, k, 7', [-0.0885658, 0.438523, 1.0]], ['2, k, 8', [0.204033, 0.312737, 1.0]], ['2, k, 9', [0.302544, 0.307369, 1.0]], ['2, k, 10', [0.303003, 0.380151, 1.0]], ['2, k, 11', [0.27581, 0.442717, 1.0]], ['2, k, 12', [-0.000971366, -0.217384, 1.0]], ['2, k, 13', [-0.0313163, -0.717936, 1.0]], ['2, k, 14', [-0.0280558, -1.10702, 1.0]], ['2, k, 15', [-0.0327716, -1.18151, 1.0]], ['2, k, 16', [0.125081, -0.211864, 1.0]], ['2, k, 17', [0.142689, -0.719638, 1.0]], ['2, k, 18', [0.135733, -1.11243, 1.0]], ['2, k, 19', [0.130739, -1.17846, 1.0]], ['2, k, 20', [0.0603986, 0.320745, 1.0]], ['2, k, 21', [-0.0299175, 0.421866, 1.0]], ['2, k, 22', [-0.148329, 0.451704, 1.0]], ['2, k, 23', [0.248737, 0.451573, 1.0]], ['2, k, 24', [0.345127, 0.443538, 1.0]]]
[['2, k, 0', [0.0605241, -0.219616, 1.0]], ['2, k, 1', [0.0640379, 0.0909514, 1.0]], ['2, k, 2', [0.0609304, 0.395655, 1.0]], ['2, k, 3', [0.0727807, 0.51168, 1.0]], ['2, k, 4', [-0.0639225, 0.286375, 1.0]], ['2, k, 5', [-0.172567, 0.319996, 1.0]], ['2, k, 6', [-0.117336, 0.417357, 1.0]], ['2, k, 7', [-0.0803187, 0.48753, 1.0]], ['2, k, 8', [0.203251, 0.312825, 1.0]], ['2, k, 9', [0.26183, 0.349087, 1.0]], ['2, k, 10', [0.279989, 0.42353, 1.0]], ['2, k, 11', [0.282013, 0.488582, 1.0]], ['2, k, 12', [-0.00114268, -0.216649, 1.0]], ['2, k, 13', [-0.0316697, -0.717182, 1.0]], ['2, k, 14', [-0.0271976, -1.10898, 1.0]], ['2, k, 15', [-0.025988, -1.17473, 1.0]], ['2, k, 16', [0.124342, -0.209347, 1.0]], ['2, k, 17', [0.14265, -0.719315, 1.0]], ['2, k, 18', [0.135319, -1.11247, 1.0]], ['2, k, 19', [0.13119, -1.17552, 1.0]], ['2, k, 20', [0.0625555, 0.320176, 1.0]], ['2, k, 21', [-0.0230286, 0.469867, 1.0]], ['2, k, 22', [-0.0981982, 0.517293, 1.0]], ['2, k, 23', [0.29321, 0.521339, 1.0]], ['2, k, 24', [0.349316, 0.493401, 1.0]]]
[['2, k, 0', [0.0611152, -0.218002, 1.0]], ['2, k, 1', [0.0632511, 0.0929378, 1.0]], ['2, k, 2', [0.0601366, 0.397904, 1.0]], ['2, k, 3', [0.0717421, 0.52749, 1.0]], ['2, k, 4', [-0.0646121, 0.287085, 1.0]], ['2, k, 5', [-0.16119, 0.356007, 1.0]], ['2, k, 6', [-0.115872, 0.458746, 1.0]], ['2, k, 7', [-0.0862551, 0.53033, 1.0]], ['2, k, 8', [0.203296, 0.31253, 1.0]], ['2, k, 9', [0.303202, 0.349164, 1.0]], ['2, k, 10', [0.298489, 0.45183, 1.0]], ['2, k, 11', [0.284067, 0.534968, 1.0]], ['2, k, 12', [-0.00116112, -0.215312, 1.0]], ['2, k, 13', [-0.0310676, -0.708228, 1.0]], ['2, k, 14', [-0.0279671, -1.10824, 1.0]], ['2, k, 15', [-0.0271508, -1.17524, 1.0]], ['2, k, 16', [0.124685, -0.209544, 1.0]], ['2, k, 17', [0.1425, -0.718756, 1.0]], ['2, k, 18', [0.134975, -1.1121, 1.0]], ['2, k, 19', [0.130935, -1.17572, 1.0]], ['2, k, 20', [0.0615584, 0.322483, 1.0]], ['2, k, 21', [-0.02349, 0.518939, 1.0]], ['2, k, 22', [-0.150059, 0.536644, 1.0]], ['2, k, 23', [0.270194, 0.547782, 1.0]], ['2, k, 24', [0.354927, 0.535871, 1.0]]]
[['2, k, 0', [0.0613565, -0.214157, 1.0]], ['2, k, 1', [0.0628597, 0.0956355, 1.0]], ['2, k, 2', [0.0603593, 0.399326, 1.0]], ['2, k, 3', [0.0700178, 0.533022, 1.0]], ['2, k, 4', [-0.0646573, 0.287133, 1.0]], ['2, k, 5', [-0.157416, 0.375161, 1.0]], ['2, k, 6', [-0.121541, 0.501919, 1.0]], ['2, k, 7', [-0.0747536, 0.577968, 1.0]], ['2, k, 8', [0.203405, 0.312135, 1.0]], ['2, k, 9', [0.303688, 0.37832, 1.0]], ['2, k, 10', [0.294199, 0.513868, 1.0]], ['2, k, 11', [0.279136, 0.579394, 1.0]], ['2, k, 12', [-0.00149269, -0.210326, 1.0]], ['2, k, 13', [-0.0312265, -0.707473, 1.0]], ['2, k, 14', [-0.0273098, -1.10818, 1.0]], ['2, k, 15', [-0.0247285, -1.17511, 1.0]], ['2, k, 16', [0.124637, -0.208819, 1.0]], ['2, k, 17', [0.142786, -0.717507, 1.0]], ['2, k, 18', [0.134137, -1.11247, 1.0]], ['2, k, 19', [0.131664, -1.17525, 1.0]], ['2, k, 20', [0.0615485, 0.324242, 1.0]], ['2, k, 21', [-0.0170082, 0.55647, 1.0]], ['2, k, 22', [-0.142426, 0.570618, 1.0]], ['2, k, 23', [0.249467, 0.598506, 1.0]], ['2, k, 24', [0.353683, 0.577941, 1.0]]]
