[[0, 0.3164909, -0.1996023, 3.020345, 1], [1, 0.3386027, 0.08416134, 3.055575, 1], [2, 0.359585, 0.3612471, 3.077774, 1], [3, 0.3582681, 0.4974621, 3.07866, 1], [4, 0.1863284, 0.2497692, 3.099778, 1], [5, 0.1264259, 0.0007861165, 3.104297, 1], [6, 0.07028317, -0.1909832, 3.031857, 1], [7, 0.04808144, -0.2820483, 3.01294, 1], [8, 0.5160015, 0.2476309, 3.008254, 1], [9, 0.5808036, 0.04896463, 2.969978, 1], [10, 0.5088632, -0.1083807, 2.796541, 1], [11, 0.4617532, -0.1756207, 2.723002, 1], [12, 0.2261791, -0.194615, 3.00653, 1], [13, 0.1162853, -0.2623088, 2.692414, 1], [14, 0.110391, -0.638327, 2.655213, 1], [15, 0.05880519, -0.6958518, 2.557672, 1], [16, 0.3989867, -0.1996438, 2.960218, 1], [17, 0.4063419, -0.2700136, 2.627419, 1], [18, 0.4005461, -0.6458982, 2.587927, 1], [19, 0.3840832, -0.7087857, 2.480126, 1], [20, 0.354577, 0.292897, 3.074548, 1], [21, 0.04511645, -0.2863822, 2.999899, 1], [22, 0.052891, -0.2777627, 2.983232, 1], [23, 0.4324055, -0.224365, 2.637114, 1], [24, 0.4986431, -0.2234043, 2.68125, 1]]
[[0, 0.3167381, -0.1994462, 3.020057, 1], [1, 0.338821, 0.08450686, 3.055261, 1], [2, 0.359686, 0.361806, 3.077467, 1], [3, 0.3582219, 0.4974445, 3.078706, 1], [4, 0.1860957, 0.2495971, 3.100807, 1], [5, 0.1264046, 0.0008221478, 3.104403, 1], [6, 0.07050779, -0.1910324, 3.032008, 1], [7, 0.04831571, -0.2820909, 3.013047, 1], [8, 0.5153707, 0.2482938, 3.00603, 1], [9, 0.5799161, 0.04885488, 2.968293, 1], [10, 0.5209956, -0.1127994, 2.793778, 1], [11, 0.494333, -0.1817593, 2.733131, 1], [12, 0.2264508, -0.1946158, 3.006257, 1], [13, 0.1161682, -0.2623876, 2.692308, 1], [14, 0.109278, -0.6384825, 2.656614, 1], [15, 0.05008755, -0.6957411, 2.565738, 1], [16, 0.3992362, -0.1992962, 2.959895, 1], [17, 0.4063413, -0.2696764, 2.62709, 1], [18, 0.3991991, -0.6454931, 2.586831, 1], [19, 0.3840648, -0.7087924, 2.480071, 1], [20, 0.3547172, 0.2933934, 3.074245, 1], [21, 0.04534991, -0.2864246, 3.000006, 1], [22, 0.0529391, -0.2777583, 2.983268, 1], [23, 0.4554805, -0.2404452, 2.65034, 1], [24, 0.5275686, -0.2384285, 2.6975, 1]]
[[0, 0.3167236, -0.1994462, 3.020046, 1], [1, 0.3386631, 0.08457534, 3.055223, 1], [2, 0.3591135, 0.3620445, 3.077417, 1], [3, 0.3580994, 0.4975088, 3.07884, 1], [4, 0.1855226, 0.2491752, 3.102224, 1], [5, 0.1264053, 0.0009841225, 3.105146, 1], [6, 0.07078736, -0.1912183, 3.033597, 1], [7, 0.04861579, -0.2822624, 3.014547, 1], [8, 0.5151238, 0.2471557, 3.007174, 1], [9, 0.5793427, 0.04492324, 2.963894, 1], [10, 0.5473431, -0.1379451, 2.784727, 1], [11, 0.525833, -0.198357, 2.739506, 1], [12, 0.2263998, -0.1946573, 3.006188, 1], [13, 0.1160346, -0.262197, 2.692214, 1], [14, 0.109386, -0.6383661, 2.657721, 1], [15, 0.06244891, -0.6922684, 2.55559, 1], [16, 0.3992304, -0.1992785, 2.959908, 1], [17, 0.4060998, -0.2695956, 2.627078, 1], [18, 0.3935106, -0.6439469, 2.572129, 1], [19, 0.3839483, -0.7084014, 2.479926, 1], [20, 0.3542847, 0.2935778, 3.074199, 1], [21, 0.04564906, -0.2865961, 3.001507, 1], [22, 0.05309436, -0.2776597, 2.983953, 1], [23, 0.5456662, -0.2727979, 2.705872, 1], [24, 0.5586013, -0.2394088, 2.714, 1]]
[[0, 0.3155117, -0.2000269, 3.021242, 1], [1, 0.3384876, 0.08456293, 3.055345, 1], [2, 0.3591558, 0.362209, 3.077257, 1], [3, 0.3578694, 0.4975764, 3.078846, 1], [4, 0.1850562, 0.2490846, 3.100152, 1], [5, 0.1268834, 0.001826964, 3.106446, 1], [6, 0.0710428, -0.1900555, 3.034078, 1], [7, 0.04888047, -0.2810953, 3.014998, 1], [8, 0.5146427, 0.2468612, 3.007871, 1], [9, 0.5792183, 0.04327352, 2.962569, 1], [10, 0.5676995, -0.1711469, 2.776462, 1], [11, 0.5661293, -0.2272641, 2.742666, 1], [12, 0.2249119, -0.1950241, 3.007052, 1], [13, 0.1160867, -0.262231, 2.69242, 1], [14, 0.112058, -0.6381299, 2.653083, 1], [15, 0.06137901, -0.6933844, 2.554214, 1], [16, 0.3982755, -0.2001501, 2.961611, 1], [17, 0.4047422, -0.2704992, 2.628775, 1], [18, 0.387059, -0.644097, 2.569052, 1], [19, 0.3858351, -0.7061377, 2.485779, 1], [20, 0.3542772, 0.2936556, 3.074143, 1], [21, 0.04591285, -0.2854331, 3.001956, 1], [22, 0.05327608, -0.2770772, 2.984431, 1], [23, 0.5878152, -0.3036031, 2.724751, 1], [24, 0.5899411, -0.2693321, 2.719889, 1]]
[[0, 0.3156463, -0.1999239, 3.021052, 1], [1, 0.3384316, 0.0846258, 3.055292, 1], [2, 0.3588347, 0.3623329, 3.077237, 1], [3, 0.3574481, 0.4975573, 3.078856, 1], [4, 0.1846502, 0.2493641, 3.099314, 1], [5, 0.1271033, 0.002315715, 3.10728, 1], [6, 0.07154819, -0.1904031, 3.037334, 1], [7, 0.04940306, -0.2814282, 3.018169, 1], [8, 0.5144855, 0.2468561, 3.008305, 1], [9, 0.5800207, 0.03813345, 2.961538, 1], [10, 0.5876681, -0.1612442, 2.798886, 1], [11, 0.595537, -0.2263452, 2.760308, 1], [12, 0.2249712, -0.1950144, 3.006878, 1], [13, 0.1160416, -0.262395, 2.692326, 1], [14, 0.1120214, -0.6384045, 2.654654, 1], [15, 0.05008198, -0.6951741, 2.56614, 1], [16, 0.3985456, -0.1998984, 2.961381, 1], [17, 0.4030542, -0.2729969, 2.629154, 1], [18, 0.3867337, -0.6466143, 2.569254, 1], [19, 0.3849693, -0.7059215, 2.483899, 1], [20, 0.3540493, 0.2937649, 3.074108, 1], [21, 0.04620123, -0.2863232, 3.006584, 1], [22, 0.05392073, -0.2766964, 2.987611, 1], [23, 0.6199204, -0.3023865, 2.733605, 1], [24, 0.6177191, -0.23249, 2.735, 1]]
[[0, 0.3155991, -0.1999725, 3.021063, 1], [1, 0.3382864, 0.08462703, 3.055306, 1], [2, 0.3585642, 0.3624372, 3.077221, 1], [3, 0.3554319, 0.497352, 3.07991, 1], [4, 0.1841302, 0.2494491, 3.097909, 1], [5, 0.1265207, 0.001812297, 3.108464, 1], [6, 0.07147617, -0.1917752, 3.040977, 1], [7, 0.06679392, -0.2075718, 3.041947, 1], [8, 0.5141164, 0.2468378, 3.008741, 1], [9, 0.5835149, 0.03401125, 2.96276, 1], [10, 0.6180661, -0.1645875, 2.808145, 1], [11, 0.6297998, -0.2242961, 2.778094, 1], [12, 0.2247687, -0.1951261, 3.006677, 1], [13, 0.1155244, -0.2633158, 2.692445, 1], [14, 0.1117093, -0.6392868, 2.654228, 1], [15, 0.05584149, -0.6941282, 2.557503, 1], [16, 0.3985543, -0.1999856, 2.961605, 1], [17, 0.4022994, -0.2733096, 2.629414, 1], [18, 0.3870793, -0.6470517, 2.570202, 1], [19, 0.3849109, -0.7060006, 2.483826, 1], [20, 0.353815, 0.2938416, 3.074101, 1], [21, 0.07049774, -0.2062475, 3.022554, 1], [22, 0.07475704, -0.2019984, 3.000956, 1], [23, 0.6673905, -0.2989184, 2.765138, 1], [24, 0.6364123, -0.212477, 2.777572, 1]]
[[0, 0.3156014, -0.2000107, 3.021072, 1], [1, 0.3377008, 0.08455642, 3.05523, 1], [2, 0.3564442, 0.3624455, 3.07678, 1], [3, 0.352274, 0.497233, 3.079191, 1], [4, 0.1838702, 0.249519, 3.097399, 1], [5, 0.1251803, 0.001491857, 3.110702, 1], [6, 0.07177638, -0.1922566, 3.042221, 1], [7, 0.06677361, -0.2116421, 3.040944, 1], [8, 0.5134532, 0.2469228, 3.009552, 1], [9, 0.5918376, 0.02890195, 2.962114, 1], [10, 0.6566712, -0.1528347, 2.833192, 1], [11, 0.6740029, -0.2203531, 2.794461, 1], [12, 0.2247209, -0.195219, 3.006471, 1], [13, 0.1153249, -0.26367, 2.692361, 1], [14, 0.1112625, -0.6397941, 2.656652, 1], [15, 0.05694396, -0.6939991, 2.557962, 1], [16, 0.39864, -0.2000935, 2.961907, 1], [17, 0.4020022, -0.2732226, 2.629658, 1], [18, 0.3872268, -0.6470296, 2.570844, 1], [19, 0.384793, -0.7065194, 2.483678, 1], [20, 0.3521647, 0.2938285, 3.073776, 1], [21, 0.07047215, -0.214405, 3.021552, 1], [22, 0.07628584, -0.2032037, 3.000896, 1], [23, 0.7249402, -0.3022101, 2.782829, 1], [24, 0.7083685, -0.2849721, 2.7865, 1]]
[[0, 0.3156681, -0.1999732, 3.021003, 1], [1, 0.3373075, 0.08469117, 3.054983, 1], [2, 0.3550598, 0.362757, 3.07614, 1], [3, 0.3489453, 0.4965353, 3.077841, 1], [4, 0.1821019, 0.2489267, 3.099063, 1], [5, 0.1250553, 0.0008544262, 3.111502, 1], [6, 0.07139029, -0.1928701, 3.043187, 1], [7, 0.06398364, -0.2143168, 3.039777, 1], [8, 0.5131542, 0.2473988, 3.010585, 1], [9, 0.6126768, 0.02219677, 2.95764, 1], [10, 0.6937736, -0.1421469, 2.847944, 1], [11, 0.720462, -0.2026799, 2.815362, 1], [12, 0.224926, -0.1951991, 3.005466, 1], [13, 0.115098, -0.2636587, 2.69152, 1], [14, 0.1100929, -0.6397145, 2.654826, 1], [15, 0.05195738, -0.6966844, 2.562562, 1], [16, 0.3987897, -0.1999395, 2.962262, 1], [17, 0.4019898, -0.2732423, 2.630052, 1], [18, 0.3874873, -0.6471257, 2.571793, 1], [19, 0.3844041, -0.7065222, 2.483051, 1], [20, 0.3510534, 0.2941037, 3.073239, 1], [21, 0.06232076, -0.2229269, 3.02555, 1], [22, 0.07013386, -0.2092711, 3.007, 1], [23, 0.7803206, -0.282544, 2.813284, 1], [24, 0.7527575, -0.2502974, 2.817, 1]]
[[0, 0.3161775, -0.199753, 3.020758, 1], [1, 0.3370382, 0.08485422, 3.054843, 1], [2, 0.3534259, 0.3630674, 3.075948, 1], [3, 0.3459739, 0.4963148, 3.077419, 1], [4, 0.181661, 0.2490498, 3.096692, 1], [5, 0.1244933, 0.0002031055, 3.112215, 1], [6, 0.07144236, -0.193759, 3.044142, 1], [7, 0.06269414, -0.211889, 3.044446, 1], [8, 0.5118825, 0.2500834, 3.007896, 1], [9, 0.6271093, 0.02873532, 2.961901, 1], [10, 0.7416709, -0.117079, 2.857383, 1], [11, 0.7669062, -0.1694565, 2.827245, 1], [12, 0.2255772, -0.1951509, 3.004677, 1], [13, 0.1150418, -0.2637961, 2.691045, 1], [14, 0.1096508, -0.6399471, 2.656031, 1], [15, 0.05535372, -0.695874, 2.559093, 1], [16, 0.3993461, -0.1994883, 2.962441, 1], [17, 0.4018549, -0.2730877, 2.630288, 1], [18, 0.3903954, -0.6474152, 2.57505, 1], [19, 0.3844735, -0.7066165, 2.482887, 1], [20, 0.3498382, 0.2943926, 3.073041, 1], [21, 0.06415227, -0.2148288, 3.034305, 1], [22, 0.06231223, -0.2134575, 3.017487, 1], [23, 0.8343316, -0.2429685, 2.82699, 1], [24, 0.7542373, -0.1464269, 2.83575, 1]]
[[0, 0.3167052, -0.1988966, 3.020554, 1], [1, 0.3367822, 0.08552068, 3.054566, 1], [2, 0.3526856, 0.3637004, 3.07554, 1], [3, 0.3435748, 0.4964904, 3.077554, 1], [4, 0.1780372, 0.2483698, 3.099833, 1], [5, 0.1234546, -0.0002109259, 3.113776, 1], [6, 0.07167462, -0.1948037, 3.046721, 1], [7, 0.06031311, -0.2147683, 3.043516, 1], [8, 0.5108973, 0.2552679, 3.014561, 1], [9, 0.6439865, 0.05960577, 2.972973, 1], [10, 0.790563, -0.09100581, 2.864929, 1], [11, 0.8247074, -0.1384275, 2.836426, 1], [12, 0.2261125, -0.1946153, 3.00394, 1], [13, 0.1149491, -0.2640177, 2.690736, 1], [14, 0.1103419, -0.639863, 2.650811, 1], [15, 0.05494615, -0.6970388, 2.55619, 1], [16, 0.3999775, -0.1979518, 2.962955, 1], [17, 0.4017905, -0.2730322, 2.631159, 1], [18, 0.3890758, -0.6469012, 2.572331, 1], [19, 0.3840787, -0.7082357, 2.47747, 1], [20, 0.349198, 0.2950478, 3.072664, 1], [21, 0.05815279, -0.2227805, 3.02355, 1], [22, 0.06710918, -0.2113819, 3.00861, 1], [23, 0.8914542, -0.1900816, 2.838939, 1], [24, 0.8131908, -0.1298666, 2.85525, 1]]
[[0, 0.3165743, -0.1982992, 3.021016, 1], [1, 0.3355168, 0.08621466, 3.05517, 1], [2, 0.3501898, 0.3642747, 3.076334, 1], [3, 0.3407686, 0.4961654, 3.076744, 1], [4, 0.1769236, 0.2477972, 3.101167, 1], [5, 0.123115, -0.00113325, 3.115407, 1], [6, 0.07178234, -0.1962879, 3.049961, 1], [7, 0.06511363, -0.2162356, 3.047371, 1], [8, 0.5096536, 0.2586358, 3.019136, 1], [9, 0.6482482, 0.08604555, 2.991811, 1], [10, 0.8427028, -0.0592833, 2.868734, 1], [11, 0.8708974, -0.08596398, 2.843101, 1], [12, 0.2260557, -0.1944155, 3.003938, 1], [13, 0.1149941, -0.2645108, 2.69087, 1], [14, 0.1112281, -0.6402579, 2.649519, 1], [15, 0.04483384, -0.7002872, 2.583411, 1], [16, 0.3996506, -0.19671, 2.96457, 1], [17, 0.4017247, -0.2725446, 2.632968, 1], [18, 0.3892693, -0.6464646, 2.574498, 1], [19, 0.3841985, -0.7081128, 2.476979, 1], [20, 0.3469824, 0.2956784, 3.073413, 1], [21, 0.06650765, -0.2231643, 3.0323, 1], [22, 0.07188392, -0.2122588, 3.010682, 1], [23, 0.9558967, -0.1464335, 2.839114, 1], [24, 0.8991876, -0.1015309, 2.848143, 1]]
