[[0, -0.0491182, -0.538968, 2.87341, 1.0], [1, -0.0540248, -0.245433, 2.82879, 1.0], [2, -0.0585672, 0.0432089, 2.77135, 1.0], [3, -0.0447155, 0.18809, 2.77889, 1.0], [4, -0.172522, -0.0489767, 2.73448, 1.0], [5, -0.271718, -0.0112447, 2.56198, 1.0], [6, -0.324209, 0.0136883, 2.37198, 1.0], [7, -0.353283, 0.0479607, 2.19934, 1.0], [8, 0.103857, -0.0361013, 2.74432, 1.0], [9, 0.20048, 0.0045172, 2.49526, 1.0], [10, 0.214719, 0.0443225, 2.23315, 1.0], [11, 0.259317, 0.0560413, 2.20484, 1.0], [12, -0.111386, -0.535438, 2.843, 1.0], [13, -0.125395, -0.781198, 2.61774, 1.0], [14, -0.182526, -1.12926, 2.77421, 1.0], [15, -0.176224, -1.16745, 2.6636, 1.0], [16, 0.0143279, -0.529642, 2.83527, 1.0], [17, 0.109207, -0.77556, 2.63479, 1.0], [18, 0.118, -1.13044, 2.7867, 1.0], [19, 0.120901, -1.16865, 2.67604, 1.0], [20, -0.0574932, -0.0282818, 2.78803, 1.0], [21, -0.366726, 0.0498792, 2.17594, 1.0], [22, -0.402461, 0.0570261, 2.1915, 1.0], [23, 0.311179, 0.0680652, 2.18462, 1.0], [24, 0.281201, 0.0662034, 2.172, 1.0]]
[[0, -0.0465113, -0.556243, 2.87152, 1.0], [1, -0.051275, -0.265167, 2.82705, 1.0], [2, -0.0556936, 0.0210227, 2.76981, 1.0], [3, -0.0424372, 0.171716, 2.7779, 1.0], [4, -0.167966, -0.0746315, 2.73565, 1.0], [5, -0.264606, -0.0191227, 2.56797, 1.0], [6, -0.318038, 0.00481096, 2.38832, 1.0], [7, -0.3482, 0.0304471, 2.20047, 1.0], [8, 0.102775, -0.0529364, 2.74409, 1.0], [9, 0.227606, -0.0183383, 2.56106, 1.0], [10, 0.263445, 0.0208673, 2.31442, 1.0], [11, 0.295696, 0.0434362, 2.20752, 1.0], [12, -0.108606, -0.55452, 2.84063, 1.0], [13, -0.131471, -0.790655, 2.60682, 1.0], [14, -0.185067, -1.13738, 2.76312, 1.0], [15, -0.178908, -1.17556, 2.65265, 1.0], [16, 0.0167019, -0.544887, 2.83419, 1.0], [17, 0.110415, -0.78269, 2.62431, 1.0], [18, 0.120425, -1.13449, 2.77852, 1.0], [19, 0.123135, -1.17275, 2.66798, 1.0], [20, -0.0546475, -0.0498673, 2.78643, 1.0], [21, -0.380982, 0.0295517, 2.17784, 1.0], [22, -0.408442, 0.0440875, 2.209, 1.0], [23, 0.332665, 0.0452989, 2.18532, 1.0], [24, 0.225657, 0.0394391, 2.1822, 1.0]]
[[0, -0.0443209, -0.598652, 2.86985, 1.0], [1, -0.0467495, -0.293229, 2.82673, 1.0], [2, -0.0499684, 0.00417605, 2.77013, 1.0], [3, -0.0394153, 0.147934, 2.77834, 1.0], [4, -0.164577, -0.0992012, 2.73666, 1.0], [5, -0.264202, -0.0434433, 2.56763, 1.0], [6, -0.319754, -0.0345476, 2.39042, 1.0], [7, -0.352519, 0.0127606, 2.2022, 1.0], [8, 0.103099, -0.0755625, 2.74472, 1.0], [9, 0.228427, -0.0316781, 2.56668, 1.0], [10, 0.267791, 0.00191083, 2.32398, 1.0], [11, 0.28821, 0.0259713, 2.20941, 1.0], [12, -0.105952, -0.597142, 2.83921, 1.0], [13, -0.141246, -0.803165, 2.58229, 1.0], [14, -0.191627, -1.1413, 2.74245, 1.0], [15, -0.185495, -1.17824, 2.63274, 1.0], [16, 0.0183865, -0.585728, 2.83169, 1.0], [17, 0.114782, -0.794701, 2.59638, 1.0], [18, 0.125216, -1.13533, 2.75885, 1.0], [19, 0.127703, -1.17238, 2.64905, 1.0], [20, -0.049126, -0.0692169, 2.78667, 1.0], [21, -0.374273, 0.0126696, 2.179, 1.0], [22, -0.411904, 0.0163828, 2.1932, 1.0], [23, 0.330799, 0.0348749, 2.18611, 1.0], [24, 0.22227, 0.022923, 2.18324, 1.0]]
[[0, -0.0412352, -0.603115, 2.86923, 1.0], [1, -0.0387841, -0.327668, 2.82497, 1.0], [2, -0.0387153, -0.0609852, 2.76483, 1.0], [3, -0.03986, 0.102044, 2.78298, 1.0], [4, -0.165688, -0.112719, 2.73881, 1.0], [5, -0.265328, -0.0648598, 2.56022, 1.0], [6, -0.320341, -0.0467266, 2.38925, 1.0], [7, -0.349448, -0.0036352, 2.20252, 1.0], [8, 0.104454, -0.0958399, 2.74493, 1.0], [9, 0.218149, -0.062341, 2.60618, 1.0], [10, 0.213456, -0.0172446, 2.37029, 1.0], [11, 0.26543, 0.00926463, 2.21068, 1.0], [12, -0.102977, -0.600807, 2.8392, 1.0], [13, -0.142994, -0.804454, 2.58716, 1.0], [14, -0.192608, -1.13299, 2.75504, 1.0], [15, -0.187318, -1.16938, 2.64848, 1.0], [16, 0.021497, -0.591325, 2.83185, 1.0], [17, 0.110323, -0.794617, 2.59401, 1.0], [18, 0.11982, -1.12827, 2.7593, 1.0], [19, 0.121593, -1.1647, 2.65266, 1.0], [20, -0.0383616, -0.128906, 2.78217, 1.0], [21, -0.386925, -0.00523299, 2.18341, 1.0], [22, -0.41114, -0.00119897, 2.202, 1.0], [23, 0.300624, 0.010766, 2.19315, 1.0], [24, 0.198256, 0.00715886, 2.1835, 1.0]]
[[0, -0.0370547, -0.615223, 2.86959, 1.0], [1, -0.0394589, -0.330273, 2.82515, 1.0], [2, -0.0421048, -0.0590444, 2.76678, 1.0], [3, -0.0387013, 0.0986805, 2.77937, 1.0], [4, -0.165447, -0.1263, 2.73891, 1.0], [5, -0.261516, -0.0823411, 2.56264, 1.0], [6, -0.313648, -0.0519166, 2.33474, 1.0], [7, -0.34443, -0.0208437, 2.20446, 1.0], [8, 0.107435, -0.118899, 2.7477, 1.0], [9, 0.218607, -0.0837551, 2.60361, 1.0], [10, 0.247781, -0.0484534, 2.37213, 1.0], [11, 0.294548, -0.00558011, 2.21302, 1.0], [12, -0.0989827, -0.610521, 2.84025, 1.0], [13, -0.145058, -0.807393, 2.58464, 1.0], [14, -0.192979, -1.13081, 2.75984, 1.0], [15, -0.187268, -1.16584, 2.6555, 1.0], [16, 0.0257206, -0.605888, 2.83192, 1.0], [17, 0.108459, -0.80536, 2.58947, 1.0], [18, 0.11755, -1.13388, 2.76183, 1.0], [19, 0.119794, -1.16887, 2.65745, 1.0], [20, -0.0407043, -0.127954, 2.78334, 1.0], [21, -0.371321, -0.0222693, 2.1858, 1.0], [22, -0.404818, -0.0130106, 2.20714, 1.0], [23, 0.328755, 0.00121852, 2.19537, 1.0], [24, 0.226452, -0.00749565, 2.18425, 1.0]]
[[0, -0.0326947, -0.636937, 2.8686, 1.0], [1, -0.0401769, -0.349684, 2.82593, 1.0], [2, -0.0458232, -0.0680604, 2.76914, 1.0], [3, -0.0383163, 0.0803493, 2.78198, 1.0], [4, -0.164616, -0.156276, 2.73917, 1.0], [5, -0.259593, -0.0981145, 2.55563, 1.0], [6, -0.323549, -0.079224, 2.36366, 1.0], [7, -0.350821, -0.039317, 2.20632, 1.0], [8, 0.10568, -0.148062, 2.74726, 1.0], [9, 0.226637, -0.0919566, 2.58151, 1.0], [10, 0.297504, -0.0542671, 2.35927, 1.0], [11, 0.329655, -0.0225023, 2.21276, 1.0], [12, -0.0944021, -0.631198, 2.83985, 1.0], [13, -0.14804, -0.816515, 2.57546, 1.0], [14, -0.19544, -1.13979, 2.75226, 1.0], [15, -0.189942, -1.17348, 2.64949, 1.0], [16, 0.0297281, -0.627801, 2.83059, 1.0], [17, 0.108374, -0.817222, 2.57682, 1.0], [18, 0.117825, -1.1414, 2.7578, 1.0], [19, 0.119827, -1.17508, 2.65498, 1.0], [20, -0.044054, -0.137716, 2.78543, 1.0], [21, -0.358724, -0.0392157, 2.18433, 1.0], [22, -0.411702, -0.040738, 2.1984, 1.0], [23, 0.3693, -0.023897, 2.19301, 1.0], [24, 0.266497, -0.0269029, 2.186, 1.0]]
[[0, -0.0308943, -0.64466, 2.87123, 1.0], [1, -0.0408983, -0.361411, 2.82875, 1.0], [2, -0.0509117, -0.0839818, 2.773, 1.0], [3, -0.0365293, 0.054729, 2.78161, 1.0], [4, -0.163595, -0.179626, 2.73775, 1.0], [5, -0.255049, -0.132086, 2.56793, 1.0], [6, -0.310418, -0.0868687, 2.34521, 1.0], [7, -0.345614, -0.0544137, 2.20429, 1.0], [8, 0.106196, -0.161883, 2.74499, 1.0], [9, 0.220011, -0.125232, 2.59512, 1.0], [10, 0.28456, -0.0740684, 2.37632, 1.0], [11, 0.317087, -0.0408838, 2.21021, 1.0], [12, -0.0922978, -0.640377, 2.8425, 1.0], [13, -0.143524, -0.824073, 2.57676, 1.0], [14, -0.191082, -1.13909, 2.76631, 1.0], [15, -0.185769, -1.17178, 2.66524, 1.0], [16, 0.0312394, -0.634168, 2.83341, 1.0], [17, 0.105402, -0.819395, 2.57499, 1.0], [18, 0.117663, -1.1421, 2.75764, 1.0], [19, 0.119549, -1.17471, 2.65656, 1.0], [20, -0.048193, -0.152779, 2.78916, 1.0], [21, -0.348319, -0.0541671, 2.1799, 1.0], [22, -0.404239, -0.0474267, 2.2025, 1.0], [23, 0.374869, -0.0431808, 2.18828, 1.0], [24, 0.250534, -0.0441233, 2.18269, 1.0]]
[[0, -0.030776, -0.657168, 2.87477, 1.0], [1, -0.0389768, -0.367088, 2.82854, 1.0], [2, -0.0475164, -0.0859354, 2.77068, 1.0], [3, -0.0363504, 0.0425911, 2.78354, 1.0], [4, -0.163909, -0.17908, 2.73759, 1.0], [5, -0.255735, -0.143589, 2.56618, 1.0], [6, -0.309952, -0.0968046, 2.34318, 1.0], [7, -0.34037, -0.068504, 2.20342, 1.0], [8, 0.107897, -0.180948, 2.74622, 1.0], [9, 0.230752, -0.13839, 2.56449, 1.0], [10, 0.273495, -0.0869849, 2.3399, 1.0], [11, 0.289539, -0.0589925, 2.21034, 1.0], [12, -0.0921467, -0.646706, 2.84487, 1.0], [13, -0.139413, -0.818211, 2.58515, 1.0], [14, -0.186403, -1.13099, 2.77484, 1.0], [15, -0.181252, -1.16305, 2.67535, 1.0], [16, 0.0312628, -0.654467, 2.83835, 1.0], [17, 0.102109, -0.814354, 2.57591, 1.0], [18, 0.115904, -1.1328, 2.76181, 1.0], [19, 0.117701, -1.16477, 2.66231, 1.0], [20, -0.0454484, -0.155366, 2.78748, 1.0], [21, -0.355655, -0.0687305, 2.18066, 1.0], [22, -0.399156, -0.060859, 2.20378, 1.0], [23, 0.331814, -0.050185, 2.18795, 1.0], [24, 0.220328, -0.0599539, 2.18243, 1.0]]
[[0, -0.0322414, -0.671386, 2.8761, 1.0], [1, -0.0377445, -0.394031, 2.83023, 1.0], [2, -0.0418621, -0.121138, 2.77158, 1.0], [3, -0.0358313, 0.0256492, 2.78542, 1.0], [4, -0.162473, -0.231962, 2.74278, 1.0], [5, -0.255225, -0.155625, 2.56112, 1.0], [6, -0.31176, -0.107052, 2.33745, 1.0], [7, -0.340495, -0.0834356, 2.20369, 1.0], [8, 0.10679, -0.197621, 2.74421, 1.0], [9, 0.229628, -0.143145, 2.56431, 1.0], [10, 0.275209, -0.0990827, 2.33708, 1.0], [11, 0.327265, -0.0724362, 2.20858, 1.0], [12, -0.0938932, -0.670257, 2.84724, 1.0], [13, -0.138152, -0.818815, 2.58322, 1.0], [14, -0.189309, -1.12344, 2.78283, 1.0], [15, -0.185209, -1.15715, 2.68139, 1.0], [16, 0.0302898, -0.6601, 2.83896, 1.0], [17, 0.0996812, -0.813601, 2.58444, 1.0], [18, 0.113008, -1.12942, 2.77329, 1.0], [19, 0.113774, -1.16302, 2.67185, 1.0], [20, -0.0409558, -0.188944, 2.78857, 1.0], [21, -0.371635, -0.0828387, 2.18123, 1.0], [22, -0.398964, -0.0698528, 2.212, 1.0], [23, 0.377127, -0.075938, 2.18883, 1.0], [24, 0.26058, -0.0752251, 2.18036, 1.0]]
[[0, -0.0314607, -0.695604, 2.87757, 1.0], [1, -0.0309426, -0.440439, 2.82545, 1.0], [2, -0.0300107, -0.181559, 2.75949, 1.0], [3, -0.0341621, -0.0189071, 2.78846, 1.0], [4, -0.162293, -0.233099, 2.7423, 1.0], [5, -0.256, -0.168439, 2.55404, 1.0], [6, -0.315377, -0.119555, 2.33129, 1.0], [7, -0.343741, -0.0949624, 2.20343, 1.0], [8, 0.106314, -0.216469, 2.7429, 1.0], [9, 0.2199, -0.169313, 2.58504, 1.0], [10, 0.271625, -0.116771, 2.36112, 1.0], [11, 0.316586, -0.0879549, 2.20779, 1.0], [12, -0.0942646, -0.685681, 2.84915, 1.0], [13, -0.134462, -0.820149, 2.5858, 1.0], [14, -0.184927, -1.12264, 2.78389, 1.0], [15, -0.18147, -1.15647, 2.68477, 1.0], [16, 0.0324167, -0.689956, 2.84021, 1.0], [17, 0.100276, -0.817891, 2.57937, 1.0], [18, 0.113312, -1.12703, 2.77348, 1.0], [19, 0.113511, -1.16076, 2.67435, 1.0], [20, -0.0301904, -0.246435, 2.77819, 1.0], [21, -0.379931, -0.0962928, 2.18198, 1.0], [22, -0.403388, -0.0868384, 2.209, 1.0], [23, 0.359425, -0.088354, 2.18825, 1.0], [24, 0.247925, -0.0912117, 2.18069, 1.0]]
[[0, -0.031279, -0.699636, 2.87774, 1.0], [1, -0.0313409, -0.439807, 2.82544, 1.0], [2, -0.0325753, -0.175675, 2.76167, 1.0], [3, -0.034061, -0.0161882, 2.7869, 1.0], [4, -0.16228, -0.234416, 2.742, 1.0], [5, -0.255654, -0.176537, 2.55059, 1.0], [6, -0.316778, -0.126485, 2.32852, 1.0], [7, -0.342838, -0.105226, 2.20557, 1.0], [8, 0.106331, -0.223308, 2.74239, 1.0], [9, 0.218129, -0.167924, 2.58406, 1.0], [10, 0.282806, -0.127373, 2.36103, 1.0], [11, 0.327371, -0.0998751, 2.20698, 1.0], [12, -0.0944116, -0.690423, 2.84941, 1.0], [13, -0.131869, -0.819695, 2.59037, 1.0], [14, -0.181819, -1.1192, 2.7896, 1.0], [15, -0.178642, -1.15384, 2.68929, 1.0], [16, 0.0327748, -0.69328, 2.84078, 1.0], [17, 0.0973826, -0.820468, 2.58657, 1.0], [18, 0.110677, -1.12571, 2.78311, 1.0], [19, 0.110684, -1.16025, 2.6828, 1.0], [20, -0.0321149, -0.242111, 2.77976, 1.0], [21, -0.372235, -0.105527, 2.18144, 1.0], [22, -0.398724, -0.0938941, 2.20911, 1.0], [23, 0.37645, -0.103456, 2.18461, 1.0], [24, 0.260011, -0.104596, 2.18215, 1.0]]
