[[0, 524.836, 369.112, 0.318687, 1.0], [1, 523.266, 392.598, 0.849259, 1.0], [2, 502.76, 392.603, 0.767775, 1.0], [3, 477.841, 352.977, 0.755384, 1.0], [4, 467.497, 322.098, 0.837891, 1.0], [5, 542.41, 392.612, 0.771823, 1.0], [6, 557.112, 348.541, 0.787267, 1.0], [7, 558.564, 313.299, 0.877106, 1.0], [8, 523.313, 464.585, 0.449758, 1.0], [9, 508.649, 464.584, 0.45408, 1.0], [10, 504.256, 514.528, 0.209811, 1.0], [11, 504.244, 536.587, 0.0501438, 1.0], [12, 539.475, 464.585, 0.399786, 1.0], [13, 535.087, 524.791, 0.160774, 1.0], [14, 0, 0, 0, 1.0], [15, 521.837, 361.793, 0.361599, 1.0], [16, 532.117, 363.25, 0.311589, 1.0], [17, 511.635, 367.626, 0.373576, 1.0], [18, 535.114, 369.08, 0.183186, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 524.814, 369.061, 0.303354, 1.0], [1, 521.92, 392.659, 0.869263, 1.0], [2, 501.326, 394.057, 0.813374, 1.0], [3, 482.212, 357.3, 0.772597, 1.0], [4, 467.503, 322.15, 0.838603, 1.0], [5, 543.862, 392.628, 0.801204, 1.0], [6, 557.049, 347.161, 0.762811, 1.0], [7, 558.539, 313.329, 0.850365, 1.0], [8, 523.292, 467.504, 0.584472, 1.0], [9, 508.616, 467.506, 0.560226, 1.0], [10, 505.708, 520.393, 0.327144, 1.0], [11, 0, 0, 0, 1.0], [12, 538.023, 466.084, 0.531298, 1.0], [13, 535.131, 520.387, 0.305313, 1.0], [14, 0, 0, 0, 1.0], [15, 521.826, 361.762, 0.349273, 1.0], [16, 532.08, 360.342, 0.289051, 1.0], [17, 511.613, 367.623, 0.400157, 1.0], [18, 535.07, 367.66, 0.18144, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.342, 369.096, 0.341438, 1.0], [1, 523.262, 392.675, 0.872798, 1.0], [2, 502.773, 394.074, 0.802825, 1.0], [3, 480.755, 355.888, 0.770099, 1.0], [4, 466.106, 322.05, 0.839423, 1.0], [5, 542.415, 392.637, 0.788668, 1.0], [6, 557.066, 348.541, 0.774312, 1.0], [7, 558.527, 313.342, 0.8639, 1.0], [8, 523.32, 464.587, 0.554013, 1.0], [9, 510.04, 464.6, 0.534552, 1.0], [10, 507.186, 514.515, 0.266353, 1.0], [11, 510.08, 536.586, 0.0530796, 1.0], [12, 538.029, 464.571, 0.498146, 1.0], [13, 537.995, 514.52, 0.232324, 1.0], [14, 0, 0, 0, 1.0], [15, 520.369, 363.225, 0.356481, 1.0], [16, 529.181, 361.778, 0.32021, 1.0], [17, 511.58, 369.055, 0.36235, 1.0], [18, 535.077, 369.087, 0.240463, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.377, 369.096, 0.317153, 1.0], [1, 523.259, 394.057, 0.862402, 1.0], [2, 502.757, 394.076, 0.791106, 1.0], [3, 479.273, 354.429, 0.753527, 1.0], [4, 466.11, 322.104, 0.841362, 1.0], [5, 542.411, 394.041, 0.784033, 1.0], [6, 557.098, 347.165, 0.80286, 1.0], [7, 558.548, 313.346, 0.875002, 1.0], [8, 523.309, 467.531, 0.468463, 1.0], [9, 508.642, 467.528, 0.468258, 1.0], [10, 505.717, 524.791, 0.201754, 1.0], [11, 0, 0, 0, 1.0], [12, 539.457, 467.522, 0.423316, 1.0], [13, 533.614, 536.546, 0.179354, 1.0], [14, 0, 0, 0, 1.0], [15, 520.401, 361.793, 0.348626, 1.0], [16, 530.635, 361.785, 0.305845, 1.0], [17, 511.599, 367.664, 0.375729, 1.0], [18, 535.075, 369.091, 0.232618, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.344, 369.062, 0.313053, 1.0], [1, 521.919, 392.578, 0.870001, 1.0], [2, 501.323, 392.596, 0.81302, 1.0], [3, 479.296, 354.445, 0.73879, 1.0], [4, 467.506, 322.111, 0.816211, 1.0], [5, 543.847, 392.586, 0.793671, 1.0], [6, 557.029, 348.603, 0.731899, 1.0], [7, 558.531, 314.771, 0.835668, 1.0], [8, 521.909, 464.564, 0.652962, 1.0], [9, 507.191, 464.547, 0.608029, 1.0], [10, 502.761, 513.081, 0.427298, 1.0], [11, 0, 0, 0, 1.0], [12, 536.558, 464.569, 0.607909, 1.0], [13, 535.088, 514.502, 0.37045, 1.0], [14, 0, 0, 0, 1.0], [15, 520.388, 361.758, 0.337987, 1.0], [16, 529.177, 360.331, 0.300657, 1.0], [17, 511.596, 366.206, 0.374777, 1.0], [18, 535.029, 367.639, 0.223539, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.366, 367.644, 0.295335, 1.0], [1, 521.914, 392.673, 0.860499, 1.0], [2, 502.752, 394.047, 0.778133, 1.0], [3, 479.294, 354.408, 0.75746, 1.0], [4, 466.095, 322.066, 0.843755, 1.0], [5, 542.423, 392.656, 0.783498, 1.0], [6, 557.097, 348.581, 0.761842, 1.0], [7, 558.559, 314.755, 0.856703, 1.0], [8, 523.307, 467.519, 0.492457, 1.0], [9, 508.645, 467.523, 0.481981, 1.0], [10, 508.61, 521.849, 0.210838, 1.0], [11, 0, 0, 0, 1.0], [12, 538.034, 467.504, 0.444526, 1.0], [13, 535.055, 536.544, 0.204432, 1.0], [14, 0, 0, 0, 1.0], [15, 520.39, 360.354, 0.332618, 1.0], [16, 529.176, 360.323, 0.288979, 1.0], [17, 511.62, 367.63, 0.354896, 1.0], [18, 535.037, 367.639, 0.227715, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.363, 369.084, 0.317746, 1.0], [1, 521.919, 394.074, 0.868369, 1.0], [2, 501.352, 394.081, 0.802299, 1.0], [3, 479.299, 354.417, 0.745268, 1.0], [4, 466.107, 322.085, 0.835695, 1.0], [5, 542.428, 394.08, 0.789368, 1.0], [6, 557.097, 348.593, 0.76405, 1.0], [7, 558.545, 314.758, 0.859437, 1.0], [8, 523.281, 470.463, 0.483195, 1.0], [9, 508.598, 470.458, 0.470979, 1.0], [10, 507.157, 536.545, 0.225698, 1.0], [11, 0, 0, 0, 1.0], [12, 538.021, 470.442, 0.436544, 1.0], [13, 535.066, 536.55, 0.206407, 1.0], [14, 0, 0, 0, 1.0], [15, 520.395, 361.768, 0.345831, 1.0], [16, 529.22, 361.755, 0.303659, 1.0], [17, 511.586, 367.637, 0.377112, 1.0], [18, 535.059, 367.672, 0.236328, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.317, 367.68, 0.282255, 1.0], [1, 521.892, 392.673, 0.852554, 1.0], [2, 501.323, 394.04, 0.795181, 1.0], [3, 482.174, 355.916, 0.757213, 1.0], [4, 466.111, 322.092, 0.837997, 1.0], [5, 542.408, 392.66, 0.780692, 1.0], [6, 557.019, 350.05, 0.712516, 1.0], [7, 558.523, 314.796, 0.841613, 1.0], [8, 521.901, 470.438, 0.511636, 1.0], [9, 507.166, 469.006, 0.499517, 1.0], [10, 504.239, 526.274, 0.214552, 1.0], [11, 0, 0, 0, 1.0], [12, 537.992, 468.992, 0.467974, 1.0], [13, 533.633, 530.675, 0.196024, 1.0], [14, 0, 0, 0, 1.0], [15, 520.369, 361.761, 0.308946, 1.0], [16, 527.736, 360.351, 0.264756, 1.0], [17, 511.583, 366.194, 0.368286, 1.0], [18, 533.65, 367.621, 0.204171, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.379, 367.677, 0.34774, 1.0], [1, 521.909, 392.588, 0.8538, 1.0], [2, 501.346, 392.62, 0.784342, 1.0], [3, 479.292, 351.523, 0.740444, 1.0], [4, 466.096, 322.055, 0.836562, 1.0], [5, 542.414, 392.551, 0.763237, 1.0], [6, 557.096, 347.149, 0.794016, 1.0], [7, 558.564, 313.285, 0.891501, 1.0], [8, 523.318, 464.59, 0.502662, 1.0], [9, 508.644, 464.579, 0.492325, 1.0], [10, 507.167, 514.523, 0.214707, 1.0], [11, 0, 0, 0, 1.0], [12, 539.465, 464.587, 0.44998, 1.0], [13, 536.558, 523.323, 0.200649, 1.0], [14, 0, 0, 0, 1.0], [15, 520.395, 361.769, 0.375442, 1.0], [16, 529.178, 360.356, 0.329071, 1.0], [17, 511.612, 367.637, 0.391954, 1.0], [18, 535.023, 367.668, 0.237036, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.36, 367.667, 0.31877, 1.0], [1, 523.261, 392.655, 0.871963, 1.0], [2, 501.353, 392.651, 0.790038, 1.0], [3, 479.288, 354.409, 0.742164, 1.0], [4, 466.111, 322.094, 0.83589, 1.0], [5, 542.433, 392.656, 0.791161, 1.0], [6, 557.096, 348.585, 0.779761, 1.0], [7, 558.538, 313.36, 0.868587, 1.0], [8, 523.313, 466.035, 0.502647, 1.0], [9, 508.639, 464.618, 0.496592, 1.0], [10, 504.252, 515.979, 0.207932, 1.0], [11, 0, 0, 0, 1.0], [12, 539.464, 466.032, 0.452729, 1.0], [13, 535.074, 523.329, 0.190592, 1.0], [14, 0, 0, 0, 1.0], [15, 520.393, 360.357, 0.352896, 1.0], [16, 529.197, 360.334, 0.310903, 1.0], [17, 511.596, 367.601, 0.374572, 1.0], [18, 535.055, 367.637, 0.242468, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
[[0, 523.333, 367.65, 0.296127, 1.0], [1, 521.906, 394.032, 0.853511, 1.0], [2, 501.322, 394.063, 0.79325, 1.0], [3, 482.198, 355.903, 0.747848, 1.0], [4, 467.5, 322.165, 0.832826, 1.0], [5, 542.435, 392.653, 0.782197, 1.0], [6, 557.038, 351.482, 0.707465, 1.0], [7, 558.563, 314.803, 0.841528, 1.0], [8, 523.309, 467.532, 0.547463, 1.0], [9, 508.642, 468.967, 0.525014, 1.0], [10, 507.187, 524.808, 0.270458, 1.0], [11, 0, 0, 0, 1.0], [12, 539.465, 467.515, 0.500827, 1.0], [13, 538.027, 524.804, 0.25271, 1.0], [14, 0, 0, 0, 1.0], [15, 520.36, 360.342, 0.326624, 1.0], [16, 527.753, 360.305, 0.284234, 1.0], [17, 511.579, 367.6, 0.368282, 1.0], [18, 535.02, 367.622, 0.228165, 1.0], [19, 0, 0, 0, 1.0], [20, 0, 0, 0, 1.0], [21, 0, 0, 0, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 0, 0, 0, 1.0]]
