[[0, -0.2011768, -0.1002044, 2.008453, 1], [1, -0.2128101, 0.203121, 1.98646, 1], [2, -0.2229435, 0.4950961, 1.951637, 1], [3, -0.2348797, 0.6207406, 1.932225, 1], [4, -0.3859404, 0.3735031, 1.96064, 1], [5, -0.4768064, 0.1653725, 1.976664, 1], [6, -0.5495453, -0.009659946, 1.870351, 1], [7, -0.5605522, -0.0293603, 1.837471, 1], [8, -0.06236594, 0.3895801, 1.964895, 1], [9, 0.00484336, 0.1458301, 1.995716, 1], [10, 0.02896805, -0.0631614, 1.949119, 1], [11, -0.02355879, -0.1196164, 1.929118, 1], [12, -0.2748258, -0.09958874, 1.968081, 1], [13, -0.2746077, -0.4552475, 2.023361, 1], [14, -0.2300507, -0.7660012, 2.12201, 1], [15, -0.2748541, -0.7031729, 2.041377, 1], [16, -0.1202938, -0.09725241, 1.9765, 1], [17, -0.07773474, -0.4761175, 2.022657, 1], [18, 0.04819679, -0.7499053, 2.151275, 1], [19, -0.001437042, -0.7171057, 2.0519, 1], [20, -0.2206884, 0.4236706, 1.962549, 1], [21, -0.5656577, -0.1034838, 1.747302, 1], [22, -0.5841843, -0.06755789, 1.851223, 1], [23, -0.03428534, -0.1795298, 1.955222, 1], [24, -0.01300837, -0.1601783, 1.957, 1]]
[[0, -0.2012007, -0.1002369, 2.008419, 1], [1, -0.212846, 0.203155, 1.986452, 1], [2, -0.223022, 0.4952902, 1.951674, 1], [3, -0.2350898, 0.6209685, 1.932441, 1], [4, -0.3858967, 0.3734544, 1.96053, 1], [5, -0.4769225, 0.1653051, 1.97655, 1], [6, -0.5495803, -0.009775394, 1.870262, 1], [7, -0.5610213, -0.02850307, 1.836898, 1], [8, -0.06246095, 0.3895753, 1.964811, 1], [9, 0.004829412, 0.1461212, 1.995407, 1], [10, 0.02833528, -0.06285619, 1.948303, 1], [11, -0.02394168, -0.1186447, 1.927851, 1], [12, -0.2748449, -0.09961064, 1.968071, 1], [13, -0.2744654, -0.4576477, 2.024421, 1], [14, -0.2297171, -0.7685506, 2.122541, 1], [15, -0.2734816, -0.7040015, 2.042709, 1], [16, -0.1203212, -0.09729616, 1.976429, 1], [17, -0.07773698, -0.4761198, 2.022655, 1], [18, 0.04910525, -0.7494975, 2.151269, 1], [19, -0.001692563, -0.7195268, 2.05191, 1], [20, -0.2207568, 0.4238144, 1.962568, 1], [21, -0.5665289, -0.098701, 1.749571, 1], [22, -0.5843505, -0.06679533, 1.850785, 1], [23, -0.0315421, -0.178614, 1.957601, 1], [24, -0.01150432, -0.1579351, 1.947414, 1]]
[[0, -0.2012328, -0.100127, 2.008564, 1], [1, -0.2130177, 0.2032957, 1.986551, 1], [2, -0.22338, 0.4954735, 1.951721, 1], [3, -0.2354304, 0.6211982, 1.932657, 1], [4, -0.3858925, 0.3734291, 1.960343, 1], [5, -0.4768317, 0.1652258, 1.976366, 1], [6, -0.5495403, -0.01003565, 1.870445, 1], [7, -0.5609584, -0.02779156, 1.838201, 1], [8, -0.06186323, 0.3908302, 1.965761, 1], [9, 0.004652613, 0.1466515, 1.994917, 1], [10, 0.0275994, -0.06227095, 1.94712, 1], [11, -0.02495202, -0.1192388, 1.928123, 1], [12, -0.2748576, -0.09952502, 1.968288, 1], [13, -0.2745785, -0.4581095, 2.024822, 1], [14, -0.2297226, -0.7691874, 2.122414, 1], [15, -0.2732573, -0.7040665, 2.042992, 1], [16, -0.1203713, -0.09715611, 1.976529, 1], [17, -0.07776751, -0.4761002, 2.022651, 1], [18, 0.04948021, -0.7491893, 2.151462, 1], [19, -0.001218088, -0.7208251, 2.051598, 1], [20, -0.2210643, 0.4239905, 1.962631, 1], [21, -0.5631949, -0.09813119, 1.741785, 1], [22, -0.5896041, -0.0591907, 1.866, 1], [23, -0.03947459, -0.178036, 1.948556, 1], [24, -0.007645397, -0.1432218, 1.943286, 1]]
[[0, -0.2014978, -0.09985665, 2.008564, 1], [1, -0.2132035, 0.2035234, 1.986567, 1], [2, -0.2234633, 0.4956293, 1.951749, 1], [3, -0.2356538, 0.6213172, 1.932699, 1], [4, -0.3858036, 0.3735443, 1.96002, 1], [5, -0.4766373, 0.165162, 1.97606, 1], [6, -0.5490562, -0.01045002, 1.870549, 1], [7, -0.5603197, -0.02932635, 1.83795, 1], [8, -0.06206467, 0.3909181, 1.965566, 1], [9, 0.004778482, 0.1479038, 1.994329, 1], [10, 0.02670128, -0.06092653, 1.945361, 1], [11, -0.02564912, -0.1167006, 1.926094, 1], [12, -0.2750862, -0.09929879, 1.968483, 1], [13, -0.2746888, -0.4587424, 2.025213, 1], [14, -0.2293663, -0.7699096, 2.122372, 1], [15, -0.2727225, -0.7042506, 2.043375, 1], [16, -0.120741, -0.09676452, 1.976293, 1], [17, -0.0779116, -0.4758643, 2.02248, 1], [18, 0.04992908, -0.7488362, 2.151004, 1], [19, -0.001708522, -0.7216801, 2.051555, 1], [20, -0.2211726, 0.4241675, 1.962656, 1], [21, -0.5656269, -0.0994756, 1.747486, 1], [22, -0.5861428, -0.06130206, 1.85448, 1], [23, -0.03873461, -0.1747168, 1.94951, 1], [24, -0.0172233, -0.1576102, 1.9516, 1]]
[[0, -0.2016053, -0.09973174, 2.008695, 1], [1, -0.2133481, 0.203777, 1.986701, 1], [2, -0.2236092, 0.4960213, 1.951881, 1], [3, -0.2358516, 0.6216244, 1.933048, 1], [4, -0.3857008, 0.3727124, 1.959374, 1], [5, -0.4765677, 0.1651266, 1.976002, 1], [6, -0.5489715, -0.01053904, 1.870578, 1], [7, -0.5608547, -0.02961433, 1.840571, 1], [8, -0.06181449, 0.3919624, 1.966099, 1], [9, 0.004726454, 0.1489026, 1.993895, 1], [10, 0.02579964, -0.05997143, 1.944651, 1], [11, -0.02651036, -0.1141399, 1.925558, 1], [12, -0.2751828, -0.09921698, 1.968684, 1], [13, -0.2759127, -0.4367999, 2.020708, 1], [14, -0.2326813, -0.7497156, 2.114227, 1], [15, -0.2877919, -0.6999643, 2.033178, 1], [16, -0.1208601, -0.09659393, 1.976374, 1], [17, -0.07803407, -0.4756345, 2.02248, 1], [18, 0.04830925, -0.7495159, 2.150576, 1], [19, -0.002959173, -0.7208866, 2.051226, 1], [20, -0.221322, 0.4245282, 1.962789, 1], [21, -0.5683362, -0.1011386, 1.754436, 1], [22, -0.5885127, -0.06430546, 1.864647, 1], [23, -0.03947667, -0.1727369, 1.948559, 1], [24, -0.01529931, -0.1498958, 1.943607, 1]]
[[0, -0.2018086, -0.09953944, 2.008826, 1], [1, -0.2134947, 0.2040507, 1.986818, 1], [2, -0.2236665, 0.4963689, 1.951991, 1], [3, -0.2363321, 0.6219525, 1.933478, 1], [4, -0.3856554, 0.3720549, 1.958888, 1], [5, -0.4764811, 0.1651864, 1.975941, 1], [6, -0.5486441, -0.01118658, 1.87163, 1], [7, -0.561542, -0.02902776, 1.840315, 1], [8, -0.06159386, 0.3927718, 1.96665, 1], [9, 0.004982251, 0.1505536, 1.99361, 1], [10, 0.02425562, -0.058376, 1.943675, 1], [11, -0.02732571, -0.108806, 1.919544, 1], [12, -0.2753192, -0.0991096, 1.968821, 1], [13, -0.2744339, -0.4543789, 2.026924, 1], [14, -0.2299193, -0.7671399, 2.119997, 1], [15, -0.275418, -0.7026557, 2.041931, 1], [16, -0.1211303, -0.09630682, 1.976498, 1], [17, -0.07818563, -0.4755534, 2.022606, 1], [18, 0.04871842, -0.7491881, 2.150691, 1], [19, -0.002558392, -0.7218316, 2.051027, 1], [20, -0.2214042, 0.42486, 1.962899, 1], [21, -0.5669416, -0.103685, 1.749613, 1], [22, -0.5874835, -0.06396472, 1.85969, 1], [23, -0.04125345, -0.1736174, 1.948558, 1], [24, -0.0218081, -0.1507828, 1.950333, 1]]
[[0, -0.2018683, -0.09932107, 2.008857, 1], [1, -0.2137521, 0.2043444, 1.986801, 1], [2, -0.2241828, 0.4967302, 1.951903, 1], [3, -0.2366465, 0.6222486, 1.933544, 1], [4, -0.3854383, 0.3722922, 1.958432, 1], [5, -0.4761854, 0.1654457, 1.975738, 1], [6, -0.5478408, -0.01124552, 1.871616, 1], [7, -0.5580375, -0.02842153, 1.842897, 1], [8, -0.06132461, 0.3943304, 1.967074, 1], [9, 0.004995391, 0.1526817, 1.992232, 1], [10, 0.02294914, -0.05609257, 1.940792, 1], [11, -0.02943315, -0.1075916, 1.919519, 1], [12, -0.2753638, -0.09895508, 1.968901, 1], [13, -0.2743045, -0.454145, 2.026788, 1], [14, -0.2297043, -0.7668207, 2.120078, 1], [15, -0.2755654, -0.7027321, 2.041948, 1], [16, -0.1212001, -0.09601582, 1.976472, 1], [17, -0.07819799, -0.4755588, 2.022604, 1], [18, 0.04905939, -0.7488945, 2.150951, 1], [19, -0.001870673, -0.722685, 2.050759, 1], [20, -0.2218519, 0.4252096, 1.962831, 1], [21, -0.5699863, -0.1044376, 1.760847, 1], [22, -0.5871205, -0.06380381, 1.858202, 1], [23, -0.04034341, -0.171765, 1.947559, 1], [24, -0.01555783, -0.1430936, 1.942, 1]]
[[0, -0.2023505, -0.09894834, 2.008736, 1], [1, -0.2143084, 0.2047319, 1.986748, 1], [2, -0.2247339, 0.4970841, 1.951934, 1], [3, -0.2371141, 0.6226907, 1.933916, 1], [4, -0.3854167, 0.3723545, 1.958253, 1], [5, -0.4759502, 0.1656315, 1.975577, 1], [6, -0.5475044, -0.01138535, 1.871982, 1], [7, -0.558863, -0.02752131, 1.841695, 1], [8, -0.06129164, 0.3954093, 1.967868, 1], [9, 0.005071488, 0.1531449, 1.992048, 1], [10, 0.01956861, -0.05508155, 1.9366, 1], [11, -0.03023483, -0.1008758, 1.913648, 1], [12, -0.2757784, -0.09864163, 1.968722, 1], [13, -0.2742868, -0.4566828, 2.027514, 1], [14, -0.2292051, -0.7692128, 2.120979, 1], [15, -0.2740566, -0.7038125, 2.043255, 1], [16, -0.1217199, -0.09560802, 1.976425, 1], [17, -0.07820515, -0.4755631, 2.022602, 1], [18, 0.04937563, -0.7486491, 2.151143, 1], [19, -0.002874114, -0.7229958, 2.051838, 1], [20, -0.2224103, 0.4255772, 1.962839, 1], [21, -0.5662888, -0.1112964, 1.750184, 1], [22, -0.5873453, -0.06260503, 1.860497, 1], [23, -0.04983748, -0.1691811, 1.938226, 1], [24, -0.01997847, -0.1412888, 1.941333, 1]]
[[0, -0.2026436, -0.09888425, 2.00866, 1], [1, -0.214755, 0.204916, 1.986707, 1], [2, -0.2253071, 0.4973974, 1.951962, 1], [3, -0.2376453, 0.6229619, 1.934107, 1], [4, -0.3854111, 0.3722528, 1.957964, 1], [5, -0.4755858, 0.1654539, 1.975024, 1], [6, -0.5475301, -0.01166295, 1.871925, 1], [7, -0.5597349, -0.02785772, 1.840041, 1], [8, -0.06191403, 0.3951769, 1.96754, 1], [9, 0.005817159, 0.1580459, 1.990898, 1], [10, 0.01706677, -0.04994287, 1.933332, 1], [11, -0.03314894, -0.09915707, 1.91083, 1], [12, -0.2761038, -0.09856512, 1.96867, 1], [13, -0.2741597, -0.4579227, 2.02775, 1], [14, -0.2288113, -0.7704104, 2.121203, 1], [15, -0.2734003, -0.704336, 2.043988, 1], [16, -0.1219609, -0.09556458, 1.976333, 1], [17, -0.07824969, -0.4755744, 2.022564, 1], [18, 0.04797633, -0.7496372, 2.150418, 1], [19, -0.001401335, -0.722182, 2.049379, 1], [20, -0.2229548, 0.4258595, 1.962846, 1], [21, -0.5654773, -0.1065852, 1.747691, 1], [22, -0.5864986, -0.06381513, 1.858323, 1], [23, -0.04978129, -0.1646189, 1.936228, 1], [24, -0.02005943, -0.1302074, 1.926875, 1]]
[[0, -0.2028518, -0.09866676, 2.0086, 1], [1, -0.2149436, 0.2051034, 1.98672, 1], [2, -0.2254554, 0.4975433, 1.952041, 1], [3, -0.2381836, 0.6233149, 1.934468, 1], [4, -0.3854926, 0.3721009, 1.957796, 1], [5, -0.4751933, 0.1656515, 1.974689, 1], [6, -0.5471252, -0.01168499, 1.871992, 1], [7, -0.5571058, -0.02537192, 1.845011, 1], [8, -0.0618815, 0.3957462, 1.968095, 1], [9, 0.005960406, 0.1607495, 1.990318, 1], [10, 0.01132026, -0.04681731, 1.929862, 1], [11, -0.0353127, -0.0925369, 1.907418, 1], [12, -0.2762085, -0.09844886, 1.968674, 1], [13, -0.2740803, -0.4560545, 2.027246, 1], [14, -0.2291538, -0.7686427, 2.120618, 1], [15, -0.2745068, -0.7035337, 2.043099, 1], [16, -0.1222895, -0.09523217, 1.976178, 1], [17, -0.07845721, -0.4751172, 2.022353, 1], [18, 0.04815282, -0.748871, 2.150473, 1], [19, -0.001640331, -0.7230828, 2.049363, 1], [20, -0.2231137, 0.4260167, 1.962909, 1], [21, -0.5699325, -0.1023818, 1.760609, 1], [22, -0.5871661, -0.06244564, 1.861117, 1], [23, -0.0479527, -0.1226067, 1.916791, 1], [24, -0.01806162, -0.1225093, 1.922667, 1]]
[[0, -0.2033796, -0.09843896, 2.00843, 1], [1, -0.215355, 0.2054575, 1.986693, 1], [2, -0.2257613, 0.4980344, 1.95216, 1], [3, -0.2387094, 0.6236665, 1.934654, 1], [4, -0.3855009, 0.372327, 1.957524, 1], [5, -0.4749809, 0.1656584, 1.974343, 1], [6, -0.5470088, -0.01180915, 1.87197, 1], [7, -0.5581865, -0.02639791, 1.841371, 1], [8, -0.06299794, 0.3953975, 1.967792, 1], [9, 0.006486405, 0.1639173, 1.990328, 1], [10, 0.01060466, -0.04313524, 1.927607, 1], [11, -0.03723636, -0.08368395, 1.90095, 1], [12, -0.2766729, -0.098208, 1.968643, 1], [13, -0.2743818, -0.4355834, 2.020219, 1], [14, -0.2326778, -0.7485882, 2.114058, 1], [15, -0.2933116, -0.710633, 2.032213, 1], [16, -0.1228661, -0.09503558, 1.975855, 1], [17, -0.07850802, -0.4751556, 2.022321, 1], [18, 0.04713292, -0.7493344, 2.150464, 1], [19, -0.001779102, -0.7221871, 2.04903, 1], [20, -0.2234457, 0.4264716, 1.962988, 1], [21, -0.5654728, -0.1029189, 1.74955, 1], [22, -0.5857082, -0.06215166, 1.857958, 1], [23, -0.0437218, -0.1138819, 1.909539, 1], [24, -0.01640969, -0.114533, 1.9149, 1]]
