[[0, -0.332658, -0.749341, 2.82074, 1.0], [1, -0.321762, -0.42462, 2.79698, 1.0], [2, -0.309377, -0.104936, 2.75867, 1.0], [3, -0.314422, 0.028235, 2.78751, 1.0], [4, -0.449563, -0.232507, 2.69937, 1.0], [5, -0.559243, -0.243352, 2.52074, 1.0], [6, -0.387686, -0.181669, 2.31424, 1.0], [7, -0.320502, -0.142729, 2.18553, 1.0], [8, -0.161606, -0.214187, 2.73521, 1.0], [9, -0.0388894, -0.216219, 2.56315, 1.0], [10, -0.12047, -0.164435, 2.30471, 1.0], [11, -0.074985, -0.135314, 2.20774, 1.0], [12, -0.393885, -0.743765, 2.777, 1.0], [13, -0.367002, -1.05922, 2.71558, 1.0], [14, -0.33997, -1.46131, 2.74643, 1.0], [15, -0.30542, -1.51074, 2.64063, 1.0], [16, -0.262788, -0.735453, 2.79122, 1.0], [17, -0.199637, -1.0466, 2.75871, 1.0], [18, -0.225389, -1.45129, 2.74528, 1.0], [19, -0.258057, -1.50781, 2.64453, 1.0], [20, -0.312744, -0.184195, 2.77083, 1.0], [21, -0.245824, -0.139309, 2.17483, 1.0], [22, -0.318249, -0.137571, 2.1587, 1.0], [23, -0.00750409, -0.131609, 2.19276, 1.0], [24, 0.00754852, -0.127407, 2.19825, 1.0]]
[[0, -0.326947, -0.740717, 2.78429, 1.0], [1, -0.320716, -0.422348, 2.78826, 1.0], [2, -0.309428, -0.104889, 2.75841, 1.0], [3, -0.314316, 0.0279672, 2.7868, 1.0], [4, -0.449404, -0.232519, 2.69936, 1.0], [5, -0.55653, -0.243875, 2.52601, 1.0], [6, -0.392392, -0.183945, 2.32307, 1.0], [7, -0.318079, -0.143093, 2.1888, 1.0], [8, -0.161863, -0.214498, 2.73507, 1.0], [9, -0.0423733, -0.216076, 2.56777, 1.0], [10, -0.119922, -0.166418, 2.31583, 1.0], [11, -0.0991765, -0.137339, 2.20632, 1.0], [12, -0.3884, -0.73481, 2.74227, 1.0], [13, -0.372739, -1.0342, 2.737, 1.0], [14, -0.347281, -1.456, 2.75255, 1.0], [15, -0.30548, -1.5105, 2.6399, 1.0], [16, -0.256934, -0.727268, 2.75345, 1.0], [17, -0.231802, -1.13237, 2.78246, 1.0], [18, -0.26409, -1.43835, 2.71962, 1.0], [19, -0.253877, -1.46, 2.58156, 1.0], [20, -0.31275, -0.184023, 2.77012, 1.0], [21, -0.255899, -0.139872, 2.17454, 1.0], [22, -0.259316, -0.135593, 2.16333, 1.0], [23, -0.133192, -0.136941, 2.18271, 1.0], [24, -0.0444581, -0.134185, 2.186, 1.0]]
[[0, -0.30692, -0.730347, 2.76244, 1.0], [1, -0.313145, -0.417326, 2.77538, 1.0], [2, -0.309467, -0.104847, 2.7581, 1.0], [3, -0.314303, 0.0278475, 2.78625, 1.0], [4, -0.44896, -0.232809, 2.69851, 1.0], [5, -0.451955, -0.212817, 2.4939, 1.0], [6, -0.330709, -0.160732, 2.26334, 1.0], [7, -0.325214, -0.143385, 2.19037, 1.0], [8, -0.16176, -0.214229, 2.73484, 1.0], [9, -0.0437644, -0.215733, 2.56889, 1.0], [10, -0.119401, -0.166898, 2.31897, 1.0], [11, -0.100086, -0.138376, 2.20529, 1.0], [12, -0.367058, -0.725347, 2.71651, 1.0], [13, -0.390511, -1.01947, 2.73244, 1.0], [14, -0.347591, -1.44492, 2.7435, 1.0], [15, -0.322125, -1.51234, 2.63919, 1.0], [16, -0.238577, -0.716291, 2.73549, 1.0], [17, -0.259346, -1.11844, 2.77463, 1.0], [18, -0.247304, -1.43257, 2.73964, 1.0], [19, -0.285994, -1.5096, 2.66547, 1.0], [20, -0.312364, -0.18356, 2.76882, 1.0], [21, -0.27263, -0.142282, 2.17531, 1.0], [22, -0.274788, -0.139175, 2.1642, 1.0], [23, -0.118214, -0.136932, 2.18239, 1.0], [24, -0.0465985, -0.135394, 2.18497, 1.0]]
[[0, -0.305135, -0.725802, 2.75892, 1.0], [1, -0.311136, -0.414594, 2.77173, 1.0], [2, -0.309466, -0.104854, 2.75809, 1.0], [3, -0.314457, 0.027678, 2.78592, 1.0], [4, -0.447732, -0.233413, 2.69779, 1.0], [5, -0.557263, -0.242309, 2.52723, 1.0], [6, -0.393923, -0.183695, 2.32499, 1.0], [7, -0.362964, -0.144261, 2.18925, 1.0], [8, -0.161748, -0.214212, 2.73459, 1.0], [9, -0.0404794, -0.21958, 2.57015, 1.0], [10, -0.11833, -0.16841, 2.32003, 1.0], [11, -0.099705, -0.138277, 2.20536, 1.0], [12, -0.365799, -0.721484, 2.71393, 1.0], [13, -0.39041, -1.01594, 2.73174, 1.0], [14, -0.349023, -1.44408, 2.7438, 1.0], [15, -0.321681, -1.50446, 2.64219, 1.0], [16, -0.236341, -0.711217, 2.73146, 1.0], [17, -0.259059, -1.11373, 2.77347, 1.0], [18, -0.243615, -1.42983, 2.74123, 1.0], [19, -0.28229, -1.51101, 2.65597, 1.0], [20, -0.311984, -0.183164, 2.76804, 1.0], [21, -0.293054, -0.142071, 2.17256, 1.0], [22, -0.387759, -0.14376, 2.15583, 1.0], [23, -0.114605, -0.137083, 2.18479, 1.0], [24, -0.0461989, -0.135713, 2.18403, 1.0]]
[[0, -0.304525, -0.724477, 2.75818, 1.0], [1, -0.310449, -0.413707, 2.7704, 1.0], [2, -0.309559, -0.104926, 2.75804, 1.0], [3, -0.314392, 0.0276239, 2.78567, 1.0], [4, -0.44731, -0.233375, 2.69739, 1.0], [5, -0.558092, -0.242385, 2.52795, 1.0], [6, -0.397621, -0.185354, 2.32316, 1.0], [7, -0.364969, -0.144482, 2.18976, 1.0], [8, -0.161404, -0.21483, 2.73487, 1.0], [9, -0.0406807, -0.219965, 2.57021, 1.0], [10, -0.118721, -0.168763, 2.32037, 1.0], [11, -0.0904715, -0.140099, 2.20731, 1.0], [12, -0.365213, -0.719605, 2.71322, 1.0], [13, -0.391037, -1.02061, 2.73251, 1.0], [14, -0.349001, -1.44366, 2.74486, 1.0], [15, -0.324666, -1.52616, 2.64504, 1.0], [16, -0.235797, -0.710401, 2.73095, 1.0], [17, -0.274207, -1.12107, 2.77265, 1.0], [18, -0.224906, -1.42831, 2.7204, 1.0], [19, -0.27934, -1.51559, 2.63816, 1.0], [20, -0.311834, -0.18299, 2.76748, 1.0], [21, -0.293115, -0.142101, 2.17301, 1.0], [22, -0.386085, -0.144006, 2.15672, 1.0], [23, -0.102221, -0.137706, 2.18776, 1.0], [24, -0.044584, -0.135261, 2.18513, 1.0]]
[[0, -0.304426, -0.724329, 2.75787, 1.0], [1, -0.309975, -0.41343, 2.76956, 1.0], [2, -0.309529, -0.104951, 2.75795, 1.0], [3, -0.314403, 0.0277317, 2.78598, 1.0], [4, -0.447136, -0.233487, 2.6972, 1.0], [5, -0.560088, -0.244227, 2.52838, 1.0], [6, -0.400224, -0.184796, 2.32222, 1.0], [7, -0.459017, -0.14579, 2.18402, 1.0], [8, -0.161221, -0.215112, 2.73484, 1.0], [9, -0.0399924, -0.220361, 2.56947, 1.0], [10, -0.119069, -0.168677, 2.31877, 1.0], [11, -0.0963088, -0.142022, 2.20584, 1.0], [12, -0.365144, -0.71944, 2.71304, 1.0], [13, -0.391022, -1.01978, 2.73236, 1.0], [14, -0.348289, -1.44572, 2.74619, 1.0], [15, -0.319444, -1.52583, 2.63046, 1.0], [16, -0.23568, -0.710306, 2.73068, 1.0], [17, -0.261301, -1.12024, 2.77665, 1.0], [18, -0.242865, -1.4346, 2.74219, 1.0], [19, -0.269125, -1.50776, 2.64143, 1.0], [20, -0.311505, -0.182844, 2.7669, 1.0], [21, -0.518959, -0.145223, 2.15972, 1.0], [22, -0.50354, -0.145238, 2.16689, 1.0], [23, -0.125804, -0.139938, 2.18635, 1.0], [24, -0.0468068, -0.136372, 2.18611, 1.0]]
[[0, -0.304333, -0.723176, 2.7574, 1.0], [1, -0.30952, -0.412689, 2.76858, 1.0], [2, -0.309495, -0.104961, 2.75785, 1.0], [3, -0.31444, 0.0279029, 2.78609, 1.0], [4, -0.446962, -0.234247, 2.69709, 1.0], [5, -0.558214, -0.231884, 2.52567, 1.0], [6, -0.395823, -0.179242, 2.31837, 1.0], [7, -0.455104, -0.146095, 2.18393, 1.0], [8, -0.16126, -0.215425, 2.73482, 1.0], [9, -0.04003, -0.220272, 2.56852, 1.0], [10, -0.127353, -0.170403, 2.31922, 1.0], [11, -0.139863, -0.143565, 2.2012, 1.0], [12, -0.36513, -0.7184, 2.71277, 1.0], [13, -0.3459, -1.12852, 2.76125, 1.0], [14, -0.342579, -1.45034, 2.74289, 1.0], [15, -0.337592, -1.5206, 2.65301, 1.0], [16, -0.235534, -0.70912, 2.73017, 1.0], [17, -0.277724, -1.13602, 2.77319, 1.0], [18, -0.222897, -1.43333, 2.72331, 1.0], [19, -0.26621, -1.50777, 2.64171, 1.0], [20, -0.311138, -0.182585, 2.76622, 1.0], [21, -0.508999, -0.146805, 2.16096, 1.0], [22, -0.512733, -0.144773, 2.16033, 1.0], [23, -0.186764, -0.142699, 2.18003, 1.0], [24, -0.0892549, -0.14056, 2.17945, 1.0]]
[[0, -0.304192, -0.722949, 2.75719, 1.0], [1, -0.309217, -0.412435, 2.76809, 1.0], [2, -0.309477, -0.104971, 2.75779, 1.0], [3, -0.314346, 0.027512, 2.78627, 1.0], [4, -0.446958, -0.234196, 2.69705, 1.0], [5, -0.562292, -0.240161, 2.52825, 1.0], [6, -0.40119, -0.184055, 2.32003, 1.0], [7, -0.457378, -0.147565, 2.18607, 1.0], [8, -0.160672, -0.213642, 2.73574, 1.0], [9, -0.0458156, -0.215859, 2.564, 1.0], [10, -0.15181, -0.169889, 2.32081, 1.0], [11, -0.150835, -0.143678, 2.20028, 1.0], [12, -0.365045, -0.718304, 2.71265, 1.0], [13, -0.388048, -1.02968, 2.7368, 1.0], [14, -0.336537, -1.44354, 2.74351, 1.0], [15, -0.327062, -1.51301, 2.65568, 1.0], [16, -0.235348, -0.708738, 2.72996, 1.0], [17, -0.263543, -1.13375, 2.77886, 1.0], [18, -0.24294, -1.4394, 2.74423, 1.0], [19, -0.267577, -1.50874, 2.64265, 1.0], [20, -0.310938, -0.18245, 2.76586, 1.0], [21, -0.503586, -0.146947, 2.16287, 1.0], [22, -0.514782, -0.146595, 2.1582, 1.0], [23, -0.19585, -0.142786, 2.1815, 1.0], [24, -0.0973938, -0.141891, 2.17417, 1.0]]
[[0, -0.303756, -0.722017, 2.75684, 1.0], [1, -0.308838, -0.411898, 2.76752, 1.0], [2, -0.309474, -0.104969, 2.75775, 1.0], [3, -0.313877, 0.0270259, 2.7865, 1.0], [4, -0.446758, -0.234241, 2.69703, 1.0], [5, -0.56289, -0.243586, 2.53, 1.0], [6, -0.464373, -0.175886, 2.28935, 1.0], [7, -0.478816, -0.149518, 2.18695, 1.0], [8, -0.160251, -0.213476, 2.73611, 1.0], [9, -0.0453109, -0.218177, 2.56543, 1.0], [10, -0.144454, -0.175036, 2.31986, 1.0], [11, -0.135475, -0.144769, 2.20084, 1.0], [12, -0.364679, -0.717515, 2.71271, 1.0], [13, -0.388301, -1.03135, 2.73714, 1.0], [14, -0.337282, -1.44403, 2.74234, 1.0], [15, -0.329383, -1.51548, 2.64637, 1.0], [16, -0.234832, -0.707632, 2.72924, 1.0], [17, -0.279786, -1.13563, 2.7731, 1.0], [18, -0.234148, -1.43583, 2.71944, 1.0], [19, -0.285165, -1.52271, 2.63729, 1.0], [20, -0.310779, -0.182256, 2.76553, 1.0], [21, -0.45345, -0.147371, 2.16752, 1.0], [22, -0.530463, -0.146512, 2.15754, 1.0], [23, -0.188001, -0.144875, 2.18282, 1.0], [24, -0.0914354, -0.141751, 2.17871, 1.0]]
[[0, -0.303277, -0.721451, 2.75646, 1.0], [1, -0.308441, -0.411631, 2.76701, 1.0], [2, -0.309449, -0.105036, 2.75773, 1.0], [3, -0.313339, 0.0268232, 2.78635, 1.0], [4, -0.446811, -0.233686, 2.69799, 1.0], [5, -0.564704, -0.250159, 2.53382, 1.0], [6, -0.466668, -0.179237, 2.29487, 1.0], [7, -0.475947, -0.150975, 2.18752, 1.0], [8, -0.16012, -0.213409, 2.73613, 1.0], [9, -0.0455642, -0.219118, 2.566, 1.0], [10, -0.10665, -0.170393, 2.30985, 1.0], [11, -0.119532, -0.147057, 2.20308, 1.0], [12, -0.363943, -0.715007, 2.71251, 1.0], [13, -0.338677, -1.12942, 2.765, 1.0], [14, -0.333509, -1.4618, 2.73928, 1.0], [15, -0.300129, -1.51476, 2.60153, 1.0], [16, -0.234329, -0.707899, 2.72876, 1.0], [17, -0.261045, -1.14259, 2.78126, 1.0], [18, -0.249866, -1.44354, 2.74286, 1.0], [19, -0.269935, -1.52164, 2.62456, 1.0], [20, -0.310594, -0.182213, 2.76523, 1.0], [21, -0.456418, -0.148232, 2.1687, 1.0], [22, -0.532899, -0.147718, 2.1581, 1.0], [23, -0.172756, -0.148539, 2.18515, 1.0], [24, -0.0766052, -0.143122, 2.17927, 1.0]]
[[0, -0.302998, -0.720323, 2.75629, 1.0], [1, -0.308116, -0.411127, 2.76657, 1.0], [2, -0.309411, -0.105052, 2.75766, 1.0], [3, -0.31313, 0.0269384, 2.78643, 1.0], [4, -0.446762, -0.232996, 2.69876, 1.0], [5, -0.564133, -0.251877, 2.53519, 1.0], [6, -0.466988, -0.181357, 2.29656, 1.0], [7, -0.474316, -0.151347, 2.18721, 1.0], [8, -0.159814, -0.213277, 2.73618, 1.0], [9, -0.0459214, -0.219882, 2.56629, 1.0], [10, -0.0802972, -0.174689, 2.30518, 1.0], [11, -0.0936785, -0.147706, 2.20404, 1.0], [12, -0.363677, -0.713078, 2.71241, 1.0], [13, -0.339645, -1.12817, 2.7646, 1.0], [14, -0.333231, -1.46182, 2.73955, 1.0], [15, -0.335269, -1.52617, 2.65953, 1.0], [16, -0.234182, -0.707605, 2.72866, 1.0], [17, -0.214036, -1.02199, 2.77012, 1.0], [18, -0.24239, -1.43485, 2.74952, 1.0], [19, -0.267302, -1.50609, 2.66319, 1.0], [20, -0.310346, -0.182055, 2.76485, 1.0], [21, -0.447, -0.150281, 2.16911, 1.0], [22, -0.528294, -0.147392, 2.16111, 1.0], [23, -0.12546, -0.146061, 2.18486, 1.0], [24, -0.0483918, -0.144472, 2.18292, 1.0]]
