[['2, k, 0', [-7.47697, 92.62759, 1.0]], ['2, k, 1', [-5.8700947423552154, 126.15321687119254, 1.0]], ['2, k, 2', [-4.6289798593102, 151.31363094014597, 1.0]], ['2, k, 3', [-4.27367279697897, 158.41594066722814, 1.0]], ['2, k, 4', [14.362701140263567, 149.81006085750892, 1.0]], ['2, k, 5', [35.609698749040604, 136.45454090155377, 1.0]], ['2, k, 6', [50.425281580684086, 153.35393130064074, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-24.339699741234, 149.79308863384, 1.0]], ['2, k, 9', [-42.02129180352946, 130.56545846065862, 1.0]], ['2, k, 10', [-61.50221135593231, 142.2119403096488, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [1.566922336494951, 92.05330828827525, 1.0]], ['2, k, 13', [0.603543155774062, 51.16611135806776, 1.0]], ['2, k, 14', [-0.011659074274189551, 12.87608676654559, 1.0]], ['2, k, 15', [0.24539091500115878, 4.345669524029569, 1.0]], ['2, k, 16', [-16.241798073915298, 92.80345689345434, 1.0]], ['2, k, 17', [-20.787029252918998, 49.48588976725491, 1.0]], ['2, k, 18', [-27.31055595876221, 11.618672445586647, 1.0]], ['2, k, 19', [-29.506903013100757, 3.9259291349595564, 1.0]], ['2, k, 20', [-4.6289798593102, 151.31363094014597, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.462246666666666, 92.60893666666668, 1.0]], ['2, k, 1', [-5.881886850579314, 126.09911547757632, 1.0]], ['2, k, 2', [-4.6692929840762325, 151.22483110797356, 1.0]], ['2, k, 3', [-4.3228861043998, 158.31554476835385, 1.0]], ['2, k, 4', [14.377753989484749, 149.801560501857, 1.0]], ['2, k, 5', [35.52243330183185, 136.19763741953022, 1.0]], ['2, k, 6', [50.579019248011186, 153.18835488443554, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-24.177930446603938, 149.64312281147886, 1.0]], ['2, k, 9', [-42.07609149267657, 130.79977128796216, 1.0]], ['2, k, 10', [-61.46635389911933, 142.95489573658008, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [1.5748289180149877, 92.02988088563811, 1.0]], ['2, k, 13', [0.6183556920109264, 51.20131371138379, 1.0]], ['2, k, 14', [0.029394548249550456, 12.833424969018154, 1.0]], ['2, k, 15', [0.4551605263238503, 4.228580374693205, 1.0]], ['2, k, 16', [-16.225992504324935, 92.77932818953443, 1.0]], ['2, k, 17', [-20.757912519199273, 49.48196214068246, 1.0]], ['2, k, 18', [-27.323288820710957, 11.579393693032735, 1.0]], ['2, k, 19', [-29.422864389577622, 3.7820065284110047, 1.0]], ['2, k, 20', [-4.6692929840762325, 151.22483110797356, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.437698, 92.625376, 1.0]], ['2, k, 1', [-5.834939837586137, 126.09960230423704, 1.0]], ['2, k, 2', [-4.599016987013126, 151.21434310595453, 1.0]], ['2, k, 3', [-4.24423235584607, 158.3019678991566, 1.0]], ['2, k, 4', [14.441651526003756, 149.8181318407232, 1.0]], ['2, k, 5', [35.50466499438937, 135.99074457510628, 1.0]], ['2, k, 6', [50.81814690825277, 153.17167394392754, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-24.009631707855753, 149.74283243024405, 1.0]], ['2, k, 9', [-42.096932913096055, 130.91712519265212, 1.0]], ['2, k, 10', [-61.65937908440456, 142.6795039639407, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [1.5989325121441, 92.03237648052091, 1.0]], ['2, k, 13', [0.6587242739841226, 51.21595655755139, 1.0]], ['2, k, 14', [0.07060347560094526, 12.728837902372241, 1.0]], ['2, k, 15', [0.45358129104197276, 4.226900707043548, 1.0]], ['2, k, 16', [-16.198842016947367, 92.7994337763096, 1.0]], ['2, k, 17', [-20.746591759657395, 49.46125357733994, 1.0]], ['2, k, 18', [-27.32765908961902, 11.554997431879066, 1.0]], ['2, k, 19', [-29.39765383315434, 3.683822619138571, 1.0]], ['2, k, 20', [-4.599016987013126, 151.21434310595453, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.395968000000001, 92.642378, 1.0]], ['2, k, 1', [-5.673036377148281, 126.10211009130508, 1.0]], ['2, k, 2', [-4.303928566412424, 151.20342646347387, 1.0]], ['2, k, 3', [-3.9058539638660563, 158.2869087802415, 1.0]], ['2, k, 4', [14.667617252657204, 149.71440401040812, 1.0]], ['2, k, 5', [35.729656322173106, 135.82597104249038, 1.0]], ['2, k, 6', [51.32828807873576, 153.25258594630878, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.587535564185394, 149.77072312471296, 1.0]], ['2, k, 9', [-41.71559135475674, 130.78915437579784, 1.0]], ['2, k, 10', [-61.17038949661911, 142.8287506679037, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [1.6420953201051018, 92.01809466682063, 1.0]], ['2, k, 13', [0.6563531015482944, 51.210589615338286, 1.0]], ['2, k, 14', [0.019855344048140378, 12.645323100365921, 1.0]], ['2, k, 15', [0.3766267090787136, 4.182058787105706, 1.0]], ['2, k, 16', [-16.153772119896217, 92.84437903796612, 1.0]], ['2, k, 17', [-20.80772227549395, 49.46451310665183, 1.0]], ['2, k, 18', [-27.420688155250886, 11.56157855966287, 1.0]], ['2, k, 19', [-29.518960471220787, 3.6527619944423675, 1.0]], ['2, k, 20', [-4.303928566412424, 151.20342646347387, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.343112, 92.672342, 1.0]], ['2, k, 1', [-5.438381046326086, 126.13553384961409, 1.0]], ['2, k, 2', [-3.909366240063674, 151.2505587875649, 1.0]], ['2, k, 3', [-3.4637153415095034, 158.33955217635338, 1.0]], ['2, k, 4', [15.061945935869183, 149.66851872134077, 1.0]], ['2, k, 5', [35.91152893385589, 135.66814320274224, 1.0]], ['2, k, 6', [52.110579384234775, 152.77587408800454, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-23.269426822226876, 149.80888367495194, 1.0]], ['2, k, 9', [-41.7050135521545, 131.02258943283158, 1.0]], ['2, k, 10', [-61.07134527962428, 143.36781216558927, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [1.6962008223324219, 92.0050930471161, 1.0]], ['2, k, 13', [0.6199888271610905, 51.18804424081029, 1.0]], ['2, k, 14', [-0.05694179924397147, 12.556663926552396, 1.0]], ['2, k, 15', [0.3257177568606159, 4.201074388245964, 1.0]], ['2, k, 16', [-16.093022016270535, 92.90874715474, 1.0]], ['2, k, 17', [-21.094211291357933, 49.458837311415266, 1.0]], ['2, k, 18', [-27.826160351297602, 11.614962887844364, 1.0]], ['2, k, 19', [-29.8924045663805, 3.7237986729250743, 1.0]], ['2, k, 20', [-3.909366240063674, 151.2505587875649, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.222951999999999, 92.661116, 1.0]], ['2, k, 1', [-5.105914656286352, 126.12676562943454, 1.0]], ['2, k, 2', [-3.412184498804672, 151.24778786343967, 1.0]], ['2, k, 3', [-2.919744080725464, 158.33892098671674, 1.0]], ['2, k, 4', [15.587491653875631, 149.68155798455263, 1.0]], ['2, k, 5', [36.26287423966064, 135.47816970032076, 1.0]], ['2, k, 6', [52.589458278972934, 151.80818865459824, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-22.60206382183385, 149.75941616173145, 1.0]], ['2, k, 9', [-41.41990521987263, 131.30543980729345, 1.0]], ['2, k, 10', [-60.676031831950944, 143.891406178612, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [1.8132534342637268, 91.93838653249493, 1.0]], ['2, k, 13', [0.6383374410930323, 51.20070503208233, 1.0]], ['2, k, 14', [-0.060979028267804325, 12.50995859791626, 1.0]], ['2, k, 15', [0.3246306269112149, 4.162660142707743, 1.0]], ['2, k, 16', [-15.994025788114893, 92.94984813950302, 1.0]], ['2, k, 17', [-21.622915721567765, 49.50370254674619, 1.0]], ['2, k, 18', [-28.689472284964864, 11.734813930751734, 1.0]], ['2, k, 19', [-30.74194209520886, 3.8158147081393388, 1.0]], ['2, k, 20', [-3.412184498804672, 151.24778786343967, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-7.076682, 92.663836, 1.0]], ['2, k, 1', [-4.725123666549523, 126.14408889309908, 1.0]], ['2, k, 2', [-2.852575708120806, 151.27437474977037, 1.0]], ['2, k, 3', [-2.3090108254638952, 158.3673073311466, 1.0]], ['2, k, 4', [16.21492619153787, 149.76511242891408, 1.0]], ['2, k, 5', [36.6438910163479, 135.3320325894147, 1.0]], ['2, k, 6', [52.99905494351719, 151.00675489683314, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-21.931431226882797, 149.69536898650466, 1.0]], ['2, k, 9', [-40.867922031824705, 131.75216940639513, 1.0]], ['2, k, 10', [-59.72819418125195, 144.30195792400386, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [1.9352983278685976, 91.87921011859866, 1.0]], ['2, k, 13', [0.6464236487062847, 51.20963841706767, 1.0]], ['2, k, 14', [-0.12292879621112451, 12.482982010726104, 1.0]], ['2, k, 15', [0.24768095973416987, 4.114010798183948, 1.0]], ['2, k, 16', [-15.871025860043405, 93.00893162728867, 1.0]], ['2, k, 17', [-22.549061438456988, 49.633385131544955, 1.0]], ['2, k, 18', [-30.239360663059777, 11.929125772552808, 1.0]], ['2, k, 19', [-32.29802552046994, 3.9527432373370157, 1.0]], ['2, k, 20', [-2.852575708120806, 151.27437474977037, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-6.879434000000001, 92.696982, 1.0]], ['2, k, 1', [-4.29546703876162, 126.1841910847292, 1.0]], ['2, k, 2', [-2.248076443331707, 151.31312985324044, 1.0]], ['2, k, 3', [-1.6547750957543446, 158.40447248906545, 1.0]], ['2, k, 4', [16.91941202954785, 149.87849945463745, 1.0]], ['2, k, 5', [37.218581759167805, 135.3902307711094, 1.0]], ['2, k, 6', [53.46689511324681, 150.27985227411372, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-21.495158980894196, 149.61488107415082, 1.0]], ['2, k, 9', [-40.47982358217858, 132.30953471141015, 1.0]], ['2, k, 10', [-58.993578086993026, 144.76264821365928, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.108041813099592, 91.85560554479378, 1.0]], ['2, k, 13', [0.7197958010966581, 51.22204504957469, 1.0]], ['2, k, 14', [-0.10812773770537631, 12.464319173656648, 1.0]], ['2, k, 15', [0.23871184427209252, 4.141465804616967, 1.0]], ['2, k, 16', [-15.691442372881706, 93.09671787973153, 1.0]], ['2, k, 17', [-23.51115048119336, 50.10018987848091, 1.0]], ['2, k, 18', [-31.99847731411827, 12.246065268176935, 1.0]], ['2, k, 19', [-34.134567229940124, 4.393899569775274, 1.0]], ['2, k, 20', [-2.248076443331707, 151.31312985324044, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-6.61015, 92.71713, 1.0]], ['2, k, 1', [-3.817936676756419, 126.18615548727882, 1.0]], ['2, k, 2', [-1.6123794922601575, 151.29380051094182, 1.0]], ['2, k, 3', [-0.9739272762897468, 158.37787296571491, 1.0]], ['2, k, 4', [17.67789347392162, 149.91829469209318, 1.0]], ['2, k, 5', [37.85302486401363, 135.37464101801064, 1.0]], ['2, k, 6', [53.89079598985796, 149.4413279386209, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-20.812967431314437, 149.53947867200873, 1.0]], ['2, k, 9', [-39.832553575162166, 132.6840998065643, 1.0]], ['2, k, 10', [-57.98176263732931, 145.04903292536602, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.354429517926113, 91.82079504901908, 1.0]], ['2, k, 13', [0.8501202435100179, 51.261387356585544, 1.0]], ['2, k, 14', [-0.03220243660461786, 12.467087553712965, 1.0]], ['2, k, 15', [0.2553664836801658, 4.15276690422389, 1.0]], ['2, k, 16', [-15.465253808922707, 93.17725091904192, 1.0]], ['2, k, 17', [-24.460737798007987, 51.055429422571336, 1.0]], ['2, k, 18', [-33.7684173226465, 12.806848839836015, 1.0]], ['2, k, 19', [-36.084733002535565, 5.043995949654235, 1.0]], ['2, k, 20', [-1.6123794922601575, 151.29380051094182, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-6.24172, 92.77109399999999, 1.0]], ['2, k, 1', [-3.2598475443312678, 126.2078838503915, 1.0]], ['2, k, 2', [-0.907182583559303, 151.27439169423226, 1.0]], ['2, k, 3', [-0.22646099200417313, 158.3441676571965, 1.0]], ['2, k, 4', [18.403583507297917, 149.9517815663226, 1.0]], ['2, k, 5', [38.62485890331793, 135.26865435294127, 1.0]], ['2, k, 6', [54.44650990060685, 148.89460051142805, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-20.185686522716647, 149.57331567233132, 1.0]], ['2, k, 9', [-39.01422683621836, 132.93410497194895, 1.0]], ['2, k, 10', [-56.79538130550084, 145.11572741476758, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [2.6905660485232206, 91.81744598956767, 1.0]], ['2, k, 13', [1.0905040708377747, 51.347400043460894, 1.0]], ['2, k, 14', [0.1807964179810625, 12.488772026667249, 1.0]], ['2, k, 15', [0.4177172208769552, 4.186705700091224, 1.0]], ['2, k, 16', [-15.115985652456697, 93.2936450231275, 1.0]], ['2, k, 17', [-25.385506136354156, 52.28344881099384, 1.0]], ['2, k, 18', [-35.279480761177965, 13.504305111099768, 1.0]], ['2, k, 19', [-37.773148926945346, 5.903896544187313, 1.0]], ['2, k, 20', [-0.907182583559303, 151.27439169423226, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
[['2, k, 0', [-5.87376, 92.87575799999999, 1.0]], ['2, k, 1', [-2.682087928807753, 126.26957242581702, 1.0]], ['2, k, 2', [-0.14680993922192465, 151.2877058132648, 1.0]], ['2, k, 3', [0.5879981855565236, 158.34146177919138, 1.0]], ['2, k, 4', [19.27105182155766, 150.02119489387456, 1.0]], ['2, k, 5', [39.4309161406006, 135.33459892987392, 1.0]], ['2, k, 6', [55.45527283925658, 148.99462459160574, 1.0]], ['2, k, 7', [0.0, 0.0, 1.0]], ['2, k, 8', [-19.54007232210365, 149.56631649021872, 1.0]], ['2, k, 9', [-38.2358370547326, 133.20425880277284, 1.0]], ['2, k, 10', [-55.706323577595555, 145.2244585132931, 1.0]], ['2, k, 11', [0.0, 0.0, 1.0]], ['2, k, 12', [3.0434327125292695, 91.85347650689324, 1.0]], ['2, k, 13', [1.3607008351957475, 51.45052760712751, 1.0]], ['2, k, 14', [0.44388204497101247, 12.52778688314168, 1.0]], ['2, k, 15', [0.6452351249088282, 4.284090022041761, 1.0]], ['2, k, 16', [-14.737353511726376, 93.46870200251546, 1.0]], ['2, k, 17', [-26.481825560323166, 53.92257223793553, 1.0]], ['2, k, 18', [-36.205304706438696, 14.243248610383525, 1.0]], ['2, k, 19', [-38.80903188420908, 6.8518495128177666, 1.0]], ['2, k, 20', [-0.14680993922192465, 151.2877058132648, 1.0]], ['2, k, 21', [0.0, 0.0, 1.0]], ['2, k, 22', [0.0, 0.0, 1.0]], ['2, k, 23', [0.0, 0.0, 1.0]], ['2, k, 24', [0.0, 0.0, 1.0]]]
