[[0, 452.883, 286.855, 0.710836, 1.0], [1, 457.259, 320.675, 0.849241, 1.0], [2, 427.828, 322.086, 0.861626, 1.0], [3, 397.031, 348.57, 0.85425, 1.0], [4, 416.069, 382.308, 0.950732, 1.0], [5, 488.069, 319.177, 0.837303, 1.0], [6, 520.355, 341.21, 0.850384, 1.0], [7, 499.897, 375.013, 0.850428, 1.0], [8, 457.245, 414.628, 0.737366, 1.0], [9, 439.606, 414.643, 0.767574, 1.0], [10, 441.02, 485.118, 0.79484, 1.0], [11, 441.058, 536.587, 0.42671, 1.0], [12, 476.298, 414.621, 0.776308, 1.0], [13, 473.415, 477.848, 0.771532, 1.0], [14, 467.538, 536.578, 0.6379, 1.0], [15, 448.443, 279.538, 0.712466, 1.0], [16, 461.593, 278.052, 0.731752, 1.0], [17, 439.615, 286.89, 0.764582, 1.0], [18, 471.884, 286.802, 0.801344, 1.0], [19, 471.926, 536.597, 0.160438, 1.0], [20, 480.752, 536.59, 0.219612, 1.0], [21, 466.036, 536.586, 0.390173, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 441.157, 536.594, 0.202464, 1.0]]
[[0, 452.901, 286.87, 0.710355, 1.0], [1, 458.681, 320.679, 0.85087, 1.0], [2, 427.841, 322.073, 0.864479, 1.0], [3, 398.468, 348.591, 0.843561, 1.0], [4, 416.106, 382.32, 0.960808, 1.0], [5, 488.076, 319.214, 0.835241, 1.0], [6, 520.346, 341.223, 0.848049, 1.0], [7, 499.908, 374.972, 0.849126, 1.0], [8, 458.7, 414.657, 0.739558, 1.0], [9, 439.645, 414.668, 0.771779, 1.0], [10, 441.052, 486.566, 0.802011, 1.0], [11, 441.052, 536.588, 0.369234, 1.0], [12, 476.321, 414.645, 0.773174, 1.0], [13, 473.41, 480.722, 0.756043, 1.0], [14, 467.535, 536.579, 0.614148, 1.0], [15, 449.851, 279.558, 0.713572, 1.0], [16, 461.597, 278.061, 0.722516, 1.0], [17, 439.647, 286.873, 0.751004, 1.0], [18, 470.468, 285.427, 0.785989, 1.0], [19, 471.928, 536.599, 0.152113, 1.0], [20, 480.742, 536.592, 0.210022, 1.0], [21, 466.027, 536.586, 0.368575, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 441.139, 536.594, 0.16974, 1.0]]
[[0, 452.88, 286.882, 0.702914, 1.0], [1, 458.69, 320.675, 0.846938, 1.0], [2, 427.858, 322.082, 0.867711, 1.0], [3, 398.468, 348.576, 0.850272, 1.0], [4, 416.12, 382.313, 0.959825, 1.0], [5, 488.074, 319.172, 0.837031, 1.0], [6, 520.366, 341.23, 0.859331, 1.0], [7, 501.277, 375.004, 0.84247, 1.0], [8, 458.679, 414.598, 0.730802, 1.0], [9, 439.64, 414.602, 0.763502, 1.0], [10, 441.051, 483.649, 0.784603, 1.0], [11, 441.029, 536.586, 0.442556, 1.0], [12, 476.296, 413.2, 0.766788, 1.0], [13, 473.407, 477.835, 0.771104, 1.0], [14, 467.531, 536.576, 0.64991, 1.0], [15, 449.836, 279.561, 0.699107, 1.0], [16, 460.196, 278.077, 0.715141, 1.0], [17, 439.633, 286.898, 0.726479, 1.0], [18, 470.474, 286.816, 0.808329, 1.0], [19, 471.941, 536.594, 0.169501, 1.0], [20, 482.19, 536.584, 0.22956, 1.0], [21, 466.03, 536.585, 0.399481, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 441.124, 536.593, 0.212381, 1.0]]
[[0, 454.277, 286.888, 0.67242, 1.0], [1, 458.723, 322.046, 0.859738, 1.0], [2, 427.857, 322.091, 0.872837, 1.0], [3, 399.931, 348.584, 0.849966, 1.0], [4, 416.14, 382.314, 0.960703, 1.0], [5, 488.118, 319.215, 0.836487, 1.0], [6, 520.371, 341.22, 0.856419, 1.0], [7, 501.306, 375.004, 0.833851, 1.0], [8, 457.236, 414.661, 0.747475, 1.0], [9, 439.611, 414.656, 0.770821, 1.0], [10, 441.047, 483.683, 0.786623, 1.0], [11, 441.046, 536.587, 0.457459, 1.0], [12, 476.29, 414.661, 0.787429, 1.0], [13, 473.404, 479.261, 0.770066, 1.0], [14, 467.547, 536.578, 0.641248, 1.0], [15, 449.866, 280.99, 0.694055, 1.0], [16, 461.611, 278.092, 0.69695, 1.0], [17, 439.659, 286.914, 0.76733, 1.0], [18, 471.899, 286.824, 0.800214, 1.0], [19, 471.927, 536.596, 0.166069, 1.0], [20, 480.748, 536.59, 0.222342, 1.0], [21, 466.048, 536.585, 0.391294, 1.0], [22, 433.749, 536.603, 0.103447, 1.0], [23, 0, 0, 0, 1.0], [24, 441.15, 536.593, 0.218209, 1.0]]
[[0, 454.324, 288.29, 0.629351, 1.0], [1, 458.712, 320.686, 0.8532, 1.0], [2, 427.881, 322.089, 0.879755, 1.0], [3, 399.952, 348.594, 0.853, 1.0], [4, 416.149, 382.309, 0.969412, 1.0], [5, 488.098, 319.2, 0.83879, 1.0], [6, 520.375, 342.652, 0.864074, 1.0], [7, 501.31, 375.012, 0.82331, 1.0], [8, 460.153, 414.637, 0.7452, 1.0], [9, 439.675, 414.64, 0.77561, 1.0], [10, 441.069, 485.108, 0.793558, 1.0], [11, 441.022, 536.587, 0.414346, 1.0], [12, 476.357, 414.639, 0.767863, 1.0], [13, 474.785, 479.287, 0.777349, 1.0], [14, 467.536, 536.58, 0.604336, 1.0], [15, 449.91, 282.459, 0.657822, 1.0], [16, 461.645, 279.517, 0.65379, 1.0], [17, 441.02, 286.911, 0.726046, 1.0], [18, 471.916, 286.805, 0.753927, 1.0], [19, 470.461, 536.602, 0.146495, 1.0], [20, 480.719, 536.595, 0.201662, 1.0], [21, 466.027, 536.587, 0.35959, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 441.11, 536.593, 0.196201, 1.0]]
[[0, 452.874, 286.885, 0.64124, 1.0], [1, 458.724, 320.677, 0.853076, 1.0], [2, 427.889, 322.068, 0.877115, 1.0], [3, 399.943, 348.581, 0.86155, 1.0], [4, 416.164, 382.326, 0.970734, 1.0], [5, 488.097, 319.187, 0.832299, 1.0], [6, 520.369, 342.651, 0.864343, 1.0], [7, 501.354, 374.996, 0.818749, 1.0], [8, 458.721, 414.614, 0.736799, 1.0], [9, 439.661, 414.609, 0.769126, 1.0], [10, 441.053, 482.181, 0.787293, 1.0], [11, 439.669, 536.585, 0.515984, 1.0], [12, 476.332, 414.621, 0.766135, 1.0], [13, 474.778, 477.832, 0.785806, 1.0], [14, 467.534, 536.578, 0.639462, 1.0], [15, 449.838, 279.555, 0.6393, 1.0], [16, 460.192, 278.064, 0.663664, 1.0], [17, 439.672, 286.911, 0.653453, 1.0], [18, 471.921, 286.8, 0.795065, 1.0], [19, 470.472, 536.6, 0.154542, 1.0], [20, 480.741, 536.594, 0.209552, 1.0], [21, 466.032, 536.586, 0.383732, 1.0], [22, 433.727, 536.6, 0.122992, 1.0], [23, 438.153, 536.613, 0.107274, 1.0], [24, 441.13, 536.593, 0.25217, 1.0]]
[[0, 452.886, 286.833, 0.733971, 1.0], [1, 460.161, 320.672, 0.859529, 1.0], [2, 427.901, 322.065, 0.874855, 1.0], [3, 401.393, 348.592, 0.853618, 1.0], [4, 416.168, 382.305, 0.967937, 1.0], [5, 488.128, 319.182, 0.829245, 1.0], [6, 520.397, 342.66, 0.866983, 1.0], [7, 502.757, 374.993, 0.817641, 1.0], [8, 460.14, 414.665, 0.746881, 1.0], [9, 439.668, 414.658, 0.776013, 1.0], [10, 441.06, 485.099, 0.797759, 1.0], [11, 441.039, 536.588, 0.437506, 1.0], [12, 476.351, 414.671, 0.773565, 1.0], [13, 474.787, 479.285, 0.777741, 1.0], [14, 467.545, 536.58, 0.618265, 1.0], [15, 449.84, 279.528, 0.73179, 1.0], [16, 461.592, 276.678, 0.748739, 1.0], [17, 439.676, 286.897, 0.743086, 1.0], [18, 471.915, 286.803, 0.814382, 1.0], [19, 470.466, 536.601, 0.152925, 1.0], [20, 480.735, 536.595, 0.207186, 1.0], [21, 466.037, 536.587, 0.37226, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 441.138, 536.593, 0.206859, 1.0]]
[[0, 454.306, 286.908, 0.666002, 1.0], [1, 460.151, 320.683, 0.856808, 1.0], [2, 427.888, 322.068, 0.875065, 1.0], [3, 399.969, 348.578, 0.856681, 1.0], [4, 416.175, 382.302, 0.967473, 1.0], [5, 488.149, 319.188, 0.825389, 1.0], [6, 520.364, 342.658, 0.866013, 1.0], [7, 501.354, 374.995, 0.821018, 1.0], [8, 460.176, 414.612, 0.739692, 1.0], [9, 441.022, 414.613, 0.771052, 1.0], [10, 441.078, 483.637, 0.789363, 1.0], [11, 441.048, 536.587, 0.464696, 1.0], [12, 476.373, 414.615, 0.757069, 1.0], [13, 474.807, 477.838, 0.794104, 1.0], [14, 467.54, 536.578, 0.649317, 1.0], [15, 449.897, 281.009, 0.685041, 1.0], [16, 461.632, 278.093, 0.680267, 1.0], [17, 441.03, 286.892, 0.722019, 1.0], [18, 473.339, 285.414, 0.775682, 1.0], [19, 471.919, 536.597, 0.16357, 1.0], [20, 480.744, 536.591, 0.220587, 1.0], [21, 466.028, 536.586, 0.395068, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 441.139, 536.594, 0.221457, 1.0]]
[[0, 454.292, 286.859, 0.713604, 1.0], [1, 460.168, 320.67, 0.859894, 1.0], [2, 427.89, 322.05, 0.872077, 1.0], [3, 399.983, 348.582, 0.857581, 1.0], [4, 416.174, 382.306, 0.970513, 1.0], [5, 489.527, 319.176, 0.825365, 1.0], [6, 520.395, 342.669, 0.876455, 1.0], [7, 501.349, 375.011, 0.812151, 1.0], [8, 460.149, 414.661, 0.75246, 1.0], [9, 439.676, 414.652, 0.786176, 1.0], [10, 441.056, 485.103, 0.803678, 1.0], [11, 441.041, 536.587, 0.451201, 1.0], [12, 476.355, 414.669, 0.775331, 1.0], [13, 474.787, 479.293, 0.778822, 1.0], [14, 467.531, 536.58, 0.632409, 1.0], [15, 449.903, 279.533, 0.728085, 1.0], [16, 461.634, 278.054, 0.732907, 1.0], [17, 441.059, 286.861, 0.739483, 1.0], [18, 473.363, 286.803, 0.819651, 1.0], [19, 470.467, 536.6, 0.15683, 1.0], [20, 480.731, 536.594, 0.212051, 1.0], [21, 466.03, 536.586, 0.381693, 1.0], [22, 0, 0, 0, 1.0], [23, 0, 0, 0, 1.0], [24, 441.14, 536.593, 0.217146, 1.0]]
[[0, 452.906, 286.836, 0.74926, 1.0], [1, 460.165, 320.673, 0.860472, 1.0], [2, 427.898, 322.054, 0.868167, 1.0], [3, 401.403, 348.583, 0.855582, 1.0], [4, 416.176, 382.304, 0.965946, 1.0], [5, 489.521, 319.195, 0.826726, 1.0], [6, 520.385, 342.659, 0.870865, 1.0], [7, 502.77, 374.977, 0.811244, 1.0], [8, 460.153, 414.648, 0.753328, 1.0], [9, 439.677, 414.644, 0.788136, 1.0], [10, 441.045, 483.654, 0.793452, 1.0], [11, 441.024, 536.586, 0.518914, 1.0], [12, 476.361, 414.655, 0.778944, 1.0], [13, 474.785, 479.249, 0.783199, 1.0], [14, 467.53, 536.578, 0.653573, 1.0], [15, 449.862, 279.529, 0.750081, 1.0], [16, 461.618, 276.67, 0.770148, 1.0], [17, 441.043, 286.892, 0.748315, 1.0], [18, 473.393, 286.796, 0.839816, 1.0], [19, 470.473, 536.598, 0.165374, 1.0], [20, 480.733, 536.591, 0.222158, 1.0], [21, 466.033, 536.586, 0.399034, 1.0], [22, 433.744, 536.601, 0.122488, 1.0], [23, 438.157, 536.613, 0.108689, 1.0], [24, 441.136, 536.592, 0.255991, 1.0]]
[[0, 454.311, 286.862, 0.719266, 1.0], [1, 460.193, 320.685, 0.868797, 1.0], [2, 427.899, 322.059, 0.872121, 1.0], [3, 401.408, 348.567, 0.860789, 1.0], [4, 416.178, 382.293, 0.966196, 1.0], [5, 489.542, 320.602, 0.831769, 1.0], [6, 520.393, 342.683, 0.877056, 1.0], [7, 502.751, 375.001, 0.809335, 1.0], [8, 461.587, 414.638, 0.754535, 1.0], [9, 441.044, 414.637, 0.782526, 1.0], [10, 441.065, 482.209, 0.786375, 1.0], [11, 441.041, 536.585, 0.544079, 1.0], [12, 476.394, 414.645, 0.762381, 1.0], [13, 474.808, 477.834, 0.795913, 1.0], [14, 467.514, 536.578, 0.671707, 1.0], [15, 449.92, 279.542, 0.732632, 1.0], [16, 461.659, 278.039, 0.74137, 1.0], [17, 441.073, 286.843, 0.736632, 1.0], [18, 473.397, 285.39, 0.824475, 1.0], [19, 470.457, 536.598, 0.168875, 1.0], [20, 480.72, 536.591, 0.225887, 1.0], [21, 464.646, 536.585, 0.40714, 1.0], [22, 435.21, 536.6, 0.129385, 1.0], [23, 439.571, 536.613, 0.116445, 1.0], [24, 441.142, 536.592, 0.270585, 1.0]]
